
,Stanic,,,
,CO,PM10,BENZENE
31/05/2011 14.00,,,
31/05/2011 15.00,"0,41061008",,
31/05/2011 16.00,,,
31/05/2011 17.00,"0,44096066",,
31/05/2011 18.00,"0,48631644",,
31/05/2011 19.00,"0,51561735",,
31/05/2011 20.00,"0,40871462",,
31/05/2011 21.00,"0,40075185",,
31/05/2011 22.00,"0,3877155",,
31/05/2011 23.00,"0,40503788",,
01/06/2011 0.00,"0,37245866",,
01/06/2011 1.00,"0,35100635",,
01/06/2011 2.00,"0,3478259",,
01/06/2011 3.00,"0,34577666",,
01/06/2011 4.00,,,
01/06/2011 5.00,"0,37515097",,
01/06/2011 6.00,"0,4667957",,
01/06/2011 7.00,"0,48405983",,
01/06/2011 8.00,"0,4897229",,
01/06/2011 9.00,"0,41570346",,
01/06/2011 10.00,"0,36815165",,
01/06/2011 11.00,"0,52845682",,
01/06/2011 12.00,,,
01/06/2011 13.00,"0,65315609",,
01/06/2011 14.00,"0,5394183",,
01/06/2011 15.00,"0,52253862","31,25761986",
01/06/2011 16.00,"0,53411988","18,31501007",
01/06/2011 17.00,"0,54957361","18,31501007",
01/06/2011 18.00,"0,59772655","10,50061035",
01/06/2011 19.00,"0,63341283","10,50061035",
01/06/2011 20.00,"0,7147741","8,30280876",
01/06/2011 21.00,"0,68386549","8,30280876",
01/06/2011 22.00,"0,6166613","25,64101982",
01/06/2011 23.00,"0,74757118","25,64101982",
02/06/2011 0.00,"0,73185999","26,86202049",
02/06/2011 1.00,"0,67761293","26,86202049",
02/06/2011 2.00,"0,62515415","31,01342964",
02/06/2011 3.00,"0,5980411","31,01342964",
02/06/2011 4.00,"0,58410071","23,93161964",
02/06/2011 5.00,"0,58754096","23,93161964",
02/06/2011 6.00,"0,59332169","37,36262131",
02/06/2011 7.00,"0,58213419","37,36262131",
02/06/2011 8.00,"0,55456796","46,15383148",
02/06/2011 9.00,"0,53689142","46,15383148",
02/06/2011 10.00,"0,52442592","43,9560318",
02/06/2011 11.00,"0,53319487","43,9560318",
02/06/2011 12.00,"0,53368767","24,42000961",
02/06/2011 13.00,"0,52389468","24,42000961",
02/06/2011 14.00,"0,51732757","23,44322014",
02/06/2011 15.00,"0,50993565","23,44322014",
02/06/2011 16.00,"0,5049611","13,67521",
02/06/2011 17.00,"0,51085949","13,67521",
02/06/2011 18.00,"0,52147614","23,68741989",
02/06/2011 19.00,"0,51689536","23,68741989",
02/06/2011 20.00,"0,54705721","14,40781021",
02/06/2011 21.00,"0,54367521","14,40781021",
02/06/2011 22.00,"0,54282942","22,46640968",
02/06/2011 23.00,"0,57847726","22,46640968",
03/06/2011 0.00,"0,61681741","17,58241081",
03/06/2011 1.00,"0,58115093","17,58241081",
03/06/2011 2.00,"0,5370219","18,31501007",
03/06/2011 3.00,"0,546152","18,31501007",
03/06/2011 4.00,,"11,72161007",
03/06/2011 5.00,"0,54727273","11,72161007",
03/06/2011 6.00,"0,64798232","34,67642975",
03/06/2011 7.00,"0,61312203","34,67642975",
03/06/2011 8.00,"0,58758057","56,89865112",
03/06/2011 9.00,"0,55647507","56,89865112",
03/06/2011 10.00,"0,56005395","37,11843109",
03/06/2011 11.00,"0,55389925","37,11843109",
03/06/2011 12.00,"0,53807156","35,16482162",
03/06/2011 13.00,"0,55920816","35,16482162",
03/06/2011 14.00,"0,54088271","22,71062088",
03/06/2011 15.00,"0,54666344","22,71062088",
03/06/2011 16.00,"0,54931847","22,71062088",
03/06/2011 17.00,"0,55413458","22,71062088",
03/06/2011 18.00,"0,5480393","25,64101982",
03/06/2011 19.00,"0,55940504","25,64101982",
03/06/2011 20.00,"0,57155599","18,07081032",
03/06/2011 21.00,"0,5781429","18,07081032",
03/06/2011 22.00,"0,5958975","34,67642975",
03/06/2011 23.00,"0,6434994","34,67642975",
04/06/2011 0.00,"0,62725814","25,88521957",
04/06/2011 1.00,"0,59442261","25,88521957",
04/06/2011 2.00,"0,58004768","26,61782074",
04/06/2011 3.00,"0,54552407","26,61782074",
04/06/2011 4.00,"0,53850378","27,35042",
04/06/2011 5.00,"0,56958947","27,35042",
04/06/2011 6.00,"0,62653118","37,11843109",
04/06/2011 7.00,"0,73463269","37,11843109",
04/06/2011 8.00,"0,70331167","81,07447052",
04/06/2011 9.00,"0,60702675","81,07447052",
04/06/2011 10.00,"0,54780397","80,3418808",
04/06/2011 11.00,"0,53535828","80,3418808",
04/06/2011 12.00,"0,54668324",,
04/06/2011 13.00,"0,54621142",,
04/06/2011 14.00,"0,53166173","71,55065918",
04/06/2011 15.00,"0,52458319","71,55065918",
04/06/2011 16.00,"0,5402338","37,11843109",
04/06/2011 17.00,"0,56752509","37,11843109",
04/06/2011 18.00,"0,57841784","23,19902039",
04/06/2011 19.00,"0,61198149","23,19902039",
04/06/2011 20.00,"0,64780524","25,64101982",
04/06/2011 21.00,"0,61939322","25,64101982",
04/06/2011 22.00,"0,61937458","27,8388195",
04/06/2011 23.00,"0,64344115","27,8388195",
05/06/2011 0.00,"0,64719595","28,57142067",
05/06/2011 1.00,"0,61544154","28,57142067",
05/06/2011 2.00,"0,63558323","21,97801971",
05/06/2011 3.00,"0,62513434","21,97801971",
05/06/2011 4.00,,"30,28083038",
05/06/2011 5.00,"0,58824811","30,28083038",
05/06/2011 6.00,"0,61321989","42,00244141",
05/06/2011 7.00,"0,65840325","42,00244141",
05/06/2011 8.00,"0,65079347","56,16604996",
05/06/2011 9.00,"0,64041332","56,16604996",
05/06/2011 10.00,"0,62016096","54,45664978",
05/06/2011 11.00,"0,61141064","54,45664978",
05/06/2011 12.00,"0,61502797","31,25761986",
05/06/2011 13.00,"0,58107288","31,25761986",
05/06/2011 14.00,"0,55433263","18,07081032",
05/06/2011 15.00,"0,55513765","18,07081032",
05/06/2011 16.00,"0,57255906","38,58362961",
05/06/2011 17.00,"0,57570456","38,58362961",
05/06/2011 18.00,"0,5967829","28,32722092",
05/06/2011 19.00,"0,62796646","28,32722092",
05/06/2011 20.00,"0,65034145","29,30401993",
05/06/2011 21.00,"0,61827249","29,30401993",
05/06/2011 22.00,"0,62267736","34,67642975",
05/06/2011 23.00,"0,6198068","34,67642975",
06/06/2011 0.00,"0,63545741","23,44322014",
06/06/2011 1.00,"0,59982938","23,44322014",
06/06/2011 2.00,"0,60049809","23,44322014",
06/06/2011 3.00,"0,60852028","23,44322014",
06/06/2011 4.00,"0,62617702","31,50181961",
06/06/2011 5.00,"0,66394865","31,50181961",
06/06/2011 6.00,"0,75972097","40,04883957",
06/06/2011 7.00,"0,72771143","40,04883957",
06/06/2011 8.00,"0,80103536","69,59706116",
06/06/2011 9.00,"0,85309688","69,59706116",
06/06/2011 10.00,"0,68003147","47,61904144",
06/06/2011 11.00,"0,66978763","47,61904144",
06/06/2011 12.00,"0,63968519","43,9560318",
06/06/2011 13.00,"0,58986164","43,9560318",
06/06/2011 14.00,"0,53641959","42,00244141",
06/06/2011 15.00,"0,55336801","42,00244141",
06/06/2011 16.00,"0,59774636","28,81562042",
06/06/2011 17.00,"0,6360667","28,81562042",
06/06/2011 18.00,"0,63726665","33,94382095",
06/06/2011 19.00,"0,56935414","33,94382095",
06/06/2011 20.00,"0,57078942","31,99023056",
06/06/2011 21.00,"0,56726996","31,99023056",
06/06/2011 22.00,"0,52975463","61,78266144",
06/06/2011 23.00,"0,5464083","61,78266144",
07/06/2011 0.00,"0,52849643","69,84127045",
07/06/2011 1.00,"0,52031696","69,84127045",
07/06/2011 2.00,"0,52061054","67,64347076",
07/06/2011 3.00,"0,51809531","67,64347076",
07/06/2011 4.00,,"63,24785995",
07/06/2011 5.00,"0,53341156","63,24785995",
07/06/2011 6.00,"0,5594831","72,03907013",
07/06/2011 7.00,"0,64359726","72,03907013",
07/06/2011 8.00,"0,75341016","76,92308044",
07/06/2011 9.00,"0,63339303","76,92308044",
07/06/2011 10.00,"0,54925906","101,58730316",
07/06/2011 11.00,"0,56011336","101,58730316",
07/06/2011 12.00,"0,55700631","85,95848083",
07/06/2011 13.00,"0,56408485","85,95848083",
07/06/2011 14.00,"0,54914139","63,98046112",
07/06/2011 15.00,"0,54255448","63,98046112",
07/06/2011 16.00,"0,55087142","53,23564148",
07/06/2011 17.00,"0,55468563","53,23564148",
07/06/2011 18.00,"0,59507152","26,61782074",
07/06/2011 19.00,"0,5703176","26,61782074",
07/06/2011 20.00,"0,56426193","13,43101025",
07/06/2011 21.00,"0,55918835","13,43101025",
07/06/2011 22.00,"0,53663512","6,83760691",
07/06/2011 23.00,"0,53787468","6,83760691",
08/06/2011 0.00,"0,53093361","3,17460299",
08/06/2011 1.00,"0,53362825","3,17460299",
08/06/2011 2.00,"0,52519482","1,70940197",
08/06/2011 3.00,"0,54322319","1,70940197",
08/06/2011 4.00,"0,53816942","0,73260099",
08/06/2011 5.00,"0,59129692","0,73260099",
08/06/2011 6.00,"0,6329212","10,98900986",
08/06/2011 7.00,"0,6730904","10,98900986",
08/06/2011 8.00,"0,79169206","67,39926147",
08/06/2011 9.00,"0,6291268","67,39926147",
08/06/2011 10.00,"0,58030514","70,57386017",
08/06/2011 11.00,"0,55533453","70,57386017",
08/06/2011 12.00,"0,59735259","73,74845886",
08/06/2011 13.00,"0,61329911","73,74845886",
08/06/2011 14.00,"0,59977113","48,59584045",
08/06/2011 15.00,"0,60977848","48,59584045",
08/06/2011 16.00,"0,59210193","52,01464081",
08/06/2011 17.00,"0,62462291","52,01464081",
08/06/2011 18.00,"0,69491551","43,22343063",
08/06/2011 19.00,"0,66052704","43,22343063",
08/06/2011 20.00,"0,68948778","33,21123123",
08/06/2011 21.00,"0,74237994","33,21123123",
08/06/2011 22.00,"0,80553459","35,89743042",
08/06/2011 23.00,"0,59790363","35,89743042",
09/06/2011 0.00,"0,56388796","25,64101982",
09/06/2011 1.00,"0,57629405","25,64101982",
09/06/2011 2.00,"0,55711349","25,39682007",
09/06/2011 3.00,"0,56093818","25,39682007",
09/06/2011 4.00,,"17,09399986",
09/06/2011 5.00,"0,54397112","17,09399986",
09/06/2011 6.00,"0,62737697","26,61782074",
09/06/2011 7.00,"0,64540651","26,61782074",
09/06/2011 8.00,"0,59216135","46,64223099",
09/06/2011 9.00,"0,58942826","46,64223099",
09/06/2011 10.00,"0,54475633","35,89743042",
09/06/2011 11.00,"0,51168548","35,89743042",
09/06/2011 12.00,"0,54277001","27,8388195",
09/06/2011 13.00,"0,53067847","27,8388195",
09/06/2011 14.00,"0,5332939","14,65200996",
09/06/2011 15.00,"0,53929015","14,65200996",
09/06/2011 16.00,"0,55641565","8,05860806",
09/06/2011 17.00,"0,54408879","8,05860806",
09/06/2011 18.00,"0,5756067","6,34920597",
09/06/2011 19.00,"0,6465086","6,34920597",
09/06/2011 20.00,"0,63476889","9,76801014",
09/06/2011 21.00,"0,62721853","9,76801014",
09/06/2011 22.00,"0,60285721","15,38461018",
09/06/2011 23.00,"0,53936937","15,38461018",
10/06/2011 0.00,"0,53256694","13,18680954",
10/06/2011 1.00,"0,52973482","13,18680954",
10/06/2011 2.00,"0,5328512","14,40781021",
10/06/2011 3.00,"0,56778023","14,40781021",
10/06/2011 4.00,"0,54558232","17,33819962",
10/06/2011 5.00,"0,58296018","17,33819962",
10/06/2011 6.00,"0,56868543","34,67642975",
10/06/2011 7.00,"0,59222076","34,67642975",
10/06/2011 8.00,"0,54872782","33,21123123",
10/06/2011 9.00,"0,54929867","33,21123123",
10/06/2011 10.00,"0,53547594","36,38582993",
10/06/2011 11.00,"0,52859429","36,38582993",
10/06/2011 12.00,"0,52125945","21,48962021",
10/06/2011 13.00,"0,51024903","21,48962021",
10/06/2011 14.00,"0,51620684","21,0012207",
10/06/2011 15.00,"0,52186991","21,0012207",
10/06/2011 16.00,"0,52538937","11,47741032",
10/06/2011 17.00,"0,52955774","11,47741032",
10/06/2011 18.00,"0,5332939","14,65200996",
10/06/2011 19.00,"0,5370883","14,65200996",
10/06/2011 20.00,"0,57896772","15,14041042",
10/06/2011 21.00,"0,55028193","15,14041042",
10/06/2011 22.00,"0,57613794","22,71062088",
10/06/2011 23.00,"0,53502392","22,71062088",
11/06/2011 0.00,"0,54292845","16,11721039",
11/06/2011 1.00,"0,53801331","16,11721039",
11/06/2011 2.00,"0,54029671","18,31501007",
11/06/2011 3.00,"0,54988932","18,31501007",
11/06/2011 4.00,,"16,84980965",
11/06/2011 5.00,"0,56418271","16,84980965",
11/06/2011 6.00,"0,60561011","37,6068306",
11/06/2011 7.00,"0,59656621","37,6068306",
11/06/2011 8.00,"0,54564173","32,96702957",
11/06/2011 9.00,"0,55218787","32,96702957",
11/06/2011 10.00,"0,54369502","37,11843109",
11/06/2011 11.00,"0,53382514","37,11843109",
11/06/2011 12.00,"0,53718733","25,64101982",
11/06/2011 13.00,"0,53571244","25,64101982",
11/06/2011 14.00,"0,53651745","14,40781021",
11/06/2011 15.00,"0,54603434","14,40781021",
11/06/2011 16.00,"0,56178397","15,14041042",
11/06/2011 17.00,"0,55244417","15,14041042",
11/06/2011 18.00,"0,54204305","9,52380943",
11/06/2011 19.00,"0,55704592","9,52380943",
11/06/2011 20.00,"0,57116222","7,08180714",
11/06/2011 21.00,"0,55513765","7,08180714",
11/06/2011 22.00,"0,53362825","7,08180714",
11/06/2011 23.00,"0,54571979","7,08180714",
12/06/2011 0.00,"0,54416684","6,83760691",
12/06/2011 1.00,"0,53459171","6,83760691",
12/06/2011 2.00,"0,54006138","10,50061035",
12/06/2011 3.00,"0,5417483","10,50061035",
12/06/2011 4.00,"0,54184849","9,27960968",
12/06/2011 5.00,"0,54102134","9,27960968",
12/06/2011 6.00,"0,56168495","28,57142067",
12/06/2011 7.00,"0,57161541","28,57142067",
12/06/2011 8.00,"0,5635338","35,16482162",
12/06/2011 9.00,"0,5591301","35,16482162",
12/06/2011 10.00,"0,55706456","32,96702957",
12/06/2011 11.00,"0,54737176","32,96702957",
12/06/2011 12.00,"0,53559477","28,57142067",
12/06/2011 13.00,"0,54188577","28,57142067",
12/06/2011 14.00,"0,52700173","21,48962021",
12/06/2011 15.00,"0,54052855","21,48962021",
12/06/2011 16.00,"0,52206679","13,18680954",
12/06/2011 17.00,"0,53991925","13,18680954",
12/06/2011 18.00,"0,54135453","15,14041042",
12/06/2011 19.00,"0,54208266","15,14041042",
12/06/2011 20.00,"0,55246397","15,62880993",
12/06/2011 21.00,"0,53995886","15,62880993",
12/06/2011 22.00,"0,54497186","22,46640968",
12/06/2011 23.00,"0,57780855","22,46640968",
13/06/2011 0.00,"0,59074704","16,60560989",
13/06/2011 1.00,"0,56719074","16,60560989",
13/06/2011 2.00,"0,54556484","13,43101025",
13/06/2011 3.00,"0,54941633","13,43101025",
13/06/2011 4.00,,"18,31501007",
13/06/2011 5.00,"0,56976655","18,31501007",
13/06/2011 6.00,"0,58520164","37,85102081",
13/06/2011 7.00,"0,59483619","37,85102081",
13/06/2011 8.00,"0,62086811","43,71184158",
13/06/2011 9.00,"0,56194125","43,71184158",
13/06/2011 10.00,"0,54686032","30,52503014",
13/06/2011 11.00,"0,54098173","30,52503014",
13/06/2011 12.00,"0,55242553","31,99023056",
13/06/2011 13.00,"0,5532119","31,99023056",
13/06/2011 14.00,"0,5569865","28,81562042",
13/06/2011 15.00,"0,54691857","28,81562042",
13/06/2011 16.00,"0,57165502","15,38461018",
13/06/2011 17.00,"0,51683711","15,38461018",
13/06/2011 18.00,"0,49208202","16,60560989",
13/06/2011 19.00,"0,48608577","16,60560989",
13/06/2011 20.00,"0,47615647","28,81562042",
13/06/2011 21.00,"0,47765","28,81562042",
13/06/2011 22.00,"0,47660733","26,61782074",
13/06/2011 23.00,"0,49170922","26,61782074",
14/06/2011 0.00,"0,59554334","29,05982971",
14/06/2011 1.00,"0,51762348","29,05982971",
14/06/2011 2.00,"0,50362717","25,39682007",
14/06/2011 3.00,"0,44776309","25,39682007",
14/06/2011 4.00,"0,44206158","17,58241081",
14/06/2011 5.00,"0,45087015","17,58241081",
14/06/2011 6.00,"0,54937672","31,50181961",
14/06/2011 7.00,"0,52682582","31,50181961",
14/06/2011 8.00,"0,53748207","37,6068306",
14/06/2011 9.00,"0,49485472","37,6068306",
14/06/2011 10.00,"0,48162149","31,74603081",
14/06/2011 11.00,"0,47658869","31,74603081",
14/06/2011 12.00,"0,46654056","27,8388195",
14/06/2011 13.00,"0,48596694","27,8388195",
14/06/2011 14.00,"0,47318572","28,81562042",
14/06/2011 15.00,"0,48799287","28,81562042",
14/06/2011 16.00,"0,49084363","16,11721039",
14/06/2011 17.00,"0,49857107","16,11721039",
14/06/2011 18.00,"0,52552801","36,63003159",
14/06/2011 19.00,"0,50993565","36,63003159",
14/06/2011 20.00,"0,53592796","31,01342964",
14/06/2011 21.00,"0,53170134","31,01342964",
14/06/2011 22.00,"0,55199215","23,93161964",
14/06/2011 23.00,"0,54422626","23,93161964",
15/06/2011 0.00,"0,53901521","21,24542046",
15/06/2011 1.00,"0,54037244","21,24542046",
15/06/2011 2.00,"0,51733573","25,88521957",
15/06/2011 3.00,"0,52299064","25,88521957",
15/06/2011 4.00,,"22,71062088",
15/06/2011 5.00,"0,57143833","22,71062088",
15/06/2011 6.00,"0,52654971","31,99023056",
15/06/2011 7.00,"0,55985706","31,99023056",
15/06/2011 8.00,"0,5258612","42,97924042",
15/06/2011 9.00,"0,50425278","42,97924042",
15/06/2011 10.00,"0,49479531","27,35042",
15/06/2011 11.00,"0,49410679","27,35042",
15/06/2011 12.00,"0,49760645","25,39682007",
15/06/2011 13.00,"0,50384037","25,39682007",
15/06/2011 14.00,"0,48535764","19,53602028",
15/06/2011 15.00,"0,48742785","19,53602028",
15/06/2011 16.00,"0,49062694","10,98900986",
15/06/2011 17.00,"0,48974154","10,98900986",
15/06/2011 18.00,"0,49674202","13,43101025",
15/06/2011 19.00,"0,50151969","13,43101025",
15/06/2011 20.00,"0,53936937","19,04759979",
15/06/2011 21.00,"0,54603434","19,04759979",
15/06/2011 22.00,"0,52100431","22,71062088",
15/06/2011 23.00,"0,50527565","22,71062088",
16/06/2011 0.00,"0,50608183","31,25761986",
16/06/2011 1.00,"0,55354509","31,25761986",
16/06/2011 2.00,"0,57674607","17,09399986",
16/06/2011 3.00,"0,51691516","17,09399986",
16/06/2011 4.00,"0,52338324","9,27960968",
16/06/2011 5.00,"0,53323448","9,27960968",
16/06/2011 6.00,"0,67576408","34,18803024",
16/06/2011 7.00,"0,54377307","34,18803024",
16/06/2011 8.00,"0,55270047","54,45664978",
16/06/2011 9.00,"0,52763083","54,45664978",
16/06/2011 10.00,"0,51577463","44,93283081",
16/06/2011 11.00,"0,50423297","44,93283081",
16/06/2011 12.00,"0,50586514","31,74603081",
16/06/2011 13.00,"0,49318295","31,74603081",
16/06/2011 14.00,"0,49560149","22,46640968",
16/06/2011 15.00,"0,51270718","22,46640968",
16/06/2011 16.00,"0,53673414","11,23320961",
16/06/2011 17.00,"0,57304952","11,23320961",
16/06/2011 18.00,"0,5719684","179,48710632",
16/06/2011 19.00,"0,67263955","179,48710632",
16/06/2011 20.00,"0,68655897","109,15750122",
16/06/2011 21.00,"0,65508067","109,15750122",
16/06/2011 22.00,"0,64359726","62,02685165",
16/06/2011 23.00,"0,66927619","62,02685165",
17/06/2011 0.00,"0,67338515","31,01342964",
17/06/2011 1.00,"0,5908647","31,01342964",
17/06/2011 2.00,"0,53733528","15,38461018",
17/06/2011 3.00,"0,52173244","15,38461018",
17/06/2011 4.00,,"7,57020807",
17/06/2011 5.00,"0,51703283","7,57020807",
17/06/2011 6.00,"0,60679025","3,66300392",
17/06/2011 7.00,"0,66347682","3,66300392",
17/06/2011 8.00,"0,5999086","107,69219971",
17/06/2011 9.00,"0,53818923","107,69219971",
17/06/2011 10.00,"0,55458777","53,96825027",
17/06/2011 11.00,"0,56084032","53,96825027",
17/06/2011 12.00,"0,60562875","53,96825027",
17/06/2011 13.00,"0,61783911",,
17/06/2011 14.00,"0,57607386","27,10622025",
17/06/2011 15.00,"0,58605325",,
17/06/2011 16.00,"0,60653046","13,67521",
17/06/2011 17.00,"0,58915332",,
17/06/2011 18.00,"0,58954592","6,83760691",
17/06/2011 19.00,"0,62552811",,
17/06/2011 20.00,"0,57633366","8,79120922",
17/06/2011 21.00,"0,57772933",,
17/06/2011 22.00,"0,58659731","16,36141014",
17/06/2011 23.00,"0,58272368",,
18/06/2011 0.00,"0,55401692","29,30401993",
18/06/2011 1.00,"0,55529492",,
18/06/2011 2.00,"0,53537808","28,81562042",
18/06/2011 3.00,"0,53278246",,
18/06/2011 4.00,"0,52330519","23,44322014",
18/06/2011 5.00,"0,5538212",,
18/06/2011 6.00,"0,55922796","18,80340958",
18/06/2011 7.00,"0,58700972",,
18/06/2011 8.00,"0,61833191","38,58362961",
18/06/2011 9.00,"0,64119853",,
18/06/2011 10.00,"0,62830081","49,08423996",
18/06/2011 11.00,"0,59945658",,
18/06/2011 12.00,"0,58148529","41,26984024",
18/06/2011 13.00,"0,60551225",,
18/06/2011 14.00,"0,55975804","33,45542145",
18/06/2011 15.00,"0,55539395",,
18/06/2011 16.00,"0,52692251","26,37360954",
18/06/2011 17.00,"0,51691516",,
18/06/2011 18.00,"0,53408027","17,58241081",
18/06/2011 19.00,"0,53238986",,
18/06/2011 20.00,"0,52186991","11,23320961",
18/06/2011 21.00,"0,52792558",,
18/06/2011 22.00,"0,53960587","18,55920982",
18/06/2011 23.00,"0,53697064",,
19/06/2011 0.00,"0,5280246","10,25640965",
19/06/2011 1.00,"0,50802854",,
19/06/2011 2.00,"0,52263881","28,81562042",
19/06/2011 3.00,"0,51333628",,
19/06/2011 4.00,,"16,36141014",
19/06/2011 5.00,"0,51247185",,
19/06/2011 6.00,"0,51256971","14,89620972",
19/06/2011 7.00,"0,53844553",,
19/06/2011 8.00,"0,52426864","24,90842056",
19/06/2011 9.00,"0,53732363",,
19/06/2011 10.00,"0,64186724","41,02563095",
19/06/2011 11.00,"0,63445551",,
19/06/2011 12.00,"0,56508791","34,18803024",
19/06/2011 13.00,"0,54296806",,
19/06/2011 14.00,"0,50730042","23,44322014",
19/06/2011 15.00,"0,50989604",,
19/06/2011 16.00,"0,51038767","21,48962021",
19/06/2011 17.00,"0,51373005",,
19/06/2011 18.00,"0,54119842","12,21000957",
19/06/2011 19.00,"0,55030173",,
19/06/2011 20.00,"0,61137103","12,94260979",
19/06/2011 21.00,"0,66333819",,
19/06/2011 22.00,"0,56294315","18,55920982",
19/06/2011 23.00,"0,53665609",,
20/06/2011 0.00,"0,49229871","28,32722092",
20/06/2011 1.00,"0,48309638",,
20/06/2011 2.00,"0,48319074","25,15262032",
20/06/2011 3.00,"0,4922591",,
20/06/2011 4.00,"0,49444115","24,66422081",
20/06/2011 5.00,"0,50244353",,
20/06/2011 6.00,"0,53138679","26,12940979",
20/06/2011 7.00,"0,51117404",,
20/06/2011 8.00,"0,50557039","32,23442078",
20/06/2011 9.00,"0,51109599",,
20/06/2011 10.00,"0,50975857","42,00244141",
20/06/2011 11.00,"0,50877531",,
20/06/2011 12.00,"0,49762742","37,6068306",
20/06/2011 13.00,"0,49404738",,
20/06/2011 14.00,"0,49762742","20,75702095",
20/06/2011 15.00,"0,48516076",,
20/06/2011 16.00,"0,5015791","23,44322014",
20/06/2011 17.00,"0,47873112",,
20/06/2011 18.00,"0,48579102","12,45421028",
20/06/2011 19.00,"0,50199151",,
20/06/2011 20.00,"0,48871983","6,83760691",
20/06/2011 21.00,"0,50673073",,
20/06/2011 22.00,"0,5174266","5,61660624",
20/06/2011 23.00,"0,51274679",,
21/06/2011 0.00,"0,54066718","5,37240601",
21/06/2011 1.00,"0,54286903",,
21/06/2011 2.00,"0,5319658","14,40781021",
21/06/2011 3.00,"0,52983268",,
21/06/2011 4.00,,"21,48962021",
21/06/2011 5.00,"0,56772198",,
21/06/2011 6.00,"0,53004937","15,38461018",
21/06/2011 7.00,"0,533923",,
21/06/2011 8.00,"0,5199628","32,47863007",
21/06/2011 9.00,"0,51915662",,
21/06/2011 10.00,"0,51512572",,
21/06/2011 11.00,"0,50112708",,
21/06/2011 12.00,"0,50936247",,
21/06/2011 13.00,"0,51502786",,
21/06/2011 14.00,"0,49504695",,
21/06/2011 15.00,"0,51958884",,
21/06/2011 16.00,"0,51728796",,
21/06/2011 17.00,"0,51099696",,
21/06/2011 18.00,"0,50907005",,
21/06/2011 19.00,"0,52179069",,
21/06/2011 20.00,"0,62857575",,
21/06/2011 21.00,"0,76699639",,
21/06/2011 22.00,"0,66622855",,
21/06/2011 23.00,"0,63203697",,
22/06/2011 0.00,"0,61644461",,
22/06/2011 1.00,"0,57122164",,
22/06/2011 2.00,"0,53879969",,
22/06/2011 3.00,"0,54971224",,
22/06/2011 4.00,"0,53960587",,
22/06/2011 5.00,"0,56111526",,
22/06/2011 6.00,"0,62719989",,
22/06/2011 7.00,"0,82224768",,
22/06/2011 8.00,"0,66605147",,
22/06/2011 9.00,"0,57212684",,
22/06/2011 10.00,"0,54721448",,
22/06/2011 11.00,"0,54379404",,
22/06/2011 12.00,"0,54092348",,
22/06/2011 13.00,"0,53195648",,
22/06/2011 14.00,"0,55325035",,
22/06/2011 15.00,"0,56406388",,
22/06/2011 16.00,"0,54876393",,
22/06/2011 17.00,"0,56548052",,
22/06/2011 18.00,"0,62550831",,
22/06/2011 19.00,"0,65132471",,
22/06/2011 20.00,"0,72859683",,
22/06/2011 21.00,"0,74428705",,
22/06/2011 22.00,"0,80714579",,
22/06/2011 23.00,"0,64888636",,
23/06/2011 0.00,"0,58433604",,
23/06/2011 1.00,"0,60814748",,
23/06/2011 2.00,"0,59078432","7,08180714",
23/06/2011 3.00,"0,56571585",,
23/06/2011 4.00,,"18,07081032",
23/06/2011 5.00,"0,59717551",,
23/06/2011 6.00,"0,7255888","15,14041042",
23/06/2011 7.00,"0,70118787",,
23/06/2011 8.00,"0,6428505","28,32722092",
23/06/2011 9.00,"0,663005",,
23/06/2011 10.00,"0,58385373","39,80464172",
23/06/2011 11.00,"0,5594831",,
23/06/2011 12.00,"0,62100558","36,14162064",
23/06/2011 13.00,"0,64167152",,
23/06/2011 14.00,"0,61261176","28,81562042",
23/06/2011 15.00,"0,59583925",,
23/06/2011 16.00,"0,61278651","17,82661057",
23/06/2011 17.00,"0,67622658",,
23/06/2011 18.00,"0,77248238","10,50061035",
23/06/2011 19.00,"0,86332092",,
23/06/2011 20.00,"1,0443095","26,12940979",
23/06/2011 21.00,"1,0274601",,
23/06/2011 22.00,"0,69348023","26,12940979",
23/06/2011 23.00,"0,64589814",,
24/06/2011 0.00,"0,65944476","31,25761986",
24/06/2011 1.00,"0,62301171",,
24/06/2011 2.00,"0,62398565","33,45542145",
24/06/2011 3.00,"0,58445371",,
24/06/2011 4.00,"0,55578655","31,01342964",
24/06/2011 5.00,"0,58048222",,
24/06/2011 6.00,"0,67568602","28,57142067",
24/06/2011 7.00,"0,68689332",,
24/06/2011 8.00,"0,61178461","45,90964127",
24/06/2011 9.00,"0,58689205",,
24/06/2011 10.00,"0,56944618","57,14284134",
24/06/2011 11.00,"0,54428451",,
24/06/2011 12.00,"0,54825599","58,36384964",
24/06/2011 13.00,"0,54700245",,
24/06/2011 14.00,"0,54365541","40,53723145",
24/06/2011 15.00,"0,54507088",,
24/06/2011 16.00,"0,59084373","27,10622025",
24/06/2011 17.00,"0,63356079",,
24/06/2011 18.00,"0,64792407","15,62880993",
24/06/2011 19.00,"0,73262773",,
24/06/2011 20.00,"0,88915713","10,98900986",
24/06/2011 21.00,"0,7340234",,
24/06/2011 22.00,"0,5722049","16,11721039",
24/06/2011 23.00,"0,53549575",,
25/06/2011 0.00,"0,51966689","38,0952301",
25/06/2011 1.00,"0,55895302",,
25/06/2011 2.00,"0,51792871","26,61782074",
25/06/2011 3.00,"0,52186991",,
