"NetC","Regione-Provincia Lecce","","","","","","","","",""
"Stat","S. Barbara","","","","","","","","",""
,SO2,NO2,NOX,O3,PM10

,,,,

01/01/2012 1.00,"4,00766546","4,37123352","11,06708429","53,629989","19,2"
01/01/2012 2.00,"4,05101102","4,96695727","11,48600731","49,5377652","19,2"
01/01/2012 3.00,"4,04920482","4,5386578","10,85956919","45,0441474","19,2"
01/01/2012 4.00,"4,17382394","4,55812578","10,3252149","46,2658854","19,2"
01/01/2012 5.00,"4,04920482","5,12789222","10,61314298","40,8600339","19,2"
01/01/2012 6.00,"4,02030779","5,02017014","10,07749427","42,7615482","19,2"
01/01/2012 7.00,"3,99682932","4,51659523","9,36804858","43,5697227","19,2"
01/01/2012 8.00,"4,19369103","4,5412543","9,44197606","41,32764195","19,2"
01/01/2012 9.00,"4,27496459","5,48221259","10,81028357","41,9844558","19,2"
01/01/2012 10.00,"4,32192151","4,26221128","10,15790534","49,1377278","19,2"
01/01/2012 11.00,"4,34540099","4,08180834","10,28111845","54,59898045","19,2"
01/01/2012 12.00,"4,23884278","3,90399999","10,00615946","60,4521708","19,2"
01/01/2012 13.00,"4,58199587","3,84948887","10,04506866","65,88908445","19,2"
01/01/2012 14.00,"4,48266243","3,26544553","9,6637585","69,76102035","19,2"
01/01/2012 15.00,"4,62353523","3,07076569","9,35637582","70,60163355","19,2"
01/01/2012 16.00,"4,40680745","3,32514773","9,25910282","69,7110057","19,2"
01/01/2012 17.00,"4,31650293","3,84559604","9,5275763","65,5674306","19,2"
01/01/2012 18.00,"4,17563013","7,92610422","13,4859421","47,1429672","19,2"
01/01/2012 19.00,"4,64881989","12,52575674","18,46762178","42,44799405","19,2"
01/01/2012 20.00,"4,42667353","16,3687601","23,12244696","36,05018865","19,2"
01/01/2012 21.00,"4,46821289","11,57701851","17,69851595","37,3462404","19,2"
01/01/2012 22.00,"4,63978994","19,21888864","25,8331276","22,45585965","19,2"
01/01/2012 23.00,"4,59825058","17,2500162","25,07440776","8,099301","19,2"
02/01/2012 0.00,"4,54948645","21,00215368","31,01325184","3,44487224","19,2"
02/01/2012 1.00,"4,56574116","28,2481748","41,25285312",,"37,5"
02/01/2012 2.00,"4,43028591",,,"2,41641183","37,5"
02/01/2012 3.00,"4,34901236","12,59714126","16,55199089","3,7030013","37,5"
02/01/2012 4.00,"3,90471963","8,56855343","12,87766034","0,74330309","37,5"
02/01/2012 5.00,"4,3056668","7,61331823","11,83489378",,"37,5"
02/01/2012 6.00,"4,33456384","10,60880083","15,98780749",,"37,5"
02/01/2012 7.00,"4,17021155","13,56016212","22,06541688",,"37,5"
02/01/2012 8.00,"4,29663686","17,44210146","34,88598872",,"37,5"
02/01/2012 9.00,"4,55129264","23,1903612","66,01340608",,"37,5"
02/01/2012 10.00,"4,81136598","28,72189192","62,13804976","3,02051379","37,5"
02/01/2012 11.00,"4,38152178","21,74972656","36,1207392","27,42516525","37,5"
02/01/2012 12.00,"4,36887945","11,83010422","18,50134372","44,70493755","37,5"
02/01/2012 13.00,"4,32553389","9,43033963","15,68691031","58,814196","37,5"
02/01/2012 14.00,"4,39235791","5,00848974","9,74806241","68,0108667","37,5"
02/01/2012 15.00,"4,51697702","5,25897894","9,85700817","71,14219875","37,5"
02/01/2012 16.00,"4,57115973","5,28753084","9,44067782","70,01103375","37,5"
02/01/2012 17.00,"4,31469776","7,12531847","11,18511014","60,849495","37,5"
02/01/2012 18.00,"4,50252851","22,5323464","30,1196404","31,1538402","37,5"
02/01/2012 19.00,"4,43750966","20,17282368","27,06137728","37,7138391","37,5"
02/01/2012 20.00,"4,34901236","20,82563784","27,39339608","33,2742858","37,5"
02/01/2012 21.00,"4,37610422","14,30384408","20,10309304","42,55340985","37,5"
02/01/2012 22.00,"4,49169237","10,47382128","15,87237622","51,35682615","37,5"
02/01/2012 23.00,"4,17743632","11,37324711","16,7244877","40,3248552","37,5"
03/01/2012 0.00,"4,30205543","13,34731637","18,91767216","29,1617928","37,5"
03/01/2012 1.00,"4,17743632","11,83918813","17,50915912","28,43335845","17,9"
03/01/2012 2.00,"4,38513416","7,49001909","13,38218551","36,4529193","17,9"
03/01/2012 3.00,"4,07810186","4,31023498","9,82198798","51,9636453","17,9"
03/01/2012 4.00,"4,24606653","3,62106414","8,8336943","51,6906495","17,9"
03/01/2012 5.00,"4,04920482","4,04676521","9,16831342","42,76559805","17,9"
03/01/2012 6.00,"4,04739965","4,2712971","9,47829068","41,07220215","17,9"
03/01/2012 7.00,"3,84873175","8,42059522","14,05661101","35,2609467","17,9"
03/01/2012 8.00,"3,82886465","7,29793574","12,9801225","50,0851134","17,9"
03/01/2012 9.00,"4,41583739","9,18893434","15,48328422","52,5596316","17,9"
03/01/2012 10.00,"4,26051505","7,34465929","13,56894967","60,5832423","17,9"
03/01/2012 11.00,"4,11241748","7,20059391","13,04886082","59,8291323","17,9"
03/01/2012 12.00,"3,91736196","5,37967968","11,17603005","66,88239495","17,9"
03/01/2012 13.00,"4,05642959","7,5899555","13,265456","61,16572245","17,9"
03/01/2012 14.00,"3,56517893","6,25704103","11,36020154","65,63635785","17,9"
03/01/2012 15.00,"3,83067085","7,48612626","12,74536906","62,49690615","17,9"
03/01/2012 16.00,"3,44959078","7,59904133","12,34330796","60,6913713","17,9"
03/01/2012 17.00,"3,76384683","10,09355316","15,36525838","55,0206237","17,9"
03/01/2012 18.00,"3,71147031","10,4712267","15,56888446","52,977225","17,9"
03/01/2012 19.00,"3,49113014","12,6036325","17,85285642","37,65436815","17,9"
03/01/2012 20.00,"3,31413553","13,02024965","18,5169074","33,25806645","17,9"
03/01/2012 21.00,"3,36831722","9,25642411","13,82574848","53,04615225","17,9"
03/01/2012 22.00,"3,24731049","9,94299846","14,40549747","40,03699665","17,9"
03/01/2012 23.00,"3,40624522","10,80348067","15,53386618","27,34137525","17,9"
04/01/2012 0.00,"3,08837678","10,94235688","15,48068964","25,58178525","17,9"
04/01/2012 1.00,"3,11727382","10,78660536","15,2718763","22,29502275","21,9"
04/01/2012 2.00,"3,09921292",,,"12,27125498","21,9"
04/01/2012 3.00,"3,05767355","8,66848794","11,9166031","16,23643518","21,9"
04/01/2012 4.00,"3,23647436","6,7761911","10,38746962","19,17316097","21,9"
04/01/2012 5.00,"3,19854738","5,44976404","9,35637582",,"21,9"
04/01/2012 6.00,"2,98723715","4,96046794","9,22667722","23,4897285","21,9"
04/01/2012 7.00,"3,06128594","8,90599849","13,44962749","8,07092013","21,9"
04/01/2012 8.00,"3,30329939","8,89561633","13,76090109","12,99563948","21,9"
04/01/2012 9.00,"3,31052315","14,76458828","26,74230272","3,27053318","21,9"
04/01/2012 10.00,"3,25272907","18,29999674","29,67477536","15,16473515","21,9"
04/01/2012 11.00,"3,62116681","18,33244338","30,05218504","17,94468386","21,9"
04/01/2012 12.00,"3,57601506","16,3220423","25,68397248","27,56166315","21,9"
04/01/2012 13.00,"3,12811097","8,38165734","13,72458647","55,0463193","21,9"
04/01/2012 14.00,"3,11546763","4,19082867","8,94134372","65,506623","21,9"
04/01/2012 15.00,"3,22563822","4,56461702","9,40306686","66,386418","21,9"
04/01/2012 16.00,"2,95472773","6,23757305","11,05281886","66,2701893","21,9"
04/01/2012 17.00,"3,15700801","6,22199981","10,7882363","58,61822715","21,9"
04/01/2012 18.00,"2,92763688","8,19216858","12,67144349","36,56509815","21,9"
04/01/2012 19.00,"2,97820721","13,62635938","18,30939039","21,1598079","21,9"
04/01/2012 20.00,"3,20396595","12,16884752","16,92292654","29,48073345","21,9"
04/01/2012 21.00,"3,14797705","11,55365387","16,4456378","28,74014955","21,9"
04/01/2012 22.00,"2,80843635","9,48874358","14,22521882","30,505146","21,9"
04/01/2012 23.00,"2,94931017","7,40565974","12,08002174","29,8875339","21,9"
05/01/2012 0.00,"2,86803662","6,46080861","11,38354706","36,150198","21,9"
05/01/2012 1.00,"3,06309213","7,06301978","11,86342655","23,56811205","7,7"
05/01/2012 2.00,"2,73438756","9,32001914","14,23689158","12,22800737","7,7"
05/01/2012 3.00,"2,90054604","7,29274275","12,33293154","16,23373395","7,7"
05/01/2012 4.00,"2,75064227","5,32776506","10,16439085","26,9575572","7,7"
05/01/2012 5.00,"2,6729811","5,45106229","10,39525146","21,4719855","7,7"
05/01/2012 6.00,"2,56822908","4,30374374","9,22797546","31,9930968","7,7"
05/01/2012 7.00,"2,75606085","4,84236179","9,74676416","27,2765178","7,7"
05/01/2012 8.00,"2,66214497","5,82355239","11,15009186","19,97727165","7,7"
05/01/2012 9.00,"2,9420854","10,894337","20,65690384","8,64529061","7,7"
05/01/2012 10.00,"3,052256","10,59712425","18,61028948","21,02600325","7,7"
05/01/2012 11.00,"2,7434175","6,9384243","12,72591446","40,45594665","7,7"
05/01/2012 12.00,"2,82649725","6,16489219","11,95940322","47,00648925","7,7"
05/01/2012 13.00,"2,65672639","5,45106229","11,14360635","58,0033083","7,7"
05/01/2012 14.00,"2,96014631","5,58993658","11,36409246","64,6660098","7,7"
05/01/2012 15.00,"2,53933205","5,24729662","10,64297401","66,6499575","7,7"
05/01/2012 16.00,"2,84636333","5,4796161","10,47047719","64,27409205","7,7"
05/01/2012 17.00,"2,84816952","6,36735961","11,10988441","58,53172395","7,7"
05/01/2012 18.00,"2,80663016","7,40695607","12,30439876","52,1285121","7,7"
05/01/2012 19.00,"2,67839968","7,6665311","12,78946742","51,01220985","7,7"
05/01/2012 20.00,"2,86623042","7,25899978","12,57027766","46,5672501","7,7"
05/01/2012 21.00,"2,59170856","7,44070096","12,67663074","47,6295078","7,7"
05/01/2012 22.00,"3,01613419","8,73467946","14,17593319","40,3262118","7,7"
05/01/2012 23.00,"2,99265573","4,30114916","9,42900697","59,20475715","7,7"
06/01/2012 0.00,"2,80843635","2,62819122","7,62880543","70,65162825","7,7"
06/01/2012 1.00,"2,65672639","2,23363855","7,26824621","75,20605365","3,2"
06/01/2012 2.00,"2,57364766",,,"73,46537625","3,2"
06/01/2012 3.00,"2,8897099","2,1129359","5,43691731","71,73415515","3,2"
06/01/2012 4.00,"2,7994064","2,11812698","5,71965814","68,8636494","3,2"
06/01/2012 5.00,"2,84094577","2,47634018","6,31626714",,"3,2"
06/01/2012 6.00,"2,93666683","2,43610597","6,68201362","60,36161775","3,2"
06/01/2012 7.00,"2,94569779","2,2349368","6,6521826","60,86028795","3,2"
06/01/2012 8.00,"2,99987948","2,31151049","6,89341964","58,5817386","3,2"
06/01/2012 9.00,"3,1750679","2,92670222","7,82724235","58,7357925","3,2"
06/01/2012 10.00,"2,87887275","2,83844622","8,15018871","61,6968513","3,2"
06/01/2012 11.00,"3,13714092","3,04999946","8,38494025","59,55073005","3,2"
06/01/2012 12.00,"3,14255949","3,17200035","8,84796164","60,71433375","3,2"
06/01/2012 13.00,"12,48427503","4,46987169","10,86346011","51,04193535","3,2"
06/01/2012 14.00,"3,21459971",,,"52,46097885","3,2"
06/01/2012 15.00,"3,2129959","9,32118738","32,88605584","57,19379715","3,2"
06/01/2012 16.00,"2,96014631","4,92023373","12,55471398","58,63175325","3,2"
06/01/2012 17.00,"3,06670451","4,32061714","11,73502619","60,5818857","3,2"
06/01/2012 18.00,"3,33580882","3,92736081","11,00742415","63,32534985","3,2"
06/01/2012 19.00,"3,09379536","4,46597886","11,32129234","62,3036505","3,2"
06/01/2012 20.00,"2,96737006","4,68012668","11,7026025","60,55621005","3,2"
06/01/2012 21.00,"3,16965034","4,2738936","11,70130616","58,7263362","3,2"
06/01/2012 22.00,"3,29246326","4,1544892","11,21883017","56,4531933","3,2"
06/01/2012 23.00,"3,22021965","3,91697865","11,10988441","55,36525995","3,2"
07/01/2012 0.00,"3,26898378","3,57044586","10,77137437","56,7775404","3,2"
07/01/2012 1.00,"3,5344757","3,34461762","10,61184665","57,9222315","9,3"
07/01/2012 2.00,"3,622973","3,15123221","10,06063234","56,4274977","9,3"
07/01/2012 3.00,"3,54531183","3,05389229","10,01005038","54,93414045","9,3"
07/01/2012 4.00,"3,25995384","3,0344243","10,07100877","53,60431335","9,3"
07/01/2012 5.00,"3,70785894","3,13436072","10,28111845","52,55151195","9,3"
07/01/2012 6.00,"3,37554199","3,26285094","10,54051375","52,0325526","9,3"
07/01/2012 7.00,"3,61394306","3,43416997","10,32651315","51,4784613","9,3"
07/01/2012 8.00,"3,79996762","3,93644663","11,88288115","50,4797244","9,3"
07/01/2012 9.00,"3,85776271","4,0805101","11,67795873","50,5432452","9,3"
07/01/2012 10.00,"3,83247704","4,36344594","12,39778084","51,99742065","9,3"
07/01/2012 11.00,"3,90833202","4,04157413","11,98923424","53,20698915","9,3"
07/01/2012 12.00,"3,74759212","4,07531902","12,1695129","55,7369085","9,3"
07/01/2012 13.00,"4,41222501","3,82353156","13,93858707","59,85345135","9,3"
07/01/2012 14.00,"3,86859884","3,85987103","14,56502519","62,17391565","9,3"
07/01/2012 15.00,"4,00405409","3,71450932","13,74403916","63,7010682","9,3"
07/01/2012 16.00,"3,84511937","3,54448854","12,37702799","64,30517415","9,3"
07/01/2012 17.00,"3,70785894","3,97408435","11,87380298","61,6549563","9,3"
07/01/2012 18.00,"3,88485356","5,62497781","14,43662483","57,91275525","9,3"
07/01/2012 19.00,"3,81802852","5,37838143","13,46259658","57,6329964","9,3"
07/01/2012 20.00,"3,93361667","6,91376523","16,04616938","54,6922467","9,3"
07/01/2012 21.00,"3,72953121","5,71453015","15,41973126","56,89646235","9,3"
07/01/2012 22.00,"3,87943498","6,17008518","14,88797155","53,70972915","9,3"
07/01/2012 23.00,"4,0546234","5,60161699","14,64154534","51,7514571","9,3"
08/01/2012 0.00,"3,86859884","5,1668301","14,0890347","50,229711","9,3"
08/01/2012 1.00,"3,76745921","4,77357377","13,2524869","52,8245277","9,7"
08/01/2012 2.00,"3,88304736",,,"44,98064655","9,7"
08/01/2012 3.00,"4,17924251","5,33814722","11,10988441","41,8898529","9,7"
08/01/2012 4.00,"3,98057461","5,34334021","11,78171723","39,53561325","9,7"
08/01/2012 5.00,"3,79635625","5,37319035","12,05148896",,"9,7"
08/01/2012 6.00,"3,98960456","5,30829707","11,8841794","38,939607","9,7"
08/01/2012 7.00,"3,94626002","5,13308522","11,36409246","39,1950468","9,7"
08/01/2012 8.00,"3,8938835","4,90855332","10,67150678","41,30601615","9,7"
08/01/2012 9.00,"3,89027111","5,18499793","11,42764351","44,7306132","9,7"
08/01/2012 10.00,"4,08171425","5,61848848","13,18504493","43,4521374","9,7"
08/01/2012 11.00,"4,31108537","5,01497715","13,43536014","49,60533585","9,7"
08/01/2012 12.00,"4,19549722","5,17591402","13,18893585","57,5640891","9,7"
08/01/2012 13.00,"4,19549722","4,78655242","12,10336726","58,8533778","9,7"
08/01/2012 14.00,"4,04198107","4,02729722","11,74280803","61,9603908","9,7"
08/01/2012 15.00,"4,15937542","6,54387162","14,30303722","57,41001525","9,7"
08/01/2012 16.00,"3,94987138","4,36604244","11,60792408","62,1144447","9,7"
08/01/2012 17.00,"4,06907192","4,78265768","12,01776702","62,01579195","9,7"
08/01/2012 18.00,"4,12506082","4,65936045","12,39259358","63,4686108","9,7"
08/01/2012 19.00,"4,05281721","6,40499924","14,32378815","48,7376904","9,7"
08/01/2012 20.00,"4,03836869","8,7839995","17,60124295","33,85002285","9,7"
08/01/2012 21.00,"4,0022479","7,41085082","21,13029592","33,77297595","9,7"
08/01/2012 22.00,"4,24245415","7,05133937","24,381824","41,4884589","9,7"
08/01/2012 23.00,"4,23703659","7,61461648","29,54118392","50,51756955","9,7"
09/01/2012 0.00,"4,37068564","7,65874353","22,88120992","43,6926945","9,7"
09/01/2012 1.00,"4,07449049","5,94684962","22,57771816","44,291394","17,9"
09/01/2012 2.00,"3,88304736","5,9260853","29,79408416","44,6981745","17,9"
09/01/2012 3.00,"3,95167757","6,38423301","24,72940648","39,1936902","17,9"
09/01/2012 4.00,"4,09074521","5,27714677","14,73622567","41,07762855","17,9"
09/01/2012 5.00,"3,84150698","4,38940326","12,01647068","44,2697682","17,9"
09/01/2012 6.00,"4,0022479","4,09089417","11,79598458","45,6644727","17,9"
09/01/2012 7.00,"3,8740164","4,02340248","11,79468824","44,4373482","17,9"
09/01/2012 8.00,"3,62658539","6,56333961","14,1824187","44,65358625","17,9"
09/01/2012 9.00,"3,83608942","8,22202064","16,50789443","42,3898797","17,9"
09/01/2012 10.00,"4,03475732","6,12855272","16,19013533","51,3500631","17,9"
09/01/2012 11.00,"3,96070752","6,20382816","16,64148205","51,3825018","17,9"
09/01/2012 12.00,"4,0546234","5,63146714","17,10839436","56,3707599","17,9"
09/01/2012 13.00,"3,66451237","5,60161699","15,29003456","58,1330631","17,9"
09/01/2012 14.00,"3,89027111","5,85599903","14,40031022","55,52338365","17,9"
09/01/2012 15.00,"3,97154467","4,01431857","11,29275765","60,05618325","17,9"
09/01/2012 16.00,"3,96973848","5,44068013","14,09422387","55,3828359","17,9"
09/01/2012 17.00,"4,0546234","5,25118946","13,27972334","58,4141586","17,9"
09/01/2012 18.00,"4,11602986","7,77684968","19,02143066","51,10952595","17,9"
09/01/2012 19.00,"4,07449049","13,54848362","22,17956328","36,32318445","17,9"
09/01/2012 20.00,"4,10158134","15,77822361","24,67623376","32,43097935","17,9"
09/01/2012 21.00,"4,19910961","11,89110466","21,82808032","38,53687635","17,9"
09/01/2012 22.00,"4,07629669","12,6036325","25,34935336","38,12873925","17,9"
09/01/2012 23.00,"3,97515705","10,61269749","26,91740368","41,5222542","17,9"
10/01/2012 0.00,"4,23703659","11,0617651","29,59825712","39,1923336","17,9"
10/01/2012 1.00,"4,4519592","6,04029671","21,76192512","44,94278145","18,6"
10/01/2012 2.00,"4,15395684",,,"48,45118845","18,6"
10/01/2012 3.00,"3,99863552","3,24338296","11,59754766","49,5336954","18,6"
10/01/2012 4.00,"4,17021155","3,25246687","11,98923424","41,36143725","18,6"
10/01/2012 5.00,"4,04017488","3,68076634","17,66998318",,"18,6"
10/01/2012 6.00,"4,19369103","3,89231958","16,14214604","44,5833024","18,6"
10/01/2012 7.00,"4,09074521","3,91178566","12,05537988","40,81680225","18,6"
10/01/2012 8.00,"4,1828549","6,09610608","13,64546982","36,02991945","18,6"
10/01/2012 9.00,"4,33275866","11,35897403","20,53499472","28,2468459","18,6"
10/01/2012 10.00,"4,30927918","18,02484655","36,17907432","20,80842855","18,6"
10/01/2012 11.00,"4,23703659","9,97933793","22,93180144","37,9733088","18,6"
10/01/2012 12.00,"4,33275866","7,42642406","15,8684853","43,0534566","18,6"
10/01/2012 13.00,"4,08713282","5,7301053","13,37310542","51,4595487","18,6"
10/01/2012 14.00,"4,35804332","4,3764246","11,51583834","58,65876555","18,6"
10/01/2012 15.00,"4,35081855","4,37123352","11,69741524","58,8020265","18,6"
10/01/2012 16.00,"4,31289157","4,67623194","11,50546191","57,40191555","18,6"
10/01/2012 17.00,,"4,79563825","11,2356921","56,8424178","18,6"
10/01/2012 18.00,"0,59786582","5,64314754","12,48208283","51,6460413","18,6"
10/01/2012 19.00,"0,71869356","12,56599669","19,76977408","38,0503557","18,6"
10/01/2012 20.00,"0,62106054","11,78726968","19,51945504","35,18930625","18,6"
10/01/2012 21.00,"0,61620945","10,22463223","17,65701217","25,46284335","18,6"
10/01/2012 22.00,"0,716327","12,12082573","19,71141984","19,85429786","18,6"
10/01/2012 23.00,"0,69088268","19,62251184","27,60350576","18,65960607","18,6"
11/01/2012 0.00,"0,75490588","16,01183942","24,23266888","19,65428315","18,6"
11/01/2012 1.00,"0,62697847","13,59391083","22,02780784","21,11789295","14,4"
11/01/2012 2.00,"0,67159324","10,75156414","18,87876296","25,62096705","14,4"
11/01/2012 3.00,"0,73277596","6,91246698","14,72325658","28,31577315","14,4"
11/01/2012 4.00,"0,69514289","5,79629683","13,5961842","30,4713507","14,4"
11/01/2012 5.00,"0,85810087","5,16812644","12,91008594","35,39203815","14,4"
11/01/2012 6.00,"0,63644572","4,39199975","12,24603496","44,14138995","14,4"
11/01/2012 7.00,"0,63277638","5,53282897","13,89708329","38,76662055","14,4"
11/01/2012 8.00,"0,69727351","6,80474299","15,7258176","29,92130925","14,4"
11/01/2012 9.00,"0,66259889","11,2785056","23,49987576","27,5562567","14,4"
11/01/2012 10.00,"0,69822033","7,4445957","18,78148996","40,26809745","14,4"
11/01/2012 11.00,"0,77218471","5,91570123","14,50925598","43,51970805","14,4"
11/01/2012 12.00,"0,84295265","5,47442502","12,94769881","47,98898685","14,4"
11/01/2012 13.00,"0,73029143","5,91180649","13,4081237","48,1200783","14,4"
11/01/2012 14.00,"0,68236225","4,78136134","12,7531509","50,5932399","14,4"
11/01/2012 15.00,"0,75277628","4,3907015","12,41464086","54,51383385","14,4"
11/01/2012 16.00,"0,89774556","4,81121149","12,51191577","56,1599283","14,4"
11/01/2012 17.00,"0,93739026","5,75087154","13,4016382","54,01919355","14,4"
11/01/2012 18.00,"0,69443303","7,08248967","15,03712285","51,050055","14,4"
11/01/2012 19.00,"1,08484509","10,49328926","18,14208274","47,03757135","14,4"
11/01/2012 20.00,"0,66177105","10,29081994","18,34441058","47,26460235","14,4"
11/01/2012 21.00,"0,79928471","11,06824296","18,74647168","44,2994937","14,4"
11/01/2012 22.00,"0,72035025","9,73404171","17,60253929","43,00479855","14,4"
11/01/2012 23.00,"0,58851654","10,22722682","18,09798438","39,2869365","14,4"
12/01/2012 0.00,"0,58709681","8,81255331","16,36133581","35,28662235","14,4"
12/01/2012 1.00,,"8,87744468","17,34574048","27,00757185","23,4"
12/01/2012 2.00,"0,5025414",,,"22,7748003","23,4"
12/01/2012 3.00,"0,57619966","5,91180649","12,5002411","26,93188155","23,4"
12/01/2012 4.00,"0,52036229","4,60744582","11,07875705","28,7347431","23,4"
12/01/2012 5.00,"0,53699431","5,14606387","11,70778975",,"23,4"
12/01/2012 6.00,"0,59105091","5,6587227","12,56898132","24,7857603","23,4"
12/01/2012 7.00,"0,51085741","7,99748874","15,2264835","21,1570947","23,4"
12/01/2012 8.00,"0,52511473","10,89823174","18,24195033","18,21903027","23,4"
12/01/2012 9.00,"0,53343074","23,56155688","41,79368144","6,68972777","23,4"
12/01/2012 10.00,"0,51204628","16,24935188","28,08467968","26,73321945","23,4"
12/01/2012 11.00,"0,67183732","7,98580642","15,98780558","50,271606","23,4"
12/01/2012 12.00,"0,85182598","5,77682885","13,60396795","59,61289425","23,4"
12/01/2012 13.00,"1,02943791","5,70284974","14,02418731","59,87507715","23,4"
12/01/2012 14.00,"0,99023256","5,1525532","12,33941704","66,7553733","23,4"
12/01/2012 15.00,"1,0413185","4,12463714","10,15401442","68,79065235","23,4"
12/01/2012 16.00,"1,02825005","4,1687661","9,94131016","68,8717491","23,4"
12/01/2012 17.00,"0,79301795","7,73142438","14,33156999","59,43450135","23,4"
12/01/2012 18.00,"0,52155014","9,20321124","15,55591537","41,6465826","23,4"
12/01/2012 19.00,"0,607089","11,43295505","18,67124786","25,7953101","23,4"
12/01/2012 20.00,"0,75500046","13,78469402","21,40916112","18,74610329","23,4"
12/01/2012 21.00,"0,60946471","11,40699582","19,31194568","15,64990917","23,4"
12/01/2012 22.00,"0,64273078","24,65177928","39,60308392","5,02608131","23,4"
12/01/2012 23.00,"0,72411112","32,58696168","55,3833744",,"23,4"
13/01/2012 0.00,"0,81499634","30,73490288","50,94774472",,"23,4"
13/01/2012 1.00,"0,65639316","29,57848704","49,8284408",,"37,7"
13/01/2012 2.00,"0,67302518","28,2546756","50,94384424",,"37,7"
13/01/2012 3.00,"0,63025626","19,54205488","27,22479592",,"37,7"
13/01/2012 4.00,"0,50551205","16,90348341","23,30014824",,"37,7"
13/01/2012 5.00,"0,38254964","11,32912006","16,76728974","7,2181494","37,7"
13/01/2012 6.00,"0,44313944","9,07861576","13,99565262","7,24653027","37,7"
13/01/2012 7.00,"0,33621613","15,16953076","20,51553056","4,49225322","37,7"
13/01/2012 8.00,"0,4704642","20,56736488","32,0741824",,"37,7"
13/01/2012 9.00,"0,59223876","29,08788696","49,1644032","5,46125066","37,7"
13/01/2012 10.00,"0,77222641","31,6252448","52,50023136","12,79156494","37,7"
13/01/2012 11.00,"0,68847035","15,44467903","25,512772","41,9087655","37,7"
13/01/2012 12.00,"0,5809521","9,37972326","17,08115792","60,11563425","37,7"
13/01/2012 13.00,"0,54174675","3,92087148","10,77137437","73,6491756","37,7"
13/01/2012 14.00,"6,21405103","4,65676586","11,69741524","74,4870756","37,7"
13/01/2012 15.00,"0,6854997","3,17719143","9,17220434","80,82543","37,7"
13/01/2012 16.00,"0,56550794","3,10580691","8,58337908","80,48486355","37,7"
13/01/2012 17.00,"0,6754019","3,84689238","9,25650824","73,68702075","37,7"
13/01/2012 18.00,"0,59045698","11,02931655","17,33536214","49,0120428","37,7"
13/01/2012 19.00,"0,65223464","20,55178208","27,22997744","32,3647653","37,7"
13/01/2012 20.00,"0,47165206","24,6816256","32,01840936","18,71096535","37,7"
13/01/2012 21.00,"0,61956352","24,52977456","33,44896776","13,10645774","37,7"
13/01/2012 22.00,"0,51917443","21,8224208","29,08723688","9,25750224","37,7"
13/01/2012 23.00,"0,58273388","30,21575664","39,5058396",,"37,7"
14/01/2012 0.00,"0,60293048","25,65762512","33,00798408","14,40386409","37,7"
14/01/2012 1.00,,"11,65747738","19,12778184","40,9127418","15,3"
14/01/2012 2.00,"1,00777784",,,"32,77559565","15,3"
14/01/2012 3.00,"1,08538918","6,37514718","12,57027766","22,09500405","15,3"
14/01/2012 4.00,"1,11844982","6,23108372","12,42112636","38,1868536","15,3"
14/01/2012 5.00,"0,98421294","6,62434006","12,56768498",,"15,3"
14/01/2012 6.00,"1,03228043","10,35442453","16,72189503","39,2774802","15,3"
14/01/2012 7.00,"0,79956235","8,15453086","15,02934292","41,58982485","15,3"
14/01/2012 8.00,"1,039314","7,55621062","14,69472189","53,0110203","15,3"
14/01/2012 9.00,"0,94634494","5,11361532","12,57287224","57,2262159","15,3"
14/01/2012 10.00,"0,99359171","5,6418493","12,80373477","55,23550515","15,3"
14/01/2012 11.00,"1,22701253","5,36540469","12,11504002","56,41399155","15,3"
14/01/2012 12.00,"0,92418655","5,44716946","12,2992115","57,39110265","15,3"
14/01/2012 13.00,"1,24119867","4,71387157","11,88677207","62,04958725","15,3"
14/01/2012 14.00,"1,10860221","3,97797718","10,80768898","63,1145382","15,3"
14/01/2012 15.00,"1,45855699","5,1071279","11,29535223","63,3145569","15,3"
14/01/2012 16.00,"1,70569511","5,76255386","11,90493034","64,63087785","15,3"
14/01/2012 17.00,"1,41728917","6,75672311","13,58840236","61,4252121","15,3"
14/01/2012 18.00,"1,34460214","7,09416817","14,36529002","56,50588125","15,3"
14/01/2012 19.00,"1,16006953","12,0286788","19,25877296","42,9493974","15,3"
14/01/2012 20.00,"1,4536337","10,0948495","17,83858907","40,2329655","15,3"
14/01/2012 21.00,"1,1578423","9,35116754","17,63885582","42,44125095","15,3"
14/01/2012 22.00,"1,27285279","6,75801945","15,21480883","47,4389454","15,3"
14/01/2012 23.00,"1,27121135","6,64250979","15,1421796","46,1901951","15,3"
15/01/2012 0.00,"1,25726015","7,13050955","15,706363","44,80089705","15,3"
15/01/2012 1.00,"1,30931326","6,96827635","15,08251755","46,0442409","12,7"
15/01/2012 2.00,"1,16370428","7,45367962","15,09808123","42,14662935","12,7"
15/01/2012 3.00,"1,09969227","8,14544504","15,30170732","37,00567395","12,7"
15/01/2012 4.00,"1,21904027","7,35244686","13,93599249","36,2677833","12,7"
15/01/2012 5.00,"1,24330793","5,77293602","11,56771663","40,0424031","12,7"
15/01/2012 6.00,"1,15362175","5,07987234","10,18254911","42,9047892","12,7"
15/01/2012 7.00,"1,19441972","4,46208411","9,32135754","33,24186705","12,7"
15/01/2012 8.00,"1,15596593","4,75410578","9,59501828","27,3359688","12,7"
