,Provincia di TARANTO,,,
,GROTTAGLIE,,,
Parm,SO2,NO2,CO,O3
,,,
,,,,
,,,
,,,,
,,,
01/01/2005 1.00,,,,
01/01/2005 2.00,,,,
01/01/2005 3.00,,,,
01/01/2005 4.00,,,,
01/01/2005 5.00,,,,
01/01/2005 6.00,,,,
01/01/2005 7.00,,,,
01/01/2005 8.00,,,,
01/01/2005 9.00,,,,
01/01/2005 10.00,,,,
01/01/2005 11.00,,,,
01/01/2005 12.00,,,,
01/01/2005 13.00,,,,
01/01/2005 14.00,,,,
01/01/2005 15.00,,,,
01/01/2005 16.00,,,,
01/01/2005 17.00,,,,
01/01/2005 18.00,,,,
01/01/2005 19.00,,,,
01/01/2005 20.00,,,,
01/01/2005 21.00,,,,
01/01/2005 22.00,,,,
01/01/2005 23.00,,,,
02/01/2005 0.00,,,,
02/01/2005 1.00,,,,
02/01/2005 2.00,,,,
02/01/2005 3.00,,,,
02/01/2005 4.00,,,,
02/01/2005 5.00,,,,
02/01/2005 6.00,,,,
02/01/2005 7.00,,,,
02/01/2005 8.00,,,,
02/01/2005 9.00,,,,
02/01/2005 10.00,,,,
02/01/2005 11.00,,,,
02/01/2005 12.00,,,,
02/01/2005 13.00,,,,
02/01/2005 14.00,,,,
02/01/2005 15.00,,,,
02/01/2005 16.00,,,,
02/01/2005 17.00,,,,
02/01/2005 18.00,,,,
02/01/2005 19.00,,,,
02/01/2005 20.00,,,,
02/01/2005 21.00,,,,
02/01/2005 22.00,,,,
02/01/2005 23.00,,,,
03/01/2005 0.00,,,,
03/01/2005 1.00,,,,
03/01/2005 2.00,,,,
03/01/2005 3.00,,,,
03/01/2005 4.00,,,,
03/01/2005 5.00,,,,
03/01/2005 6.00,,,,
03/01/2005 7.00,,,,
03/01/2005 8.00,,,,
03/01/2005 9.00,,,,
03/01/2005 10.00,,,,
03/01/2005 11.00,,,,
03/01/2005 12.00,,,,
03/01/2005 13.00,,,,
03/01/2005 14.00,,,,
03/01/2005 15.00,,,,
03/01/2005 16.00,,,,
03/01/2005 17.00,,,,
03/01/2005 18.00,,,,
03/01/2005 19.00,,,,
03/01/2005 20.00,,,,
03/01/2005 21.00,,,,
03/01/2005 22.00,,,,
03/01/2005 23.00,,,,
04/01/2005 0.00,,,,
04/01/2005 1.00,,,,
04/01/2005 2.00,,,,
04/01/2005 3.00,,,,
04/01/2005 4.00,,,,
04/01/2005 5.00,,,,
04/01/2005 6.00,,,,
04/01/2005 7.00,,,,
04/01/2005 8.00,,,,
04/01/2005 9.00,,"27,034628",0,"47,292331"
04/01/2005 10.00,,"15,538116",0,"51,956503"
04/01/2005 11.00,,"10,240205",0,"47,744103"
04/01/2005 12.00,,"11,530289",0,"49,964756"
04/01/2005 13.00,,"11,353777",0,"51,943535"
04/01/2005 14.00,,"8,1117",0,"55,342955"
04/01/2005 15.00,,"7,566594",0,"57,213168"
04/01/2005 16.00,,"8,407616",0,"57,869224"
04/01/2005 17.00,,"12,21816",0,"52,875681"
04/01/2005 18.00,,"22,105339",0,"40,906317"
04/01/2005 19.00,,"29,640798","0,031801","22,387789"
04/01/2005 20.00,,"54,474275","0,128805","6,564507"
04/01/2005 21.00,,"46,443053","0,054335","11,003223"
04/01/2005 22.00,,"39,922539","0,002128","15,858455"
04/01/2005 23.00,,"36,864735","0,006155","15,04312"
05/01/2005 0.00,,"26,128761","0,000092","23,949336"
05/01/2005 1.00,,"16,324632",0,"32,441395"
05/01/2005 2.00,,"14,749017",0,"35,097458"
05/01/2005 3.00,,"12,031273",0,"39,197762"
05/01/2005 4.00,,"7,153872",0,"46,524039"
05/01/2005 5.00,,"6,977362",0,"44,92285"
05/01/2005 6.00,,"9,129234",0,"39,223736"
05/01/2005 7.00,,"11,439444",0,"41,547033"
05/01/2005 8.00,,"20,088446","0,010923","34,080346"
05/01/2005 9.00,,"32,911429","0,12113","29,773539"
05/01/2005 10.00,,"54,476875","0,227411","7,79165"
05/01/2005 11.00,,"68,966319","0,207798","9,011004"
05/01/2005 12.00,,"26,933426","0,004976","43,59542"
05/01/2005 13.00,,"11,924844",0,"59,616725"
05/01/2005 14.00,,"12,750288",0,"62,262156"
05/01/2005 15.00,,"11,055273",0,"65,754803"
05/01/2005 16.00,,"11,447226",0,"63,326467"
05/01/2005 17.00,,"25,578448","0,061746","47,154139"
05/01/2005 18.00,,"69,80993","0,687232","20,277339"
05/01/2005 19.00,,"72,743128","0,787836","11,542218"
05/01/2005 20.00,,"91,96462","1,677864","1,655463"
05/01/2005 21.00,,"40,989378","0,276273","22,072041"
05/01/2005 22.00,,"70,448479","0,731142","9,631184"
05/01/2005 23.00,,"79,035214","0,982453","9,817615"
06/01/2005 0.00,,"58,435385","0,683104","6,535243"
06/01/2005 1.00,,"24,579085","0,042221","24,304506"
06/01/2005 2.00,,,"0,012604","23,944608"
06/01/2005 3.00,,"72,340786",,"32,125167"
06/01/2005 4.00,,"41,370955","0,320623",
06/01/2005 5.00,,"24,272782","0,20884","45,611946"
06/01/2005 6.00,,"19,115052","0,21745","47,226118"
06/01/2005 7.00,,"17,721146","0,245295","47,151784"
06/01/2005 8.00,,"20,895731","0,226302","45,433773"
06/01/2005 9.00,,"23,421387","0,319415","42,618426"
06/01/2005 10.00,,"33,36568","0,49872","38,207781"
06/01/2005 11.00,,"19,927514","0,408423","55,594286"
06/01/2005 12.00,,"18,427182","0,348065","52,363583"
06/01/2005 13.00,,"11,114974","0,265012","63,610834"
06/01/2005 14.00,,"10,255779","0,26807","63,20493"
06/01/2005 15.00,,"22,289636","0,361665","50,255029"
06/01/2005 16.00,,"17,233143","0,405446","56,529982"
06/01/2005 17.00,,"21,033299","0,471437","52,290448"
06/01/2005 18.00,,"20,833419","0,447374","47,144702"
06/01/2005 19.00,,"14,107864","0,400698","60,67158"
06/01/2005 20.00,,"15,011184","0,38428","56,721123"
06/01/2005 21.00,,"16,848971","0,40448","50,483932"
06/01/2005 22.00,,"14,813911","0,384521","47,608399"
06/01/2005 23.00,,"17,261692","0,380819","46,415489"
07/01/2005 0.00,,"13,150034","0,269439","55,270977"
07/01/2005 1.00,,"15,16953","0,252457","49,463293"
07/01/2005 2.00,,"13,936548","0,205298","47,116373"
07/01/2005 3.00,,"11,478373","0,231453","48,177157"
07/01/2005 4.00,,"7,80021","0,23419","48,105174"
07/01/2005 5.00,,"5,728807","0,273061","50,472144"
07/01/2005 6.00,,"6,600977","0,304446","49,283941"
07/01/2005 7.00,,"10,110424","0,33704","46,347061"
07/01/2005 8.00,,"8,501064","0,365047","49,643821"
07/01/2005 9.00,,"17,959949","0,4213","44,970053"
07/01/2005 10.00,,"5,920892","0,28658","54,360059"
07/01/2005 11.00,,"4,79434","0,285373","57,37953"
07/01/2005 12.00,,"5,103233","0,2968","59,168328"
07/01/2005 13.00,,"5,52634","0,316759","61,359496"
07/01/2005 14.00,,"4,983829","0,271289","61,925879"
07/01/2005 15.00,,"5,116212","0,213828","62,533555"
07/01/2005 16.00,,"6,38034","0,175039","61,469222"
07/01/2005 17.00,,"9,443316","0,219382","58,109923"
07/01/2005 18.00,,"10,292121","0,302193","55,899901"
07/01/2005 19.00,,"9,869019","0,322071","56,348275"
07/01/2005 20.00,,"9,396594","0,309999","55,829098"
07/01/2005 21.00,,"10,286935","0,312253","54,651508"
07/01/2005 22.00,,"12,469953","0,276843","51,78306"
07/01/2005 23.00,,"12,301222","0,272416","49,187183"
08/01/2005 0.00,,"14,676338","0,314827","41,812527"
08/01/2005 1.00,,"20,246798","0,397157","37,14229"
08/01/2005 2.00,,,"0,328027","45,44676"
08/01/2005 3.00,,"66,959807",,"48,080399"
08/01/2005 4.00,,"32,688201","0,188689",
08/01/2005 5.00,,"24,088503","0,218212","45,476942"
08/01/2005 6.00,,"20,150758","0,235781","46,632547"
08/01/2005 7.00,,"35,115217","0,36454","31,565867"
08/01/2005 8.00,,"29,669344","0,326595","35,590481"
08/01/2005 9.00,,"48,5404","0,687124","32,195589"
08/01/2005 10.00,,"16,882711","0,233533","65,425626"
08/01/2005 11.00,,"14,756796","0,179223","68,164185"
08/01/2005 12.00,,"13,998841","0,222543","74,326916"
08/01/2005 13.00,,"12,745101","0,220939","81,095414"
08/01/2005 14.00,,"12,270076","0,215483","84,389138"
08/01/2005 15.00,,"14,689316","0,227678","81,878211"
08/01/2005 16.00,,"28,52461","0,296991","64,741321"
08/01/2005 17.00,,"29,620015","0,34978","61,413004"
08/01/2005 18.00,,"35,553907","0,520418","50,818258"
08/01/2005 19.00,,"24,95288","0,377697","52,343952"
08/01/2005 20.00,,"70,422535","1,065624","3,314928"
08/01/2005 21.00,,"48,509256","0,896029","31,691013"
08/01/2005 22.00,,"29,422753","0,401284","37,86973"
08/01/2005 23.00,,"48,761046","0,636101","11,824223"
09/01/2005 0.00,,"64,301764","0,991174","3,898805"
09/01/2005 1.00,,"65,16614","1,482471","2,928221"
09/01/2005 2.00,,"51,909671","0,817489","7,935094"
09/01/2005 3.00,,"57,866907","1,150582","1,444717"
09/01/2005 4.00,,"56,41069","0,902688","1,547539"
09/01/2005 5.00,,"55,676101","1,008664",0
09/01/2005 6.00,,"58,666409","0,888568","1,388402"
09/01/2005 7.00,,"47,356738","0,639792","12,781981"
09/01/2005 8.00,,"63,974699","1,256317","1,363373"
09/01/2005 9.00,,"53,249082","1,158925","10,209979"
09/01/2005 10.00,,"44,016016","0,904614","19,975297"
09/01/2005 11.00,,"18,611486","0,408503","62,612516"
09/01/2005 12.00,,"12,802207","0,360931","76,205432"
09/01/2005 13.00,,"14,855443","0,336141","82,183104"
09/01/2005 14.00,,"14,7594","0,301965","81,490823"
09/01/2005 15.00,,"17,103357","0,370717","84,213378"
09/01/2005 16.00,,"13,536806","0,333734","87,566995"
09/01/2005 17.00,,"14,954081","0,310148","76,785894"
09/01/2005 18.00,,"22,043047","0,374489","62,424808"
