Stat,Cisternino,,,,,,  ,
Parm,SO2,NO2,NOX,O3,PM10,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
01/01/2014 1.00,,,,,,,,
01/01/2014 2.00,,,,,,,,
01/01/2014 3.00,,,,,,,,
01/01/2014 4.00,,,,,,,,
01/01/2014 5.00,,,,,,,,
01/01/2014 6.00,,,,,,,,
01/01/2014 7.00,,,,,,,,
01/01/2014 8.00,,,,,,,,
01/01/2014 9.00,,,,,,,,
01/01/2014 10.00,,,,,,,,
01/01/2014 11.00,,,,,,,, 
01/01/2014 12.00,,,,,,,,
01/01/2014 13.00,,,,,,,,
01/01/2014 14.00,,,,,,,,
01/01/2014 15.00,,,,,,,,
01/01/2014 16.00,,,,,,,,
01/01/2014 17.00,,,,,,,,
01/01/2014 18.00,,,,,,,,
01/01/2014 19.00,,,,,,,,
01/01/2014 20.00,,,,,,,,
01/01/2014 21.00,,,,,,,,
01/01/2014 22.00,,,,,,,,
01/01/2014 23.00,,,,,,,,
02/01/2014 0.00,,,,,,,,
02/01/2014 1.00,,,,,,,,
02/01/2014 2.00,,,,,,,,
02/01/2014 3.00,,,,,,,,
02/01/2014 4.00,,,,,,,,
02/01/2014 5.00,,,,,,,,
02/01/2014 6.00,,,,,,,,
02/01/2014 7.00,,,,,,,,
02/01/2014 8.00,,,,,,,,
02/01/2014 9.00,,,,,,,,
02/01/2014 10.00,,,,,,,,
02/01/2014 11.00,,,,,,,,
02/01/2014 12.00,,,,,,,,
02/01/2014 13.00,,,,,,,,
02/01/2014 14.00,,,,,,,,
02/01/2014 15.00,,,,,,,,
02/01/2014 16.00,,,,,,,,
02/01/2014 17.00,,,,,,,,
02/01/2014 18.00,,,,,,,,
02/01/2014 19.00,,,,,,,,
02/01/2014 20.00,,,,,,,,
02/01/2014 21.00,,,,,,,,
02/01/2014 22.00,,,,,,,,
02/01/2014 23.00,,,,,,,,
03/01/2014 0.00,,,,,,,,
03/01/2014 1.00,,,,,,,,
03/01/2014 2.00,,,,,,,,
03/01/2014 3.00,,,,,,,,
03/01/2014 4.00,,,,,,,,
03/01/2014 5.00,,,,,,,,
03/01/2014 6.00,,,,,,,,
03/01/2014 7.00,,,,,,,,
03/01/2014 8.00,,,,,,,,
03/01/2014 9.00,,,,,,,,
03/01/2014 10.00,,,,,,,,
03/01/2014 11.00,,,,,,,,
03/01/2014 12.00,,,,,,,,
03/01/2014 13.00,,,,,,,,
03/01/2014 14.00,,,,,,,,
03/01/2014 15.00,,,,,,,,
03/01/2014 16.00,,,,,,,,
03/01/2014 17.00,,,,,,,,
03/01/2014 18.00,,,,,,,,
03/01/2014 19.00,,,,,,,,
03/01/2014 20.00,,,,,,,,
03/01/2014 21.00,,,,,,,,
03/01/2014 22.00,,,,,,,,
03/01/2014 23.00,,,,,,,,
04/01/2014 0.00,,,,,,,,
04/01/2014 1.00,,,,,,,,
04/01/2014 2.00,,,,,,,,
04/01/2014 3.00,,,,,,,,
04/01/2014 4.00,,,,,,,,
04/01/2014 5.00,,,,,,,,
04/01/2014 6.00,,,,,,,,
04/01/2014 7.00,,,,,,,,
04/01/2014 8.00,,,,,,,,
04/01/2014 9.00,,,,,,,,
04/01/2014 10.00,,,,,,,,
04/01/2014 11.00,,,,,,,,
04/01/2014 12.00,,,,,,,,
04/01/2014 13.00,,,,,,,,
04/01/2014 14.00,,,,,,,,
04/01/2014 15.00,,,,,,,,
04/01/2014 16.00,,,,,,,,
04/01/2014 17.00,,,,,,,,
04/01/2014 18.00,,,,,,,,
04/01/2014 19.00,,,,,,,,
04/01/2014 20.00,,,,,,,,
04/01/2014 21.00,,,,,,,,
04/01/2014 22.00,,,,,,,,
04/01/2014 23.00,,,,,,,,
05/01/2014 0.00,,,,,,,,
05/01/2014 1.00,,,,,,,,
05/01/2014 2.00,,,,,,,,
05/01/2014 3.00,,,,,,,,
05/01/2014 4.00,,,,,,,,
05/01/2014 5.00,,,,,,,,
05/01/2014 6.00,,,,,,,,
05/01/2014 7.00,,,,,,,,
05/01/2014 8.00,,,,,,,,
