"NetC","Comune Lecce","","","","","",""
"Stat","Piazza_Libertini","","","","","",""
,NO2,NOX,CO,O3,PM10,BENZENE



01/01/2011 1.00,"60,3","91,2","0,8",,,"2,3"
01/01/2011 2.00,"58,8","84,6","0,6",,"96,2","1,8"
01/01/2011 3.00,38,"46,9","0,4",,,"1,4"
01/01/2011 4.00,"30,8","36,3","0,4",,"87,4","1,4"
01/01/2011 5.00,"17,6",20,"0,3",,,"0,8"
01/01/2011 6.00,"25,3","27,8","0,3",,"46,9","0,7"
01/01/2011 7.00,"48,6","59,8","0,4",,,"0,8"
01/01/2011 8.00,"69,7","150,8","0,7",,"28,3","1,3"
01/01/2011 9.00,"55,9","100,1","0,6",,,"1,9"
01/01/2011 10.00,"37,4",56,"0,5",,"23,4","1,5"
01/01/2011 11.00,"21,2","27,6","0,4",,,"1,2"
01/01/2011 12.00,"27,8","40,8","0,4",,"18,1","1,2"
01/01/2011 13.00,35,"51,8","0,5",,,"1,4"
01/01/2011 14.00,"19,7","25,6","0,4",,"17,6","1,4"
01/01/2011 15.00,"14,7","18,6","0,4",,,"1,1"
01/01/2011 16.00,"27,3","34,6","0,5",,"15,6","1,2"
01/01/2011 17.00,"54,6","69,5","0,6",,,"1,3"
01/01/2011 18.00,"77,1","112,5","0,9",,"14,7","1,7"
01/01/2011 19.00,"76,5",108,"0,8",,,"2,1"
01/01/2011 20.00,"101,6","158,7",1,,"17,6","2,9"
01/01/2011 21.00,96,"164,2",1,,,"2,5"
01/01/2011 22.00,"84,2","133,8","0,9",,"22,5","2,7"
01/01/2011 23.00,75,"112,1","0,8",,,"2,1"
02/01/2011 0.00,"81,5",126,"0,8",,"23,4","1,8"
02/01/2011 1.00,"63,8","90,9","0,7",,,"1,8"
02/01/2011 2.00,"35,8","43,6","0,5",,"17,1","1,5"
02/01/2011 3.00,"28,3","34,1",,,,"1,3"
02/01/2011 4.00,,,"0,3",,"15,1","0,9"
02/01/2011 5.00,"15,8","17,3","0,2",,,"0,7"
02/01/2011 6.00,"14,5","16,2","0,2",,"10,7","0,6"
02/01/2011 7.00,"26,8","32,5","0,3",,,"0,7"
02/01/2011 8.00,"34,7","45,7","0,3",,"8,3","0,7"
02/01/2011 9.00,"23,4","27,8","0,3",,,"0,9"
02/01/2011 10.00,"23,7",31,"0,4",,"6,3","0,8"
02/01/2011 11.00,"29,6","38,8","0,4",,,"1,1"
02/01/2011 12.00,"46,1","67,2","0,5",,"8,3","1,5"
02/01/2011 13.00,44,"59,7","0,5",,,"1,7"
02/01/2011 14.00,"36,9","47,8","0,4",,"10,7","1,4"
02/01/2011 15.00,"21,3","27,1","0,3",,,"1,1"
02/01/2011 16.00,"29,5","38,2","0,4",,"8,8",1
02/01/2011 17.00,"44,3",60,"0,5",,,"1,1"
02/01/2011 18.00,"36,9","44,1","0,5",,"8,3","1,5"
02/01/2011 19.00,"31,6","36,3","0,4",,,"0,9"
02/01/2011 20.00,"33,3","41,2","0,4",,"11,2","1,2"
02/01/2011 21.00,"54,5","73,6","0,5",,,"1,6"
02/01/2011 22.00,"57,8","77,5","0,6",,"12,7","1,7"
02/01/2011 23.00,40,"51,2","0,5",,,"1,3"
03/01/2011 0.00,"29,9","37,5","0,4",,"16,1",1
03/01/2011 1.00,"29,6","34,9","0,4",,,"1,1"
03/01/2011 2.00,"14,9","16,2","0,3",,"16,1","0,9"
03/01/2011 3.00,"9,9","11,6","0,3",,,"0,9"
03/01/2011 4.00,"9,1","10,7","0,3",,,"0,9"
03/01/2011 5.00,"9,3","10,9","0,3",,,"0,7"
03/01/2011 6.00,12,"13,8","0,3",,20,"0,9"
03/01/2011 7.00,"40,3",52,"0,4",,,"0,9"
03/01/2011 8.00,"31,8","40,6","0,4",,"14,7","1,2"
03/01/2011 9.00,"24,6","34,2","0,4",,,"1,3"
03/01/2011 10.00,"22,4","32,5","0,4",,"17,6","1,2"
03/01/2011 11.00,"30,8","39,9","0,5",,,"1,3"
03/01/2011 12.00,"32,6","45,2","0,5",,"20,5","1,7"
03/01/2011 13.00,"43,7","71,4","0,7",,,"1,6"
03/01/2011 14.00,"32,8","48,7","0,5",,,"1,9"
03/01/2011 15.00,"22,6","29,8","0,4",,,"1,3"
03/01/2011 16.00,"40,2",52,"0,5",,,"1,2"
03/01/2011 17.00,"40,2","51,3","0,5",,,"1,5"
03/01/2011 18.00,"31,1","38,7","0,5",,,"1,4"
03/01/2011 19.00,"33,5","43,7","0,5",,,"1,2"
03/01/2011 20.00,"44,6",64,"0,6",,"15,1","1,1"
03/01/2011 21.00,"35,9","47,8","0,5",,,"1,3"
03/01/2011 22.00,22,"26,2","0,4",,,"1,3"
03/01/2011 23.00,"16,4","20,4","0,3",,,"1,2"
04/01/2011 0.00,11,"13,8","0,3",,,"0,8"
04/01/2011 1.00,"8,4","10,4","0,3",,,"0,6"
04/01/2011 2.00,9,"11,1","0,3",,"10,7","0,6"
04/01/2011 3.00,"5,3","6,7",,,,"0,6"
04/01/2011 4.00,,,"0,2",,"10,7","0,4"
04/01/2011 5.00,"18,7",21,"0,3",,,"0,6"
04/01/2011 6.00,"18,2","20,8","0,3",,"16,1","0,7"
04/01/2011 7.00,"74,3","104,5","0,4",,,"0,6"
04/01/2011 8.00,"47,5","60,3","0,4",,"10,3","0,9"
04/01/2011 9.00,"40,8","54,4","0,4",,,"1,2"
04/01/2011 10.00,"38,6","51,2","0,5",,"20,5","1,2"
04/01/2011 11.00,"28,8","42,7","0,4",,,"1,4"
04/01/2011 12.00,"24,5","37,4","0,4",,"16,1","1,3"
04/01/2011 13.00,"33,3","55,9","0,4",,,"1,4"
04/01/2011 14.00,"34,9","51,1","0,4",,"14,2","2,6"
04/01/2011 15.00,"22,5","29,1","0,3",,,1
04/01/2011 16.00,"30,1","38,3","0,4",,23,"0,8"
04/01/2011 17.00,"54,1","61,1","0,6",,,"1,6"
04/01/2011 18.00,"95,1","133,7","0,9",,"24,9","2,1"
04/01/2011 19.00,"80,9","104,8",1,,,"2,8"
04/01/2011 20.00,"79,9","104,4","0,9",,"32,7","3,8"
04/01/2011 21.00,"80,4","106,6",1,,,"2,9"
04/01/2011 22.00,"80,4","107,7","0,9",,"46,4","2,6"
04/01/2011 23.00,"68,1","82,6","0,8",,,"2,3"
05/01/2011 0.00,"70,1","107,7","0,9",,44,"2,4"
05/01/2011 1.00,"73,2","123,8",1,,,2
05/01/2011 2.00,"77,2","155,8","1,3",,"38,1","2,9"
05/01/2011 3.00,"69,3","112,1","1,1",,,"3,2"
05/01/2011 4.00,"58,9","67,6","0,9",,"46,4","2,3"
05/01/2011 5.00,35,"36,9","0,6",,,2
05/01/2011 6.00,"39,5","47,2","0,4",,"34,2","1,2"
05/01/2011 7.00,"67,9","85,8","0,5",,,1
05/01/2011 8.00,"72,1","107,9","0,6",,"33,7","1,3"
05/01/2011 9.00,"76,1","131,2","0,7",,,"1,9"
05/01/2011 10.00,"53,5",89,"0,6",,"28,3","2,3"
05/01/2011 11.00,"34,4","51,1","0,5",,,"1,5"
05/01/2011 12.00,"39,2","59,3","0,6",,"28,3","1,7"
05/01/2011 13.00,50,"78,7","0,6",,,"1,7"
05/01/2011 14.00,"53,7","78,1","0,5",,,"1,7"
05/01/2011 15.00,"47,1","63,7","0,4",,,"1,2"
05/01/2011 16.00,"56,3",77,"0,5",,"26,9","1,4"
05/01/2011 17.00,"56,7","71,9","0,6",,,"1,6"
05/01/2011 18.00,"63,8",79,"0,7",,"29,8","1,9"
05/01/2011 19.00,"81,8","110,5","0,9",,,"2,4"
05/01/2011 20.00,"76,6","101,7","0,9",,"39,1","2,4"
05/01/2011 21.00,"85,8","135,3",1,,,"2,8"
05/01/2011 22.00,"91,9","138,1","1,3",,"46,9","3,8"
05/01/2011 23.00,"76,3",106,"0,9",,,3
06/01/2011 0.00,"72,5","101,4","0,8",,"44,4","2,2"
06/01/2011 1.00,"52,5","68,9","0,7",,,"2,2"
06/01/2011 2.00,"42,8","53,1","0,5",,"37,6","1,4"
06/01/2011 3.00,"53,4","79,3",,,,"1,4"
06/01/2011 4.00,,,"0,3",,"28,8","1,4"
06/01/2011 5.00,"34,3","36,9","0,4",,,"1,1"
06/01/2011 6.00,"48,4","63,7","0,4",,21,"1,1"
06/01/2011 7.00,"56,5","97,2","0,5",,,"1,2"
06/01/2011 8.00,"87,4","193,5","0,6",,"13,7","1,4"
06/01/2011 9.00,"57,6","114,1","0,6",,,"1,7"
06/01/2011 10.00,"26,8","33,9","0,4",,"19,5","1,6"
06/01/2011 11.00,30,"44,3","0,5",,,"1,1"
06/01/2011 12.00,"23,7","32,2","0,4",,"16,1","1,1"
06/01/2011 13.00,"35,6","50,8","0,5",,,1
06/01/2011 14.00,"31,7","38,9","0,5",,"20,5","1,5"
06/01/2011 15.00,"23,8","28,6","0,4",,,"1,3"
06/01/2011 16.00,30,"35,6","0,4",,"14,2","1,2"
06/01/2011 17.00,"69,2","90,3","0,6",,,"1,5"
06/01/2011 18.00,"90,9","142,7","1,2",,"19,5","1,8"
06/01/2011 19.00,"101,2","215,9","1,6",,,4
06/01/2011 20.00,"112,5",264,"2,1",,"35,7","5,1"
06/01/2011 21.00,"116,3","285,1","2,1",,,"4,9"
06/01/2011 22.00,"117,1","289,3","1,6",,"46,4",4
06/01/2011 23.00,"98,1",201,"1,4",,,"3,6"
07/01/2011 0.00,"83,8","129,4",1,,43,3
07/01/2011 1.00,70,"99,9","0,8",,,"2,1"
07/01/2011 2.00,"53,8","62,5","0,6",,"38,6","1,8"
07/01/2011 3.00,"44,6","54,8","0,5",,,"1,4"
07/01/2011 4.00,"25,7",26,"0,4",,"31,3","1,1"
07/01/2011 5.00,"19,1","19,9","0,5",,,"1,3"
07/01/2011 6.00,"34,9","38,7","0,4",,"20,5","1,2"
07/01/2011 7.00,"76,2","121,1","0,6",,,"1,3"
07/01/2011 8.00,"79,9","144,4","0,8",,"17,1","1,7"
07/01/2011 9.00,"80,7","160,7","0,9",,,"2,2"
07/01/2011 10.00,"66,3","116,1",1,,"23,9","2,6"
07/01/2011 11.00,"48,2","76,4","0,7",,,"2,9"
07/01/2011 12.00,"50,8","81,7","0,7",,19,"2,3"
07/01/2011 13.00,"48,7","71,4","0,6",,,"1,4"
07/01/2011 14.00,"43,4","64,4","0,6",,"23,9",2
07/01/2011 15.00,"43,1","64,4","0,6",,,"2,2"
07/01/2011 16.00,65,"102,1","0,7",,"15,6",2
07/01/2011 17.00,"96,3","157,8","1,1",,,"2,3"
07/01/2011 18.00,"105,2",169,"1,4",,"34,2","3,2"
07/01/2011 19.00,"98,7","162,6","1,2",,,"4,4"
07/01/2011 20.00,"77,4","120,8","1,1",,"50,8",3
07/01/2011 21.00,"71,4","110,4",1,,,3
07/01/2011 22.00,"65,6","86,5","0,9",,"50,8",3
07/01/2011 23.00,"50,9","66,1","0,9",,,"2,7"
08/01/2011 0.00,"51,5","67,7","0,9",,"54,7","2,7"
08/01/2011 1.00,"50,7","73,2",1,,,"2,3"
08/01/2011 2.00,"37,3","44,4","0,7",,"46,9","2,1"
08/01/2011 3.00,19,"19,4",,,,"1,5"
08/01/2011 4.00,,,"0,3",,"29,8","1,2"
08/01/2011 5.00,"16,9","17,9","0,3",,,"0,7"
08/01/2011 6.00,"22,9","25,2","0,3",,19,"0,6"
08/01/2011 7.00,"52,8",71,"0,4",,,"0,7"
08/01/2011 8.00,"59,3","86,8","0,5",,"10,7","1,1"
08/01/2011 9.00,"75,2","140,1","0,7",,,"1,9"
08/01/2011 10.00,65,"113,8","0,6",,"16,1","1,8"
08/01/2011 11.00,"44,8","64,7","0,5",,,"1,6"
08/01/2011 12.00,"43,4","64,3","0,5",,"16,1","1,2"
08/01/2011 13.00,"53,5","86,4","0,6",,,"1,7"
08/01/2011 14.00,"51,8","80,4","0,6",,23,"1,9"
08/01/2011 15.00,"36,8","50,5","0,4",,,1
08/01/2011 16.00,"36,4","43,3","0,4",,"24,4","1,1"
08/01/2011 17.00,"66,8","86,8","0,7",,,"1,5"
08/01/2011 18.00,"89,9","122,6","1,1",,22,"2,5"
08/01/2011 19.00,"92,2","150,2","1,3",,,"3,5"
08/01/2011 20.00,90,"138,2","1,1",,"33,2",4
08/01/2011 21.00,"100,6","167,4","1,2",,,4
08/01/2011 22.00,"94,3","150,1",1,,"42,5","3,6"
08/01/2011 23.00,"85,8","144,9","1,2",,,"3,3"
09/01/2011 0.00,"73,5","114,7","1,1",,"47,4","3,4"
09/01/2011 1.00,"73,8","123,2",1,,,3
09/01/2011 2.00,"61,4","108,8","0,9",,"44,4","2,6"
09/01/2011 3.00,"52,5","71,3","0,8",,,"2,1"
09/01/2011 4.00,"38,4",45,"0,7",,"30,8",2
09/01/2011 5.00,"24,7","25,7","0,4",,,"1,4"
09/01/2011 6.00,"22,3","23,5","0,4",,"16,1",1
09/01/2011 7.00,"44,6","57,6","0,4",,,1
09/01/2011 8.00,"75,6",213,"1,2",,"12,7","2,6"
09/01/2011 9.00,"69,2","113,3","0,7",,,"2,9"
09/01/2011 10.00,"47,1","58,3","0,5",,"17,6","1,8"
09/01/2011 11.00,"34,6","43,3","0,5",,,"1,5"
09/01/2011 12.00,"32,5",45,"0,5",,"17,1","1,5"
09/01/2011 13.00,"37,6","54,1","0,5",,,"1,8"
09/01/2011 14.00,"31,4",41,"0,5",,"29,8","1,9"
09/01/2011 15.00,"22,7","28,1","0,4",,,"1,4"
09/01/2011 16.00,"44,1","64,6","0,5",,"32,2","1,8"
09/01/2011 17.00,"56,6","84,3","0,8",,,2
09/01/2011 18.00,"79,5","114,6","1,1",,"37,1","2,1"
09/01/2011 19.00,"79,6","109,2",1,,,"2,5"
09/01/2011 20.00,"76,2","105,9",1,,"42,5","2,3"
09/01/2011 21.00,87,"148,9","1,2",,,"2,7"
09/01/2011 22.00,"66,4","89,5",1,,40,"2,9"
09/01/2011 23.00,"58,3","81,9","0,8",,,"2,1"
10/01/2011 0.00,"55,1",88,"0,8",,"39,1","3,6"
10/01/2011 1.00,"44,8","62,9","0,7",,,"1,9"
10/01/2011 2.00,"23,4","24,4","0,5",,41,"1,3"
10/01/2011 3.00,"21,2","22,7",,,,"0,7"
10/01/2011 4.00,,,"0,2",,"28,3","0,6"
10/01/2011 5.00,"19,4","21,2","0,3",,,"0,7"
10/01/2011 6.00,"27,3",31,"0,3",,"20,5","0,7"
10/01/2011 7.00,"56,7","87,8","0,4",,,"1,1"
10/01/2011 8.00,"81,8","176,2","0,6",,"18,6","1,1"
10/01/2011 9.00,"89,9","184,8","0,9",,,"1,7"
10/01/2011 10.00,"71,7","115,1","0,6",,"30,3","1,9"
10/01/2011 11.00,"56,8","86,4","0,6",,,"1,6"
10/01/2011 12.00,"49,8","68,8","0,5",,"24,4","1,4"
10/01/2011 13.00,"51,9","69,2","0,5",,,"1,6"
10/01/2011 14.00,"46,5","61,8","0,5",,"31,7","1,6"
10/01/2011 15.00,"36,8","46,8","0,4",,,"1,2"
10/01/2011 16.00,"45,1","58,3","0,4",,"25,9","1,1"
10/01/2011 17.00,"51,1","65,9","0,5",,,"1,1"
10/01/2011 18.00,57,"74,5","0,6",,"29,8","1,3"
10/01/2011 19.00,"58,9","77,2","0,6",,,"1,9"
10/01/2011 20.00,"49,4","63,5","0,6",,"23,4","1,9"
10/01/2011 21.00,"43,8","54,7","0,5",,,"1,9"
10/01/2011 22.00,27,"29,1","0,4",,"24,4","1,2"
10/01/2011 23.00,"18,3","19,4","0,3",,,"0,8"
11/01/2011 0.00,"17,8","19,4","0,3",,"21,5","0,6"
11/01/2011 1.00,"12,4","13,8","0,2",,,"0,6"
11/01/2011 2.00,"7,6","9,1","0,2",,"28,8","0,2"
11/01/2011 3.00,"6,5","7,3","0,2",,,"0,2"
11/01/2011 4.00,"5,8",7,"0,2",,"15,6","0,2"
11/01/2011 5.00,"12,9","15,3","0,2",,,"0,3"
11/01/2011 6.00,"15,4","17,6","0,2",,"15,6","0,2"
11/01/2011 7.00,"34,4",44,"0,3",,,"0,2"
11/01/2011 8.00,,,,,"9,3","0,8"
11/01/2011 9.00,"55,2","82,3","0,5",,,"1,2"
11/01/2011 10.00,"43,6","61,5","0,5",,"14,7","1,4"
11/01/2011 11.00,"40,4","57,6","0,5",,,"1,3"
11/01/2011 12.00,"40,2","61,9","0,5",,"15,6","2,5"
11/01/2011 13.00,"47,2","82,7","0,6",,,"1,6"
11/01/2011 14.00,"47,4","79,4","0,5",,22,"1,4"
11/01/2011 15.00,"43,1",70,"0,5",,,"1,4"
11/01/2011 16.00,"44,4","63,5","0,5",,"20,5","1,6"
11/01/2011 17.00,"80,4","156,4",1,,,"1,8"
11/01/2011 18.00,"92,4","160,6","1,1",,"29,8","3,1"
11/01/2011 19.00,"60,9","78,4","0,7",,,"3,2"
11/01/2011 20.00,"75,7","147,7",1,,"30,8","2,9"
11/01/2011 21.00,"71,1","104,5","0,9",,,"3,1"
11/01/2011 22.00,"46,6","55,1","0,7",,"36,1","3,1"
11/01/2011 23.00,"44,2","54,7","0,6",,,"1,9"
12/01/2011 0.00,"45,7","51,6","0,7",,44,"2,1"
12/01/2011 1.00,42,"56,8","0,7",,,"1,8"
12/01/2011 2.00,"33,2","38,5","0,7",,"44,4",2
12/01/2011 3.00,19,19,,,,"1,6"
12/01/2011 4.00,,,"0,6",,"32,2","1,5"
12/01/2011 5.00,"27,9","28,3","0,6",,,"1,5"
12/01/2011 6.00,"39,8","47,6","0,5",,"31,7","1,4"
12/01/2011 7.00,"78,4","132,6","0,7",,,"1,6"
12/01/2011 8.00,"83,4","183,5","0,8",,"28,3","2,3"
12/01/2011 9.00,"87,3",184,1,,,"2,4"
12/01/2011 10.00,"50,4","74,3","0,5",,"30,8",2
12/01/2011 11.00,"39,8","57,2","0,5",,,"1,7"
12/01/2011 12.00,"36,9",53,"0,5",,"26,9","1,5"
12/01/2011 13.00,"36,1","50,5","0,5",,,"1,4"
12/01/2011 14.00,"34,5","48,9","0,4",,"24,9","1,2"
12/01/2011 15.00,"31,8","41,1","0,4",,,"0,8"
12/01/2011 16.00,"45,5","60,2","0,5",,"26,9","1,3"
12/01/2011 17.00,"59,5","73,5","0,5",,,2
12/01/2011 18.00,"66,5","95,8","0,7",,"27,8","1,7"
12/01/2011 19.00,"57,5","68,9","0,6",,,"1,8"
12/01/2011 20.00,"57,4","65,3","0,6",,"31,3","1,7"
12/01/2011 21.00,"63,1","72,5","0,7",,,"1,6"
12/01/2011 22.00,53,"55,9","0,6",,"38,6","1,6"
12/01/2011 23.00,"38,9","39,9","0,5",,,"1,6"
13/01/2011 0.00,"29,3","29,3","0,4",,"32,2","1,4"
13/01/2011 1.00,23,"23,9","0,4",,,1
13/01/2011 2.00,"19,6","20,6","0,3",,"20,5","0,8"
13/01/2011 3.00,"16,5","17,4","0,3",,,"0,8"
13/01/2011 4.00,"14,4","15,4","0,3",,"15,1","0,7"
13/01/2011 5.00,"13,8","14,9","0,3",,,"0,8"
13/01/2011 6.00,"20,6","24,8","0,4",,"17,1","0,9"
13/01/2011 7.00,"50,6","77,4","0,5",,,"1,1"
13/01/2011 8.00,"35,8","51,3","0,5",,"20,5","1,3"
13/01/2011 9.00,"37,9","61,3","0,5",,,"1,5"
13/01/2011 10.00,31,"49,8","0,5",,"22,5","1,6"
13/01/2011 11.00,"28,2","44,5","0,5",,,"1,5"
13/01/2011 12.00,31,"48,7","0,5",,20,"1,5"
13/01/2011 13.00,"36,9","58,3","0,6",,,"1,5"
13/01/2011 14.00,"26,5","36,6","0,5",,"24,9","1,7"
13/01/2011 15.00,"26,2","34,2","0,5",,,"1,2"
13/01/2011 16.00,"34,5","43,9","0,5",,"25,9","1,3"
13/01/2011 17.00,"43,6","48,9","0,6",,,"1,6"
13/01/2011 18.00,"51,6","57,5","0,7",,"24,4","1,6"
13/01/2011 19.00,"55,8","62,7","0,9",,,"1,8"
13/01/2011 20.00,"63,3","74,1","0,9",,"33,2","2,1"
13/01/2011 21.00,"73,9",92,"0,8",,,"1,7"
13/01/2011 22.00,"54,9","57,8","0,6",,"34,2","1,7"
13/01/2011 23.00,"45,8","48,9","0,7",,,"1,8"
14/01/2011 0.00,"37,4","38,3","0,6",,"38,6","1,6"
14/01/2011 1.00,"38,8","45,9","0,9",,,"1,5"
14/01/2011 2.00,"33,2","35,4","0,7",,"34,2","2,2"
14/01/2011 3.00,"29,6","33,8",,,,"1,7"
14/01/2011 4.00,,,"0,5",,23,"1,5"
14/01/2011 5.00,"34,9",36,"0,4",,,"1,2"
14/01/2011 6.00,"59,7",79,"0,6",,"18,6","1,3"
14/01/2011 7.00,"85,4","120,8","0,6",,,"1,4"
14/01/2011 8.00,"73,5","126,9","0,7",,"28,3","1,4"
14/01/2011 9.00,"64,8","108,3","0,8",,,"1,9"
14/01/2011 10.00,44,64,"0,6",,"34,2","1,7"
14/01/2011 11.00,"39,1","55,5","0,6",,,"1,6"
14/01/2011 12.00,"34,9","50,1","0,5",,"26,4","1,7"
14/01/2011 13.00,"38,4","55,8","0,6",,,"1,3"
14/01/2011 14.00,"34,3","46,8","0,5",,"31,7","1,5"
14/01/2011 15.00,"32,6","43,8","0,4",,,"1,3"
14/01/2011 16.00,"33,5","41,7","0,5",,"17,1","1,1"
14/01/2011 17.00,"44,5","51,3","0,6",,,"1,5"
14/01/2011 18.00,"49,6","54,9","0,9",,"26,9","1,7"
14/01/2011 19.00,"57,4","64,3","0,8",,,"2,1"
14/01/2011 20.00,"68,1","80,2","0,8",,"25,9","1,7"
14/01/2011 21.00,"77,6","101,8","0,9",,,"2,3"
14/01/2011 22.00,"77,7","112,8","1,1",,"48,8","2,5"
14/01/2011 23.00,"45,2","46,8","0,8",,,"2,3"
15/01/2011 0.00,"64,1","84,3","0,7",,"44,4","1,9"
15/01/2011 1.00,"78,9","135,6","1,1",,,"2,4"
15/01/2011 2.00,"72,7",119,1,,"38,6","2,6"
15/01/2011 3.00,"64,6",97,1,,,"2,8"
15/01/2011 4.00,49,"54,4","0,7",,"36,6",2
15/01/2011 5.00,"51,1","66,4",1,,,2
15/01/2011 6.00,"50,8","87,3","1,3",,"29,3","2,1"
15/01/2011 7.00,"65,9","134,9","1,1",,,"3,1"
15/01/2011 8.00,"65,4","142,5","1,1",,"31,7","2,2"
15/01/2011 9.00,"82,6","267,3","1,7",,,"3,4"
15/01/2011 10.00,"83,7","178,1","1,2",,"44,4","4,6"
15/01/2011 11.00,"64,6","93,9","0,7",,,"2,3"
15/01/2011 12.00,"37,9","49,8","0,5",,"36,1","1,7"
15/01/2011 13.00,"22,3","23,7","0,5",,,"1,6"
15/01/2011 14.00,"29,8","37,7","0,4",,"33,2","1,1"
15/01/2011 15.00,"18,6",21,"0,4",,,"0,9"
15/01/2011 16.00,20,23,"0,4",,"31,3",1
15/01/2011 17.00,20,"21,4","0,4",,,"1,1"
15/01/2011 18.00,"24,8","26,6","0,5",,"30,8",1
15/01/2011 19.00,"26,4","30,1","0,5",,,"1,2"
15/01/2011 20.00,"32,4","37,2","0,5",,22,"1,4"
15/01/2011 21.00,"30,2","34,6","0,4",,,"1,5"
15/01/2011 22.00,"25,2","28,9","0,4",,"23,9",1
15/01/2011 23.00,"25,6","29,2","0,4",,,"1,1"
16/01/2011 0.00,"27,6","31,7","0,4",,"24,4","1,1"
16/01/2011 1.00,"29,7",36,"0,4",,,1
16/01/2011 2.00,"24,3","28,6","0,4",,"28,3","1,1"
16/01/2011 3.00,"21,1","23,9",,,,"0,9"
16/01/2011 4.00,,,"0,3",,"25,9","0,9"
16/01/2011 5.00,"27,4","29,1","0,3",,,"0,9"
16/01/2011 6.00,"24,9","26,7","0,3",,22,"0,8"
16/01/2011 7.00,"25,7","27,5","0,3",,,"0,8"
16/01/2011 8.00,"26,1","33,5","0,3",,"20,5","0,6"
16/01/2011 9.00,"25,7","36,6","0,3",,,"1,2"
16/01/2011 10.00,"16,6","21,1","0,3",,20,1
16/01/2011 11.00,"18,4","25,1","0,3",,,"0,8"
16/01/2011 12.00,"23,6","34,6","0,4",,19,"0,8"
16/01/2011 13.00,"21,9","31,8","0,4",,,"0,8"
16/01/2011 14.00,"17,9","23,6","0,3",,"17,1",1
16/01/2011 15.00,"12,4","15,8","0,2",,,"0,4"
16/01/2011 16.00,"17,6","22,4","0,3",,"15,1","0,7"
16/01/2011 17.00,"23,5","29,5","0,4",,,"0,8"
16/01/2011 18.00,"27,8","34,4","0,4",,"22,5",1
16/01/2011 19.00,"33,1","43,8","0,6",,,1
16/01/2011 20.00,"39,1","47,2","0,6",,22,"1,8"
16/01/2011 21.00,"38,5","48,6","0,6",,,"1,7"
16/01/2011 22.00,"22,4","24,5","0,5",,"20,5","1,3"
16/01/2011 23.00,"29,4","33,3","0,4",,,"2,1"
17/01/2011 0.00,"38,3","43,2","0,5",,22,"1,6"
17/01/2011 1.00,"24,2","25,6","0,4",,,"1,5"
17/01/2011 2.00,"17,6","19,5","0,3",,"28,3","0,9"
17/01/2011 3.00,"15,3","16,7","0,3",,,"0,9"
17/01/2011 4.00,"17,2","20,3","0,4",,"16,1","0,8"
17/01/2011 5.00,16,"18,2","0,3",,,"0,8"
17/01/2011 6.00,"19,5",22,"0,4",,"23,4",1
17/01/2011 7.00,"36,4",55,"0,4",,,1
17/01/2011 8.00,"40,5","64,7","0,5",,"15,6","1,1"
17/01/2011 9.00,"44,2","75,5","0,6",,,"2,3"
17/01/2011 10.00,"44,1","79,9","0,6",,22,"1,4"
17/01/2011 11.00,"35,2","53,6","0,5",,,"1,3"
17/01/2011 12.00,"31,3","44,9","0,5",,"16,1","1,6"
17/01/2011 13.00,"31,7","45,5","0,5",,,"1,2"
17/01/2011 14.00,"40,4","58,6","0,5",,"18,6","1,4"
17/01/2011 15.00,"31,7","42,7","0,4",,,"1,2"
17/01/2011 16.00,"35,8",47,"0,5",,"23,9",1
17/01/2011 17.00,"50,8","63,1","0,5",,,"1,5"
17/01/2011 18.00,"54,5","63,5","0,6",,"23,9","1,9"
17/01/2011 19.00,"55,6","63,7","0,7",,,"1,7"
17/01/2011 20.00,"59,4","65,3","0,8",,"23,9","2,2"
17/01/2011 21.00,"73,4","92,6","0,8",,,"2,1"
17/01/2011 22.00,"57,8","61,8","0,8",,"23,9","2,4"
17/01/2011 23.00,"39,6","40,7","0,7",,,"2,1"
18/01/2011 0.00,"38,3","39,8","0,7",,"23,9","1,8"
18/01/2011 1.00,"25,1","25,1","0,6",,,"1,9"
18/01/2011 2.00,"16,4","16,4","0,5",,"23,9","1,4"
18/01/2011 3.00,"16,8","17,1",,,,"1,3"
18/01/2011 4.00,,,"0,4",,"23,9","1,1"
18/01/2011 5.00,"24,6",26,"0,3",,,"0,4"
18/01/2011 6.00,"35,1","38,9","0,4",,"23,9",1
18/01/2011 7.00,"53,7","75,1","0,6",,,"1,4"
18/01/2011 8.00,"52,7","92,2","0,8",,"23,9","1,7"
18/01/2011 9.00,"52,4","123,6",1,,,"2,3"
18/01/2011 10.00,54,105,1,,"23,9","2,3"
18/01/2011 11.00,"61,5","122,6",1,,,"4,2"
18/01/2011 12.00,"50,5","74,8","0,6",,"23,9","2,4"
18/01/2011 13.00,"41,3",59,"0,6",,,"1,7"
18/01/2011 14.00,"47,8","67,1","0,6",,"23,9","1,5"
18/01/2011 15.00,"35,9","45,4","0,5",,,"1,4"
18/01/2011 16.00,"48,8","63,3","0,6",,"23,9","1,3"
18/01/2011 17.00,"64,8",85,"0,7",,,"1,6"
18/01/2011 18.00,65,"90,2","0,7",,"23,9","1,7"
18/01/2011 19.00,"69,9",96,"0,9",,,"1,9"
18/01/2011 20.00,"66,7","94,7","0,8",,"23,9","2,2"
18/01/2011 21.00,"79,7","134,1","1,2",,,"2,4"
18/01/2011 22.00,"70,6","93,7","0,8",,"23,9","2,5"
