,Provincia di TARANTO,,
,Paolo VI -CISI,,
Parm,SO2,NO2,PM10



01/01/2005 1.00,,,
01/01/2005 2.00,,,
01/01/2005 3.00,,,
01/01/2005 4.00,,,
01/01/2005 5.00,,,
01/01/2005 6.00,,,
01/01/2005 7.00,,,
01/01/2005 8.00,,,
01/01/2005 9.00,,,
01/01/2005 10.00,,,
01/01/2005 1.00,,,
01/01/2005 12.00,,,
01/01/2005 13.00,,,
01/01/2005 14.00,,,
01/01/2005 15.00,,,
01/01/2005 16.00,,,
01/01/2005 17.00,,,
01/01/2005 18.00,,,
01/01/2005 19.00,,,
01/01/2005 20.00,,,
01/01/2005 21.00,,,
01/01/2005 22.00,,,
01/01/2005 23.00,,,
02/01/2005 0.00,,,
02/01/2005 1.00,,,
02/01/2005 2.00,,,
02/01/2005 3.00,,,
02/01/2005 4.00,,,
02/01/2005 5.00,,,
02/01/2005 6.00,,,
02/01/2005 7.00,,,
02/01/2005 8.00,,,
02/01/2005 9.00,,,
02/01/2005 10.00,,,
02/01/2005 11.00,,,
02/01/2005 12.00,,,
02/01/2005 13.00,,,
02/01/2005 14.00,,,
02/01/2005 15.00,,,
02/01/2005 16.00,,,
02/01/2005 17.00,,,
02/01/2005 18.00,,,
02/01/2005 19.00,,,
02/01/2005 20.00,,,
02/01/2005 21.00,,,
02/01/2005 22.00,,,
02/01/2005 23.00,,,
03/01/2005 0.00,,,
03/01/2005 1.00,,,
03/01/2005 2.00,,,
03/01/2005 3.00,,,
03/01/2005 4.00,,,
03/01/2005 5.00,,,
03/01/2005 6.00,,,
03/01/2005 7.00,,,
03/01/2005 8.00,,,
03/01/2005 9.00,,,
03/01/2005 10.00,,,
03/01/2005 11.00,,,
03/01/2005 12.00,,,
03/01/2005 13.00,,,
03/01/2005 14.00,,,
03/01/2005 15.00,,,
03/01/2005 16.00,,,
03/01/2005 17.00,,,
03/01/2005 18.00,,,
03/01/2005 19.00,,,
03/01/2005 20.00,,,
03/01/2005 21.00,,,
03/01/2005 22.00,,,
03/01/2005 23.00,,,
04/01/2005 0.00,,,
04/01/2005 1.00,,,
04/01/2005 2.00,,,
04/01/2005 3.00,,,
04/01/2005 4.00,,,
04/01/2005 5.00,,,
04/01/2005 6.00,,,
04/01/2005 7.00,,,
04/01/2005 8.00,,,
04/01/2005 9.00,,,
04/01/2005 10.00,,,
04/01/2005 11.00,,,
04/01/2005 12.00,,,
04/01/2005 13.00,,,
04/01/2005 14.00,,,
04/01/2005 15.00,,,
04/01/2005 16.00,,,
04/01/2005 17.00,,,
04/01/2005 18.00,,,
04/01/2005 19.00,,,
04/01/2005 20.00,,,
04/01/2005 21.00,,,
04/01/2005 22.00,,,
04/01/2005 23.00,,,
05/01/2005 0.00,,,
05/01/2005 1.00,,,
05/01/2005 2.00,,,
05/01/2005 3.00,,,
05/01/2005 4.00,,,
05/01/2005 5.00,,,
05/01/2005 6.00,,,
05/01/2005 7.00,,,
05/01/2005 8.00,,,
05/01/2005 9.00,,,
05/01/2005 10.00,,,
05/01/2005 11.00,,,
05/01/2005 12.00,,,
05/01/2005 13.00,,,
05/01/2005 14.00,,,
05/01/2005 15.00,,,
05/01/2005 16.00,,,
05/01/2005 17.00,,,
05/01/2005 18.00,,,
05/01/2005 19.00,,,
05/01/2005 20.00,,,
05/01/2005 21.00,,,
05/01/2005 22.00,,,
05/01/2005 23.00,,,
06/01/2005 0.00,,,
06/01/2005 1.00,,,
06/01/2005 2.00,,,
06/01/2005 3.00,,,
06/01/2005 4.00,,,
06/01/2005 5.00,,,
06/01/2005 6.00,,,
06/01/2005 7.00,,,
06/01/2005 8.00,,,
06/01/2005 9.00,,,
06/01/2005 10.00,,,
06/01/2005 11.00,,,
06/01/2005 12.00,,,
06/01/2005 13.00,,,
06/01/2005 14.00,,,
06/01/2005 15.00,,,
06/01/2005 16.00,,,
06/01/2005 17.00,,,
06/01/2005 18.00,,,
06/01/2005 19.00,,,
06/01/2005 20.00,,,
06/01/2005 21.00,,,
06/01/2005 22.00,,,
06/01/2005 23.00,,,
07/01/2005 0.00,,,
07/01/2005 1.00,,,
07/01/2005 2.00,,,
07/01/2005 3.00,,,
07/01/2005 4.00,,,
07/01/2005 5.00,,,
07/01/2005 6.00,,,
07/01/2005 7.00,,,
07/01/2005 8.00,,,
07/01/2005 9.00,,,
07/01/2005 10.00,,,
07/01/2005 11.00,,,
07/01/2005 12.00,,,
07/01/2005 13.00,,,
07/01/2005 14.00,,,
07/01/2005 15.00,,,
07/01/2005 16.00,,,
07/01/2005 17.00,,,
07/01/2005 18.00,,,
07/01/2005 19.00,,,
07/01/2005 20.00,,,
07/01/2005 21.00,,,
07/01/2005 22.00,,,
07/01/2005 23.00,,,
08/01/2005 0.00,,,
08/01/2005 1.00,,,
08/01/2005 2.00,,,
08/01/2005 3.00,,,
08/01/2005 4.00,,,
08/01/2005 5.00,,,
08/01/2005 6.00,,,
08/01/2005 7.00,,,
08/01/2005 8.00,,,
08/01/2005 9.00,,,
08/01/2005 10.00,,,
08/01/2005 11.00,,,
08/01/2005 12.00,,,
08/01/2005 13.00,,,
08/01/2005 14.00,,,
08/01/2005 15.00,,,
08/01/2005 16.00,,,
08/01/2005 17.00,,,
08/01/2005 18.00,,,
08/01/2005 19.00,,,
08/01/2005 20.00,,,
08/01/2005 21.00,,,
08/01/2005 22.00,,,
08/01/2005 23.00,,,
09/01/2005 0.00,,,
09/01/2005 1.00,,,
09/01/2005 2.00,,,
09/01/2005 3.00,,,
09/01/2005 4.00,,,
09/01/2005 5.00,,,
09/01/2005 6.00,,,
09/01/2005 7.00,,,
09/01/2005 8.00,,,
09/01/2005 9.00,,,
09/01/2005 10.00,,,
09/01/2005 11.00,,,
09/01/2005 12.00,,,
09/01/2005 13.00,,,
09/01/2005 14.00,,,
09/01/2005 15.00,,,
09/01/2005 16.00,,,
09/01/2005 17.00,,,
09/01/2005 18.00,,,
09/01/2005 19.00,,,
09/01/2005 20.00,,,
09/01/2005 21.00,,,
09/01/2005 22.00,,,
09/01/2005 23.00,,,
