,Regione Puglia,,,
,Scuola Elementare G.Ungaretti Via Ca del Fico,,,
Parm,SO2,NOX,NO,NO2



04/04/2006 7.00,1,,"5,9773062",
04/04/2006 8.00,1,,"5,6630223",
04/04/2006 9.00,1,,"6,11332647",
04/04/2006 10.00,1,,"6,7021873",
04/04/2006 11.00,1,,"7,46592991",
04/04/2006 12.00,2,,"8,36653825",
04/04/2006 13.00,1,,"8,8016365",
04/04/2006 14.00,1,,"9,68703768",
04/04/2006 15.00,1,,"10,0359595",
04/04/2006 16.00,1,,"9,25447458",
04/04/2006 17.00,2,,"9,17252423",
04/04/2006 18.00,1,,"9,48173908",
04/04/2006 19.00,2,,"9,89909377",
04/04/2006 20.00,2,,"10,01230391",
04/04/2006 21.00,1,,"8,79741167",
04/04/2006 22.00,1,,"8,83120537",
04/04/2006 23.00,2,,"7,97114947",
05/04/2006 0.00,1,,"5,59627787",
05/04/2006 1.00,1,,,
05/04/2006 2.00,1,,,
05/04/2006 3.00,1,,,
05/04/2006 4.00,1,,,
05/04/2006 5.00,1,,,
05/04/2006 6.00,2,,,
05/04/2006 7.00,2,,,
05/04/2006 8.00,2,,,
05/04/2006 9.00,2,,,
05/04/2006 10.00,2,,,
05/04/2006 11.00,1,,,
05/04/2006 12.00,1,,,
05/04/2006 13.00,1,,,
05/04/2006 14.00,1,,,
05/04/2006 15.00,1,,,
05/04/2006 16.00,1,,,
05/04/2006 17.00,1,,,
05/04/2006 18.00,1,,,
05/04/2006 19.00,2,,,
05/04/2006 20.00,3,,,
05/04/2006 21.00,2,,,
05/04/2006 22.00,2,,,
05/04/2006 23.00,2,,,
06/04/2006 0.00,"1,78078327",,,
06/04/2006 2.00,"1,6507466",,,
06/04/2006 3.00,2,,,
06/04/2006 4.00,"1,71215306",,,
06/04/2006 5.00,2,,,
06/04/2006 6.00,"2,01376679",,,
06/04/2006 7.00,2,,,
06/04/2006 8.00,3,,,
06/04/2006 9.00,4,,,
06/04/2006 10.00,3,,,
06/04/2006 11.00,2,,,
06/04/2006 12.00,2,,,
06/04/2006 13.00,2,,,
06/04/2006 14.00,2,,,
06/04/2006 15.00,2,,,
06/04/2006 16.00,"1,94513556",,,
06/04/2006 17.00,"1,95958408",,,
06/04/2006 18.00,2,,,
06/04/2006 19.00,"2,04627519",,,
06/04/2006 20.00,"2,86803662",,,
06/04/2006 21.00,2,,,
06/04/2006 22.00,3,,,
06/04/2006 23.00,2,,,
07/04/2006 0.00,"1,30036976",,,
07/04/2006 1.00,"1,4520787",,,
07/04/2006 2.00,"1,35274526",,,
07/04/2006 3.00,"1,41776411",,,
07/04/2006 4.00,"1,39067224",,,
07/04/2006 5.00,"1,4195703",,,
07/04/2006 6.00,"1,30217494",,,
07/04/2006 7.00,"1,35274526",,,
07/04/2006 8.00,"1,43221262",,,
07/04/2006 9.00,"1,28772642",,"5,2887552",
07/04/2006 10.00,"1,52995446","18,87296004","5,79595001","9,98217725"
07/04/2006 11.00,"1,09086573","16,5234562","6,46647438","6,60097733"
07/04/2006 12.00,"1,44485495","17,5376919","7,08574705","6,66457427"
07/04/2006 13.00,"1,50084284","19,09276356","7,94411451","6,90208291"
07/04/2006 14.00,"1,5622493","19,89040216","8,79487652","6,39331883"
07/04/2006 15.00,"1,45388489","20,8644132","9,00017511","7,05263762"
07/04/2006 16.00,"1,53335226","21,57516096","8,96215658","7,82227498"
07/04/2006 17.00,"1,52070993","20,16924824","9,12690149","6,16229761"
07/04/2006 18.00,"1,6507466","22,76190112","9,59494922","8,03772296"
07/04/2006 19.00,"1,84760831","24,22358688","8,32851972","11,4459337"
07/04/2006 20.00,2,"29,11448288","7,47944614","17,64456122"
07/04/2006 21.00,1,"16,387274","5,8514228","7,40955257"
07/04/2006 22.00,1,"19,08238905","4,68046361","11,90537583"
07/04/2006 23.00,"1,49181289","11,45098903","3,70212727","5,77163777"
08/04/2006 0.00,"1,30759351","8,781816","2,93331561","4,28167926"
08/04/2006 1.00,,"8,20595984","2,61565233","4,19342517"
08/04/2006 2.00,1,"8,93874914","2,59875548","4,95268037"
08/04/2006 3.00,1,"9,3849086","2,6528254","5,31608465"
08/04/2006 4.00,1,"9,1644225","2,54890915","5,2550842"
08/04/2006 5.00,1,"8,63007012","2,3579735","5,0136789"
08/04/2006 6.00,1,"16,21348085","2,55651336","12,29733774"
08/04/2006 7.00,1,"40,53694296","4,00458338","34,41307464"
08/04/2006 8.00,2,"41,7924004","4,7911386","34,46108496"
08/04/2006 9.00,2,"29,81354832","4,00711853","23,67836096"
08/04/2006 10.00,2,"22,59328184","3,61088428","17,0618276"
08/04/2006 11.00,2,"28,0185436","6,57461422","17,93788688"
08/04/2006 12.00,2,"20,92926824","7,42199685","9,54195646"
08/04/2006 13.00,2,"19,04477618","6,81877432","8,58282842"
08/04/2006 14.00,2,"16,91514278","7,69403863","5,1071279"
08/04/2006 15.00,2,"16,84510814","7,7624715","4,93191414"
08/04/2006 16.00,2,"16,99555577","7,9365103","4,81510623"
08/04/2006 17.00,2,"18,74776993","8,56338842","5,60550982"
08/04/2006 18.00,2,"20,84626832","8,70194259","7,49261558"
08/04/2006 19.00,2,"30,59043216","9,14464505","16,56343994"
08/04/2006 20.00,2,"58,75424952","8,83204959","45,226926"
08/04/2006 21.00,2,"59,12905888","7,57998427","47,52545592"
08/04/2006 22.00,2,"54,6026092","6,69880669","44,34958568"
08/04/2006 23.00,1,"28,07429752","5,28030553","19,9820252"
09/04/2006 0.00,1,"23,6243852","4,50726903","16,71658541"
09/04/2006 1.00,2,"16,82824621","3,80688899","10,99166927"
09/04/2006 2.00,1,"21,2807512","3,66326576","15,66790886"
09/04/2006 3.00,1,"15,8360597","3,32532502","10,73858548"
09/04/2006 4.00,1,"10,98148405","3,17325337","6,11427582"
09/04/2006 5.00,1,"9,52887264","2,77025913","5,27974326"
09/04/2006 6.00,2,"14,04364191","2,71027469","9,88978558"
09/04/2006 7.00,2,"26,66448432","3,18761507","21,78607368"
09/04/2006 8.00,2,"15,95668013","2,80405283","11,66008344"
09/04/2006 9.00,2,"17,32887855","3,7832334","11,52899672"
09/04/2006 10.00,2,"17,74650524","4,79958578","10,38557101"
09/04/2006 11.00,2,"21,843644","7,62307186","10,14806237"
09/04/2006 12.00,2,"18,49485822","6,41916195","8,64642346"
09/04/2006 13.00,2,"18,25362118","6,84074147","7,7573817"
09/04/2006 14.00,2,"19,75551056","7,74472918","7,87159502"
09/04/2006 15.00,2,"19,16927224","8,1781365","6,61914898"
09/04/2006 16.00,2,"19,07979446","8,15110279","6,57112718"
09/04/2006 17.00,2,"18,73220434","8,4679206","5,73659463"
09/04/2006 18.00,2,"20,12773872","8,74249628","6,7112959"
09/04/2006 19.00,2,"22,53880896","9,34909818","8,19216858"
09/04/2006 20.00,2,"22,72817344","9,15647285","8,67757376"
09/04/2006 21.00,2,"20,29115736","8,11815331","7,8339573"
09/04/2006 22.00,2,"26,25594728","7,7430395","14,3791157"
09/04/2006 23.00,2,"56,02410472","7,36285913","44,75190872"
10/04/2006 0.00,2,"70,16110768","7,27161489","59,03888896"
10/04/2006 1.00,,"22,86824656","6,3490394","13,1305644"
10/04/2006 2.00,2,"17,15508349","6,05249781","7,86899852"
10/04/2006 3.00,2,"19,2367276","5,69850693","10,49588576"
10/04/2006 4.00,2,"17,90473662","5,47968961","9,49912574"
10/04/2006 5.00,2,"22,2742264","5,04628353","14,5374618"
10/04/2006 6.00,2,"50,55733344","5,25918384","42,51309056"
10/04/2006 7.00,2,"109,98860304","22,76867372","75,08706976"
10/04/2006 8.00,2,"59,07198568","10,68987134","42,69090656"
10/04/2006 9.00,2,"21,81769816","5,89197649","12,78143511"
10/04/2006 10.00,2,"25,38698152","7,61124282","13,71201507"
10/04/2006 11.00,2,"34,4178164","9,35585692","20,06898296"
10/04/2006 12.00,2,"35,31659024","9,60762124","20,58164752"
10/04/2006 13.00,2,"41,510954","9,73941791","26,57781336"
10/04/2006 14.00,2,"51,43670048","11,0506222","34,49613192"
10/04/2006 15.00,2,,,
10/04/2006 16.00,2,,,
10/04/2006 17.00,2,"20,42214848","4,56640801","13,42129547"
10/04/2006 18.00,2,"20,75158608","5,47462055","12,35573405"
10/04/2006 19.00,2,"19,37290024","6,04742875","10,09614774"
10/04/2006 20.00,2,"19,96822056","6,3634011","10,20646441"
10/04/2006 21.00,2,"22,25866272","6,3321413","12,54652679"
10/04/2006 22.00,"1,76633475","23,6153032","6,25272611","14,02610314"
10/04/2006 23.00,"1,7410501","35,84189312","6,11839677","26,46749096"
11/04/2006 0.00,"1,6688075","40,66015224","7,08743673","29,800432"
11/04/2006 1.00,2,"36,14278456","7,38144566","24,828276"
11/04/2006 2.00,"1,83315979","16,1797589","5,2498912","8,12597897"
11/04/2006 3.00,"1,60198247","14,50925598","5,00235048","6,83459505"
11/04/2006 4.00,"1,36899997","15,06565754","4,96095257","7,45497786"
11/04/2006 5.00,"1,58934014","20,24964784","4,85365695","12,80739434"
11/04/2006 6.00,"1,77175333","28,290908","4,99305783","20,64005912"
11/04/2006 7.00,"1,7031221","26,04843792","5,27016742","17,97033543"
11/04/2006 8.00,"1,6706137","41,74959072","7,01562574","31,00095768"
11/04/2006 9.00,2,"23,20286568","6,6413574","13,0163549"
11/04/2006 10.00,"1,57308543","21,17180544","6,45802595","11,26552694"
11/04/2006 11.00,"1,62546195","20,93186856","6,2282263","11,37844393"
11/04/2006 12.00,"1,56405549","22,49471824","6,63037382","12,32458757"
11/04/2006 13.00,"1,53154607","19,63618264","3,9792381","13,53680704"
11/04/2006 14.00,2,"16,29259558","5,09359471","8,47899918"
11/04/2006 15.00,"1,61823718","15,32764742","5,35718682","7,10844698"
11/04/2006 16.00,2,"17,5766011","5,62669345","8,94493637"
11/04/2006 17.00,"1,47917057","18,76852086","5,65288419","10,09744599"
11/04/2006 18.00,"1,59837008","27,4556508","6,24681283","17,8781885"
11/04/2006 19.00,2,"42,094592","6,34397034","32,3779992"
11/04/2006 20.00,2,"39,39557456","6,3321413","29,69531024"
11/04/2006 21.00,2,"22,9356828","6,70387574","12,65295636"
11/04/2006 22.00,2,"29,79538432","6,90157013","19,213688"
11/04/2006 23.00,2,"21,08880552","6,6751511","10,84890788"
12/04/2006 0.00,2,"19,97988376","6,30088275","10,31418458"
12/04/2006 1.00,,"14,66229819","5,6630223","5,97280694"
12/04/2006 2.00,1,"11,7415117","4,91617529","4,197318"
12/04/2006 3.00,1,"10,41730065","3,77731888","4,62172273"
12/04/2006 4.00,1,"9,57686193","3,31265176","4,49453075"
12/04/2006 5.00,1,"9,15534432","2,55735758","5,23302163"
12/04/2006 6.00,1,"10,41859698","2,111277","7,18242418"
12/04/2006 7.00,1,"18,41444523","2,01158558","15,3369493"
12/04/2006 8.00,2,"16,43137237","2,16703785","13,11369865"
12/04/2006 9.00,1,"15,4015749","2,33009307","11,8326988"
12/04/2006 10.00,1,"15,87886173","2,52356263","12,013096"
12/04/2006 11.00,2,"20,7451044","2,89022802","16,31943624"
12/04/2006 12.00,2,"20,99542344","4,04260191","14,79963142"
12/04/2006 13.00,2,"19,70233784","4,43292164","12,90604015"
12/04/2006 14.00,2,"15,55332078","4,22509039","9,07342468"
12/04/2006 15.00,2,"10,37450053","3,64636766","4,7800631"
12/04/2006 16.00,2,"12,94640056","5,03022966","5,22783055"
12/04/2006 17.00,2,"14,74530385","5,72976548","5,95334086"
12/04/2006 18.00,2,"16,68687675","5,89113227","7,64836137"
12/04/2006 19.00,2,"24,86299792","5,52024329","16,39990467"
12/04/2006 20.00,2,"28,24679816","5,151044","20,35322088"
12/04/2006 21.00,2,"34,1661972","4,7184809","26,9412272"
12/04/2006 22.00,2,"30,0716492","4,33998897","23,42528864"
12/04/2006 23.00,2,"18,85541744","3,73423253","13,13186647"
13/04/2006 0.00,2,"25,69047328","3,49598445","20,33763808"
13/04/2006 1.00,1,"16,90865919","3,08876787","12,17533685"
13/04/2006 2.00,2,"17,69981229","3,19352834","12,80610182"
13/04/2006 3.00,1,"8,93615455","3,14706263","4,10776566"
13/04/2006 4.00,1,"7,74682937","3,0659565","3,04221188"
13/04/2006 5.00,1,"7,75201662","2,5294784","3,87155335"
13/04/2006 6.00,1,"7,42777393","1,85275394","4,58667959"
13/04/2006 7.00,1,"11,51194742","1,26558404","9,57570134"
13/04/2006 8.00,1,"20,05122048","1,2174274","18,19486924"
13/04/2006 9.00,1,"22,6698192","1,19039244","20,85678432"
13/04/2006 10.00,1,"18,21082106","1,34837861","16,1520177"
13/04/2006 11.00,2,"15,36007112","1,15997811","13,58871402"
13/04/2006 12.00,2,"11,9166031","1,49453823","9,62891422"
13/04/2006 13.00,2,"9,78956428","2,12648416","6,52959472"
13/04/2006 14.00,2,"7,64307086","1,91527229","4,70608399"
13/04/2006 15.00,2,"8,12684319","2,68070583","4,01431857"
13/04/2006 16.00,2,"9,99967396","3,62947081","4,43093572"
13/04/2006 17.00,2,"11,68703882","4,52416463","4,74501996"
13/04/2006 18.00,2,"14,93336626","4,89758876","7,41993473"
13/04/2006 19.00,2,"13,70902279","4,93476183","6,13763663"
13/04/2006 20.00,2,"16,57792908","4,29098686","9,99750958"
13/04/2006 21.00,1,"13,54171323","3,52639878","8,13376463"
13/04/2006 22.00,2,"10,0333959","3,06257713","5,33555263"
13/04/2006 23.00,2,"9,94260841","2,74913869","5,72621247"
14/04/2006 0.00,1,"8,97117474","2,61480811","4,96046794"
14/04/2006 1.00,,"7,72218751","2,68577488","3,60159616"
14/04/2006 2.00,2,"11,7479972","3,09299146","7,00461582"
14/04/2006 3.00,2,"10,05544509","2,71027469","5,89882974"
14/04/2006 4.00,1,"8,67935574","1,99384326","5,62238322"
14/04/2006 5.00,2,"7,71700026","1,31627459","5,70025516"
14/04/2006 6.00,1,"20,53759504","1,99046389","17,49401799"
14/04/2006 7.00,2,"41,3643992","2,20251999","38,00947016"
14/04/2006 8.00,1,"32,09232728","2,312352","28,56225904"
14/04/2006 9.00,2,"20,04083832","1,50721024","17,73931421"
14/04/2006 10.00,2,"17,15897632","2,72379217","12,98649902"
14/04/2006 11.00,2,"19,04088526","4,80212218","11,67694728"
14/04/2006 12.00,2,"14,68434738","4,50726903","7,77036035"
14/04/2006 13.00,2,"12,00479792","4,58752969","4,96565902"
14/04/2006 14.00,2,"11,19159373","4,15919018","4,80991515"
14/04/2006 15.00,2,"12,6493943","5,08092145","4,85274395"
14/04/2006 16.00,2,"17,06818691","5,56079573","8,53740313"
14/04/2006 17.00,2,"16,76858607","5,51010394","8,31546582"
14/04/2006 18.00,2,"13,45222207","4,31886728","6,82680747"
14/04/2006 19.00,2,"17,72186147","5,9097188","8,65550928"
14/04/2006 20.00,2,"18,38331978","6,62783992","8,21423306"
14/04/2006 21.00,2,"53,30692328","6,26708905","43,71621656"
14/04/2006 22.00,2,"56,6803796","6,00941022","47,48782776"
14/04/2006 23.00,3,"78,00780272","5,44758559","69,69312656"
15/04/2006 0.00,2,"45,79228528","4,27071064","39,2632068"
15/04/2006 1.00,2,"34,52802408","3,80604477","28,70502808"
15/04/2006 2.00,2,"26,52701152","3,67931715","20,89313144"
15/04/2006 3.00,2,"18,28734312","3,41572379","13,0526982"
15/04/2006 4.00,2,"15,96835098","3,32363658","10,87356503"
15/04/2006 5.00,2,"17,00593219","3,15466559","12,1714421"
15/04/2006 6.00,2,"18,6984843","3,09383693","13,95861336"
15/04/2006 7.00,2,"30,0029128","3,09552537","25,26826544"
15/04/2006 8.00,2,"40,44226072","4,98967846","32,80500616"
15/04/2006 9.00,2,"36,52669504","5,2887552","28,42729096"
15/04/2006 10.00,2,"33,37633088","6,02546285","24,1430152"
15/04/2006 11.00,2,"32,15328184","6,07868855","22,83734864"
15/04/2006 12.00,2,"23,0135012","5,32508281","14,84895337"
15/04/2006 13.00,2,"16,2186681","4,81394998","8,83461588"
15/04/2006 14.00,2,"13,23433055","4,85281148","5,78851117"
15/04/2006 15.00,2,"12,31477518","4,75058492","5,02536122"
15/04/2006 16.00,2,"11,83619011","3,55765858","6,37904193"
15/04/2006 17.00,2,"11,96848139","4,5419082","4,99940391"
15/04/2006 18.00,2,"13,10074102","4,79198282","5,74827504"
15/04/2006 19.00,2,"14,68434738","5,44674137","6,3271273"
15/04/2006 20.00,2,"48,71177544","6,19612228","39,2268788"
15/04/2006 21.00,2,"113,92105168","11,17649937","96,83033376"
15/04/2006 22.00,3,"105,55945504","12,04922604","87,12224936"
15/04/2006 23.00,2,"77,73415728","9,30263122","63,49708024"
16/04/2006 0.00,2,"49,45623176","6,5112504","39,48775208"
16/04/2006 1.00,,"31,81218104","5,99082368","22,63098648"
16/04/2006 2.00,"2,05530615","30,94059584","6,23751894","21,37983104"
16/04/2006 3.00,"1,79703798","22,79821","6,11163678","13,42518066"
16/04/2006 4.00,"1,9216571","25,4323724","6,1944326","15,93397513"
16/04/2006 5.00,"2,01196059","22,04467168","6,3634011","12,28435718"
16/04/2006 6.00,"2,01196059","19,94357488","6,80610355","9,50172224"
16/04/2006 7.00,"1,89998381","19,06293445","7,26823427","7,91053098"
16/04/2006 8.00,"1,91623852","23,0887384","6,83313727","12,60752724"
16/04/2006 9.00,"2,1347725","30,00419384","7,61462344","18,32724465"
16/04/2006 10.00,"2,10768165","30,10535776","6,37860951","20,32725592"
16/04/2006 11.00,2,"20,96559624","6,02799675","11,7197799"
16/04/2006 12.00,2,"18,1083608","6,02546285","8,86446794"
16/04/2006 13.00,2,"19,97080176","5,74835202","11,15391012"
16/04/2006 14.00,2,"14,95282086","5,21187266","6,95659403"
16/04/2006 15.00,2,"14,10070746","5,3825321","5,84172213"
16/04/2006 16.00,2,"16,01244934","5,53798561","7,51597831"
16/04/2006 17.00,2,"15,01377924","5,42815484","6,68533859"
16/04/2006 18.00,2,"11,73502619","5,10119767","3,90659458"
16/04/2006 19.00,"2,12213017","21,58554312","5,47462055","13,19027234"
16/04/2006 20.00,2,"32,05989976","5,89958069","23,019046"
16/04/2006 21.00,"2,082397","30,6552872","6,23920987","21,09171176"
16/04/2006 22.00,2,"37,90016112","6,55095863","27,86269648"
16/04/2006 23.00,2,"26,86163064","6,95479583","16,19614283"
17/04/2006 0.00,2,"22,07189856","7,20149109","11,02411782"
17/04/2006 1.00,2,"18,37035069","7,28006331","7,19929566"
17/04/2006 2.00,"1,83496598","18,28993579","7,47944614","6,81253057"
17/04/2006 3.00,"1,86386302","17,71667422","6,95479583","7,04485004"
17/04/2006 4.00,"1,77355952","20,24188512","6,82806821","9,76648835"
17/04/2006 5.00,2,"15,73749227","6,44957628","5,84042388"
17/04/2006 6.00,"1,84580212","15,36266379","6,36678171","5,59253117"
17/04/2006 7.00,"1,79703798","13,96971252","6,09981024","4,60874407"
17/04/2006 8.00,"1,86566819","14,13442941","6,08460182","4,7969365"
17/04/2006 9.00,"1,97764498","16,20440076","6,33805707","6,47897834"
17/04/2006 10.00,"1,85483206","17,5312083","6,50871525","7,54453021"
17/04/2006 11.00,"1,90540238","14,00213813","5,49743068","5,56657386"
17/04/2006 12.00,"2,11310023","18,15116092","5,99335759","8,95661486"
17/04/2006 13.00,"1,9722264","18,43519808","6,87960423","7,87938259"
17/04/2006 14.00,"2,09142694","12,4613319","5,5278475","3,97797718"
17/04/2006 15.00,"1,75549862","11,18251555","5,22201202","3,16810561"
17/04/2006 16.00,"1,87289296","10,71949607","4,74044805","3,44455213"
17/04/2006 17.00,"1,89095387","11,48341464","5,45603402","3,10970166"
17/04/2006 18.00,"1,77717089","13,31474162","5,72976548","4,52178631"
17/04/2006 19.00,"1,94874794","14,92947534","6,30764149","5,24989312"
17/04/2006 20.00,"1,93429942","13,59099694","5,14597495","5,69506217"
17/04/2006 21.00,"2,12393636","16,11231693","5,56755447","7,57048752"
17/04/2006 22.00,"1,96139027","15,01637191","6,05334203","5,72751072"
17/04/2006 23.00,"1,96500265","18,28734121","6,1437408","8,86187144"
18/04/2006 0.00,"1,80787412","15,42492042","6,53744115","5,39265834"
18/04/2006 1.00,,"21,06415984","6,76893048","10,68018726"
18/04/2006 2.00,2,"19,36901888","7,02491839","8,590616"
18/04/2006 3.00,2,"16,93978655","7,06209146","6,1025935"
18/04/2006 4.00,2,"23,23399304","7,24119931","12,12601298"
18/04/2006 5.00,2,"26,00822856","7,35103008","14,7334418"
18/04/2006 6.00,2,"20,07326584","7,29442501","8,88133942"
18/04/2006 7.00,2,"25,2883988","7,658554","13,54069222"
18/04/2006 8.00,2,"23,34683928","7,83428374","11,3278199"
18/04/2006 9.00,2,"23,39093","8,09449772","10,97221085"
18/04/2006 10.00,2,"19,38198224","6,8179301","8,92157364"
18/04/2006 11.00,2,"22,44024536","7,01055669","11,68604075"
18/04/2006 12.00,2,"24,35587816","7,04519461","13,54977614"
18/04/2006 13.00,2,"15,34710202","6,01025444","6,12465989"
18/04/2006 14.00,2,"15,78937057","6,06263592","6,48676592"
18/04/2006 15.00,2,"13,8166703","5,94351126","4,69570183"
18/04/2006 16.00,2,"11,2551467","4,6120295","4,17785002"
18/04/2006 17.00,2,"12,22917303","5,27270132","4,13761771"
18/04/2006 18.00,2,"11,8776939","5,3825321","3,6171694"
18/04/2006 19.00,2,"14,51963049","5,92323628","5,43029606"
18/04/2006 20.00,2,"13,3886691","5,80664677","4,47765926"
18/04/2006 21.00,2,"12,83097121","6,01109866","3,60548899"
18/04/2006 22.00,1,"12,21750027","4,98038332","4,57499918"
18/04/2006 23.00,2,"20,92018624","5,57431321","12,37131876"
19/04/2006 0.00,2,"19,62321928","6,58644201","9,51859373"
19/04/2006 1.00,2,"19,685474","7,17699004","8,67367902"
19/04/2006 2.00,2,"17,12395613","7,1972675","6,07923268"
19/04/2006 3.00,2,"19,37029992","7,19642204","8,32844447"
19/04/2006 4.00,1,"15,16552512","7,4701535","3,70023433"
19/04/2006 5.00,2,"14,49887955","7,11109232","3,58472276"
19/04/2006 6.00,1,"14,48850313","6,65487488","4,27519185"
19/04/2006 7.00,1,"13,74793199","6,51040494","3,75604178"
19/04/2006 8.00,2,"16,52475254","6,55180409","6,47119077"
19/04/2006 9.00,1,"17,31461121","6,46816406","7,39008458"
19/04/2006 10.00,1,"18,28085762","6,95395162","7,61072174"
19/04/2006 11.00,2,"19,3560364","7,1415079","8,39853074"
19/04/2006 12.00,2,"17,96050584","7,04012555","7,15776511"
19/04/2006 13.00,1,"23,29364744","7,56477711","11,68863342"
19/04/2006 14.00,2,"16,95145931","5,74497265","8,13765746"
19/04/2006 15.00,1,"15,14477418","6,17753575","5,66521202"
19/04/2006 16.00,2,"14,01640547","6,03982455","4,74761646"
19/04/2006 17.00,1,"14,38085562","6,0448936","5,10453141"
19/04/2006 18.00,2,"18,76073711","5,48053507","10,35442453"
19/04/2006 19.00,2,"25,38048072","5,61486565","16,7723986"
19/04/2006 20.00,2,"24,58285168","5,69259116","15,85480686"
19/04/2006 21.00,2,"26,23390192","6,12262036","16,8463777"
19/04/2006 22.00,2,"17,45338799","6,0305319","8,20125441"
19/04/2006 23.00,2,"21,7476616","6,04404938","12,47773494"
20/04/2006 0.00,2,"14,73492934","6,20372524","5,21484998"
20/04/2006 1.00,,"16,1149096","6,39128277","6,30765932"
20/04/2006 2.00,"1,95055413","14,42884299","6,30172822","4,75799862"
20/04/2006 3.00,"1,73201914","14,06698743","5,95871967","4,92282831"
20/04/2006 4.00,"1,76994714","17,72575239","6,52983819","7,70676532"
20/04/2006 5.00,"1,77355952","22,90975608","6,5450441","12,87099893"
20/04/2006 6.00,"1,91443233","37,52407072","6,98689985","26,81662216"
20/04/2006 7.00,"2,29551341","97,20175888","22,02013703","63,44128808"
20/04/2006 8.00,"2,32260426","138,9941784","41,89351368","74,73275704"
20/04/2006 9.00,"2,06433609","38,46047272","8,95455237","24,73093608"
20/04/2006 10.00,"1,89095387","34,66161552","8,44341954","21,7146796"
20/04/2006 11.00,"1,82051746","22,789128","6,37015984","13,01894758"
20/04/2006 12.00,"1,83315979","15,89701999","5,39773926","7,61591473"
20/04/2006 13.00,2,"16,40932318","5,63598734","7,76257469"
20/04/2006 14.00,"1,99389969","17,67257585","5,43153296","9,34078538"
20/04/2006 15.00,"1,73382533","14,48331587","4,99812689","6,81512706"
20/04/2006 16.00,"1,8494145","11,09432073","4,32900664","4,45170195"
20/04/2006 17.00,"1,81871127","9,96465568","2,79391597","5,67948893"
20/04/2006 18.00,2,"14,5779962","2,56665147","10,64514604"
20/04/2006 19.00,"1,82593502","13,92691431","2,73730965","9,73144522"
20/04/2006 20.00,2,"22,53622776","4,75396429","15,24869712"
20/04/2006 21.00,2,"29,78502128","5,84973436","20,81915616"
20/04/2006 22.00,2,"66,67486248","6,6100976","56,56644352"
20/04/2006 23.00,2,"54,581864","6,55180284","44,55464768"
21/04/2006 0.00,"2,10226307","38,62779184","5,74074781","29,83547896"
21/04/2006 1.00,"1,92346329","25,4531176","5,49996583","17,02158765"
21/04/2006 2.00,"1,82954741","16,77377333","5,26509836","8,69704174"
21/04/2006 3.00,"1,95958408","15,63373377","4,9913669","7,97672251"
21/04/2006 4.00,"1,87289296","22,5167636","5,12147389","14,66464995"
21/04/2006 5.00,"1,99570588","34,80170776","5,34028997","26,62194232"
21/04/2006 6.00,"2,00112344","54,75436464","6,30848571","45,10103992"
21/04/2006 7.00,"2,58448379","108,59697296","20,99871933","76,41350064"
21/04/2006 8.00,2,"54,97355632","7,28006331","43,82782"
21/04/2006 9.00,2,"43,82087944","7,83681764","31,81212368"
21/04/2006 10.00,2,"24,75535232","6,51800914","14,75940102"
21/04/2006 11.00,2,"18,57916212","5,3369106","10,39335094"
21/04/2006 12.00,2,"14,88537888","4,98376394","7,23953179"
21/04/2006 13.00,2,"13,25897241","4,88238159","5,76774302"
21/04/2006 14.00,2,"15,20702699","4,00796275","9,06044602"
21/04/2006 15.00,"1,81329269","13,64028257","4,13046553","7,30442507"
21/04/2006 16.00,2,"12,33941704","4,01810086","6,17527626"
21/04/2006 17.00,2,"7,49262323","0,74346764","6,37125435"
21/04/2006 18.00,2,"11,33685602","2,20674482","7,95465803"
21/04/2006 19.00,2,"17,67776502","3,20197677","12,7710606"
21/04/2006 20.00,"2,09323313","38,5149456","3,82209615","32,67001896"
21/04/2006 21.00,"2,22688219","48,3447288","3,74183549","42,62989464"
21/04/2006 22.00,2,"33,8185956","4,3104201","27,22026448"
21/04/2006 23.00,2,"23,64643056","4,18538092","17,2331428"
22/04/2006 0.00,"1,82232264","23,10688328","4,47516502","16,24805937"
22/04/2006 1.00,,"20,06160264","4,27916031","13,50175434"
22/04/2006 2.00,2,"16,979994","4,38392078","10,25708078"
22/04/2006 3.00,2,"17,81394722","4,39997341","11,06695236"
22/04/2006 4.00,2,"12,59492142","3,877857","6,64640262"
22/04/2006 5.00,2,"13,7972157","3,61341818","8,25576362"
22/04/2006 6.00,2,"22,12379024","3,52301941","16,72696948"
22/04/2006 7.00,2,"19,03180709","2,86826211","14,63869073"
22/04/2006 8.00,2,"18,1343009","3,41741472","12,89694668"
22/04/2006 9.00,2,"15,05528302","4,0806192","8,79697816"
22/04/2006 10.00,2,"15,1421796","3,64890282","9,54714754"
22/04/2006 11.00,2,"14,78291671","3,40474146","9,56272269"
22/04/2006 12.00,2,"10,90885482","2,8555901","6,52959472"
22/04/2006 13.00,2,"12,54174488","3,5323133","7,12402022"
22/04/2006 14.00,2,"10,16439085","3,5247091","4,75670037"
22/04/2006 15.00,2,"8,43033495","2,67648224","4,32450998"
22/04/2006 16.00,2,"9,0217567","2,64775635","4,96046794"
22/04/2006 17.00,2,"11,08653889","3,14452748","6,26353227"
22/04/2006 18.00,2,"13,12927571","3,34898061","7,993594"
22/04/2006 19.00,2,"14,1279439","3,43938063","8,85408386"
22/04/2006 20.00,2,"21,22887864","3,46134529","15,92618373"
