"NetC","Provincia di Lecce","","","","","","","","","","","","","","",""
"Stat","Lecce-Piazza Palio","","","","","","","","","","","","","","",""
,NO2,NOX,CO,O3,PM10,BENZENE

,,,,,,

01/01/2012 1.00,"39,05120424","53,8009076","0,54009517","45,46239915","24,90842","1,71756045"
01/01/2012 2.00,"45,10625968","76,14752232","0,56628204","35,51892015","24,90842","2,2245858"
01/01/2012 3.00,"46,58870976","82,78447584","0,47437286","36,88637295","24,90842","1,61047035"
01/01/2012 4.00,"45,9801584","83,47621832","0,47737506","39,2126427","24,90842","1,5147198"
01/01/2012 5.00,"43,51350632","79,51493672","0,44141384","43,07338665","24,90842","1,79597115"
01/01/2012 6.00,"39,2166496","68,28394432","0,38041095","39,81032475","24,90842","1,28686095"
01/01/2012 7.00,"36,40159288","65,04360144","0,36556069","37,7315946","24,90842","1,2518253"
01/01/2012 8.00,"34,03291168","63,3008708","0,36852212","39,6653481","24,90842","1,2385026"
01/01/2012 9.00,"33,80519248","59,44786576","0,36413823","48,47451","24,90842","1,1839914"
01/01/2012 10.00,"34,91136096","54,82461152","0,3871062","52,3572987","24,90842","1,267182"
01/01/2012 11.00,"36,81942224","52,02190632","0,3776266","60,59674845","24,90842","1,39059495"
01/01/2012 12.00,"36,70911896","46,3328268","0,32418805","69,81452625","24,90842","1,1875509"
01/01/2012 13.00,"36,6954864","46,2705912","0,30045001","71,4015687","24,90842","0,96274305"
01/01/2012 14.00,"24,61005944","30,07922072","0,29114865","77,08075515","24,90842","0,9077742"
01/01/2012 15.00,"16,05464145","20,41197664","0,30414306","78,0963897","24,90842","0,82900755"
01/01/2012 16.00,"21,56795272","26,79478712","0,327485","72,4307493","24,90842","0,90579105"
01/01/2012 17.00,"34,7731616","48,60455048","0,4798635","49,70971425","24,90842","1,2707415"
01/01/2012 18.00,"40,18786912","69,80234","0,5871169","38,78960295","24,90842","2,13341175"
01/01/2012 19.00,"42,75507328","84,26201208","0,66917134","28,05941565","24,90842","1,98798075"
01/01/2012 20.00,"51,13837112","146,72003504","1,15558214","12,55894395","24,90842","4,077153"
01/01/2012 21.00,"56,50397848","196,5681312","1,24580091","10,98367998","24,90842","5,3345718"
01/01/2012 22.00,"58,63390824","219,3930136","1,3779154","11,04047364","24,90842","6,00869025"
01/01/2012 23.00,"56,63632712","230,9250504","1,31989607","10,15964922","24,90842","6,31684125"
02/01/2012 0.00,"54,89436128","265,4919072","1,88655324","9,78832985","24,90842","7,53612255"
02/01/2012 1.00,"53,89719592","290,390736","1,86174922","8,93462745","42,00244","7,2838557"
02/01/2012 2.00,"51,83927208","259,488992","1,1886297","10,24527063","42,00244","5,7631356"
02/01/2012 3.00,"43,00095648","183,95751608",,"15,43870251","42,00244","3,89699145"
02/01/2012 4.00,"39,01682648","136,52381704","0,62329481",,"42,00244","2,91924765"
02/01/2012 5.00,"37,29692512","106,56000464","0,53016238","34,1972526","42,00244","2,1922452"
02/01/2012 6.00,"35,60295048","96,19967968","0,56932385","20,76437895","42,00244","2,26043505"
02/01/2012 7.00,"36,49373216","114,25177032","0,90356352","7,71044957","42,00244","2,394018"
02/01/2012 8.00,"43,592644","211,4639496","1,46176744","7,54428801","42,00244","4,73449095"
02/01/2012 9.00,"52,91104368","317,0897128","1,62552101","8,01225516","42,00244","6,29548425"
02/01/2012 10.00,"57,1534084","306,0649296","0,78894383","26,04849555","42,00244","5,1426639"
02/01/2012 11.00,"55,27389328","216,439356","0,45197923","50,34468285","42,00244","1,9871163"
02/01/2012 12.00,"53,00123272","160,93923488","0,3600118","56,5766439","42,00244","1,7395785"
02/01/2012 13.00,"53,47028456","94,87967312","0,38333393","62,7856824","42,00244","1,59236775"
02/01/2012 14.00,"38,60226664","44,84037696","0,33953226","69,89847585","42,00244","1,42741035"
02/01/2012 15.00,"27,61067576","32,20702816","0,32847292","77,6750457","42,00244","1,39690035"
02/01/2012 16.00,"21,93062088","26,07902992","0,34624732","71,20827315","42,00244","1,3738653"
02/01/2012 17.00,"33,94662312","43,35764008","0,41410158","54,7844556","42,00244","1,6946271"
02/01/2012 18.00,"41,34204792","61,67876824","0,5617199","43,66681935","42,00244","2,52526185"
02/01/2012 19.00,"45,73297504","79,80150728","0,79372382","25,36943745","42,00244","3,5777043"
02/01/2012 20.00,"48,3150928","102,30437064","0,90018502","14,7952412","42,00244","4,7648484"
02/01/2012 21.00,"51,15999584","122,3409452","1,03259775","17,24020347","42,00244","5,36767515"
02/01/2012 22.00,"49,45045752","119,33271912","0,92350832","24,12747015","42,00244","5,3612172"
02/01/2012 23.00,"46,65683432","112,17581632","0,79589422","24,51829065","42,00244","5,05301535"
03/01/2012 0.00,"42,5935284","102,85542816","0,72744697","33,7004577","42,00244","3,7661544"
03/01/2012 1.00,"38,8701952","94,12439488","0,74184404","28,02210915","15,83672","3,33530235"
03/01/2012 2.00,"36,36138352","87,756498","0,54570464","45,2385801","15,83672","2,9429946"
03/01/2012 3.00,"36,94138872","77,9064476","0,41732048","53,06602245","15,83672","1,6418448"
03/01/2012 4.00,"35,46151984","74,29072176","0,38278172","48,2057835","15,83672","1,4436315"
03/01/2012 5.00,"34,40208064","73,3182212","0,38562432","53,05501005","15,83672","1,21526415"
03/01/2012 6.00,"34,00631576","72,99081032","0,36656725","49,70209335","15,83672","1,058697"
03/01/2012 7.00,"35,75931384","76,42631104","0,37849569","38,4403383","15,83672","1,03047525"
03/01/2012 8.00,"39,64419192","83,81273032","0,38809296","46,2016464","15,83672","1,1131065"
03/01/2012 9.00,"41,8922068","81,95524144","0,39867815","51,3365769","15,83672","1,3696956"
03/01/2012 10.00,"43,4869104","76,64477616","0,36694238","64,6677255","15,83672","1,1446335"
03/01/2012 11.00,"45,02190224","69,78547616","0,34553551","69,8764311","15,83672","0,94789485"
03/01/2012 12.00,"44,88177176","61,14520552","0,3434222","70,8615222","15,83672","0,9077742"
03/01/2012 13.00,"43,33444752","55,32903536","0,34502291","71,29812795","15,83672","0,9191646"
03/01/2012 14.00,"32,04571272","38,68318248","0,3265961","74,981676","15,83672","0,9103167"
03/01/2012 15.00,"24,62889264","29,47237104","0,32805818","73,0004415","15,83672","0,86185665"
03/01/2012 16.00,"31,38655072","37,57389744","0,34871479","70,3155705","15,83672","0,9604548"
03/01/2012 17.00,"36,50411432","46,5493608","0,38133945","61,2469788","15,83672","1,09983465"
03/01/2012 18.00,"40,8048524","60,43137944","0,48549162","52,81592925","15,83672","1,56979035"
03/01/2012 19.00,"41,88247472","72,59531312","0,51080823","47,10791505","15,83672","2,71015245"
03/01/2012 20.00,"42,454048","83,01332312","0,38765841","50,03864985","15,83672","1,6759143"
03/01/2012 21.00,"42,53383576","82,89988416","0,38902146","54,41228835","15,83672","1,1327346"
03/01/2012 22.00,"41,30765104","85,0775948","0,38783666","50,0022012","15,83672","1,22278995"
03/01/2012 23.00,"38,97269752","90,13911768","0,41641178","43,7431281","15,83672","1,36771245"
04/01/2012 0.00,"36,2251344","93,96296472","0,56847457","36,04368495","15,83672","1,6357428"
04/01/2012 1.00,"33,93949136","101,60738928","0,67395017","14,00003619","24,42001","1,9212147"
04/01/2012 2.00,"31,98797032","109,75040608","0,64519564","27,7126647","24,42001","2,1074274"
04/01/2012 3.00,"30,71052488","102,66677112",,"41,34479895","24,42001","1,72813725"
04/01/2012 4.00,"31,28794888","94,11273168","0,46977227",,"24,42001","1,34218575"
04/01/2012 5.00,"29,48564032","89,5089416","0,48936291","29,65238325","24,42001","1,323117"
04/01/2012 6.00,"26,49542528","88,62462248","0,54951536","23,9960595","24,42001","1,5002784"
04/01/2012 7.00,"29,88853696","93,71335312","0,60597592","19,52070194","24,42001","1,838736"
04/01/2012 8.00,"32,3623208","100,3691016","0,64501856","18,93066074","24,42001","2,0769174"
04/01/2012 9.00,"33,737718","107,92213256","0,70675191","21,1136436","24,42001","2,4490377"
04/01/2012 10.00,"37,67320672","111,71745256","0,63467103","37,3060212","24,42001","2,1470904"
04/01/2012 11.00,"41,30181944","113,42125488","0,62542792","30,8714679","24,42001","2,05174665"
04/01/2012 12.00,"41,98432696","104,59360824","0,59912339","42,00095445","24,42001","1,88882325"
04/01/2012 13.00,"43,92871624","88,356866","0,61837734","46,79509905","24,42001","2,20012695"
04/01/2012 14.00,"40,63877608","48,07033768","0,5279116","63,46476045","24,42001","1,941453"
04/01/2012 15.00,"30,32386112","35,82340408","0,44315086","67,26954465","24,42001","1,4460723"
04/01/2012 16.00,"29,56089664","34,56500216","0,47767097","62,38299165","24,42001","1,32367635"
04/01/2012 17.00,"40,2280976","49,90446192","0,63241909","39,60515895","24,42001","1,783818"
04/01/2012 18.00,"47,90378336","80,597014","0,74905306","13,61091543","24,42001","2,67445575"
04/01/2012 19.00,"50,6357828","109,53192184","0,94916162","10,37582742","24,42001","3,1127319"
04/01/2012 20.00,"52,4218776","138,63673","1,01391698","9,64166543","24,42001","4,737186"
04/01/2012 21.00,"49,08325792","137,46972168","0,85286854","17,77090938","24,42001","4,11951105"
04/01/2012 22.00,"44,6864992","126,45916376","0,78872597","23,8799106","24,42001","3,6332325"
04/01/2012 23.00,"40,1521912","115,226202","0,69764744","28,6748931","24,42001","2,96653815"
05/01/2012 0.00,"36,17907432","110,00259888","0,88877151","19,83098229","24,42001","3,5496351"
05/01/2012 1.00,"34,00048416","108,74224672","0,82863771","21,2374134","31,50182","3,4524099"
05/01/2012 2.00,"32,10020472","104,60722168","0,67795777","24,5649138","31,50182","2,71849185"
05/01/2012 3.00,"31,45662552","99,11456192","0,60285605","28,1501283","31,50182","1,9879299"
05/01/2012 4.00,"29,04706576","93,6154396","0,59466027","24,4216329","31,50182","2,0887146"
05/01/2012 5.00,"27,62558936","92,021214","0,53612601","32,94086145","31,50182","1,8719919"
05/01/2012 6.00,"30,937594","86,03193136","0,47445208","40,26558375","31,50182","1,28757285"
05/01/2012 7.00,"32,14561472","87,55682784","0,54027341","20,5066449","31,50182","1,43076645"
05/01/2012 8.00,"33,7500504","117,77090192","0,94163688","6,81012003","31,50182","1,8469737"
05/01/2012 9.00,"37,3611492","171,8603112","1,03822587","11,16001205","31,50182","3,9330441"
05/01/2012 10.00,"42,53255472","164,43308984","0,59363274","36,8024433","31,50182","2,386899"
05/01/2012 11.00,"43,97997696","128,23684576","0,56158126","51,82828455","31,50182","1,84570245"
05/01/2012 12.00,"45,79719912","107,60380368","0,54179374","50,88217575","31,50182","1,51660125"
05/01/2012 13.00,"45,3300784","57,4354284","0,51975427","64,53803055","31,50182","1,9316898"
05/01/2012 14.00,"37,5642036","42,58872928","0,49528694","65,9766849","31,50182","1,7641899"
05/01/2012 15.00,"30,04683144","34,23109048","0,45537637","68,7709218","31,50182","1,4574627"
05/01/2012 16.00,"32,15664696","36,23121456","0,51138141","57,8966157","31,50182","1,51741485"
05/01/2012 17.00,"39,84919656","48,39126688","0,58381878","44,23314","31,50182","2,097054"
05/01/2012 18.00,"43,48496016","59,31561272","0,60984721","43,3777239","31,50182","2,21487345"
05/01/2012 19.00,"44,70206288","65,81249312","0,6158691","36,95504085","31,50182","2,226213"
05/01/2012 20.00,"45,0932772","72,07406368","0,6000915","38,8794777","31,50182","2,39874705"
05/01/2012 21.00,"44,66703504","81,89690632","0,64880947","28,52991645","31,50182","2,20978845"
05/01/2012 22.00,"42,5455372","89,27554376","0,5652347","38,2411176","31,50182","2,2603842"
05/01/2012 23.00,"41,9557808","82,07715056","0,35604148","55,48555845","31,50182","1,5582474"
06/01/2012 0.00,"40,83858008","50,22149064","0,30295825","72,05179905","31,50182","0,8712639"
06/01/2012 1.00,"29,7165908","33,74356872","0,28388138","75,05120175","11,47741","0,7622415"
06/01/2012 2.00,"26,9865416","31,72078744","0,30965234","72,51467895","11,47741","0,72720585"
06/01/2012 3.00,"24,23052744","27,75365512",,"72,76477215","11,47741","0,6904413"
06/01/2012 4.00,"23,53180616","28,363086","0,3057228",,"11,47741","0,62926875"
06/01/2012 5.00,"28,66686456","37,36254496","0,33793272","61,6818888","11,47741","0,65133765"
06/01/2012 6.00,"31,8088924","45,03356544","0,33633317","56,07899115","11,47741","0,71662905"
06/01/2012 7.00,"32,7022744","44,30226368","0,32294383","60,9239883","11,47741","0,6776271"
06/01/2012 8.00,"33,07402456","41,00937904","0,33959168","60,86974425","11,47741","0,71825625"
06/01/2012 9.00,"30,29336472","35,2645456","0,34444973","64,6609425","11,47741","0,8037351"
06/01/2012 10.00,"31,24316984","36,7881228","0,37407218","56,62326705","11,47741","0,9769302"
06/01/2012 11.00,"33,9596056","39,8786796","0,36016907","57,94918395","11,47741","1,1358873"
06/01/2012 12.00,"30,18631184","35,39356736","0,36157173","57,1048002","11,47741","1,02874635"
06/01/2012 13.00,"28,5903272","33,46154872","0,34664109","64,304037","11,47741","0,99793125"
06/01/2012 14.00,"25,02203808","29,94241712","0,30414306","65,7834093","11,47741","0,8748234"
06/01/2012 15.00,"24,81443312","29,67531072","0,29754799","65,53924125","11,47741","0,8008875"
06/01/2012 16.00,"27,48869016","33,04530632","0,28972618","65,91904935","11,47741","0,8426862"
06/01/2012 17.00,"25,70714592","30,3560592","0,2839804","68,37333825","11,47741","0,8732979"
06/01/2012 18.00,"23,0776488","26,98669456","0,29397261","66,75579225","11,47741","0,9077742"
06/01/2012 19.00,"20,88997664","24,6954876","0,29657988","66,12844455","11,47741","0,934623"
06/01/2012 20.00,"20,37224528","24,2617504","0,29677676","65,3289882","11,47741","0,88911225"
06/01/2012 21.00,"19,67742448","22,9313808","0,2913665","63,05442885","11,47741","0,93406365"
06/01/2012 22.00,"16,70796994","20,15460232","0,29338079","61,67343","11,47741","0,93833505"
06/01/2012 23.00,"13,31940499","16,5777723","0,27613995","62,04388155","11,47741","0,91748655"
07/01/2012 0.00,"12,28589442","15,54498446","0,28789131","63,0222096","11,47741","0,88555275"
07/01/2012 1.00,"12,26513393","15,31158662","0,28832469","62,66783775","13,18681","0,82260045"
07/01/2012 2.00,"12,83021979","16,08893317","0,29089235","61,0062222","13,18681","0,8144136"
07/01/2012 3.00,"12,64986274","15,74531809","0,28429612","60,728997","13,18681","0,83124495"
07/01/2012 4.00,"12,28784849","15,54692897","0,29879105","59,58875475","13,18681","0,85646655"
07/01/2012 5.00,"12,52594985","16,07466774","0,28348644","59,60571225","13,18681","0,86511105"
07/01/2012 6.00,"12,29432634","15,67011148","0,29472287","58,98514755","13,18681","0,8779761"
07/01/2012 7.00,"12,57395061","15,8328418","0,29582845","57,2523105","13,18681","0,8846883"
07/01/2012 8.00,"14,14010805","17,55934338","0,39630854","56,91234255","13,18681","0,8911971"
07/01/2012 9.00,"15,58169295","19,82459112","0,40596522","56,7724731","13,18681","0,9286227"
07/01/2012 10.00,"16,425753","20,65445648","0,40258789","56,5537413","13,18681","0,9851679"
07/01/2012 11.00,"16,9493064","20,98899912","0,40750535","58,35696195","13,18681","0,98226945"
07/01/2012 12.00,"16,88702491","21,49858536","0,39670347","61,59456765","13,18681","0,972252"
07/01/2012 13.00,"18,11062652","22,3051052","0,33133649","64,30150335","13,18681","0,90751995"
07/01/2012 14.00,"20,1445452","24,80116384","0,29359748","65,0950146","13,18681","0,9544545"
07/01/2012 15.00,"20,31580304","24,91332176","0,28909475","66,1174122","13,18681","0,93009735"
07/01/2012 16.00,"22,42758792","27,59610632","0,3080726","63,4800222","13,18681","0,9611667"
07/01/2012 17.00,"27,3842376","33,40644488","0,32798012","60,19659135","13,18681","1,12536135"
07/01/2012 18.00,"32,3714028","40,39218544","0,3540668","56,66903235","13,18681","1,1872458"
07/01/2012 19.00,"34,0380932","42,42014824","0,35047278","57,13785735","13,18681","1,2319938"
07/01/2012 20.00,"37,0906012","49,80333624","0,39883659","47,5724907","13,18681","1,27760625"
07/01/2012 21.00,"42,3294812","68,33126632","0,41339093","45,41068875","13,18681","1,7210691"
07/01/2012 22.00,"40,33448128","59,853726","0,34620771","60,9952098","13,18681","1,26763965"
07/01/2012 23.00,"37,66800608","49,49016976","0,30680858","63,04002495","13,18681","1,0503576"
08/01/2012 0.00,"35,01711368","44,49738328","0,32543227","64,77539565","13,18681","0,96589575"
08/01/2012 1.00,"34,63433128","44,78007248","0,32714948","66,6650796","11,96581","0,9225207"
08/01/2012 2.00,"35,32398968","47,40710312","0,31510454","66,88973655","11,96581","0,87894225"
08/01/2012 3.00,"35,41806008","47,9484668",,"66,18015495","11,96581","0,7979382"
08/01/2012 4.00,"34,89837848","45,4180304","0,24396964",,"11,96581","0,89857035"
08/01/2012 5.00,"34,55712472","47,77470424","0,28429612","50,61173355","11,96581","1,0280853"
08/01/2012 6.00,"32,54851136","53,27642688","0,29239287","45,5463288","11,96581","1,0167966"
08/01/2012 7.00,"31,86858504","52,42711648","0,28939066","41,6143833","11,96581","0,9889308"
08/01/2012 8.00,"32,83852352","58,60436784","0,31541909","38,71076055","11,96581","0,993609"
08/01/2012 9.00,"33,14993096","63,82407048","0,34168402","41,87040165","11,96581","1,19970405"
08/01/2012 10.00,"35,99221456","69,04379224","0,37679712","43,54983255","11,96581","1,54487385"
08/01/2012 11.00,"40,4162384","80,4154696","0,39970451","44,77061295","11,96581","1,74349395"
08/01/2012 12.00,"45,00310728","83,84318848","0,38224699","51,41966865","11,96581","1,88343315"
08/01/2012 13.00,"44,86490792","73,84788344","0,31830247","61,51233375","11,96581","1,09515645"
08/01/2012 14.00,"44,22651024","67,48067488","0,30655228","60,307653","11,96581","0,96406515"
08/01/2012 15.00,"45,10040896","68,16268528","0,34014505","61,67257215","11,96581","1,09159695"
08/01/2012 16.00,"45,09132696","61,91474728","0,29351826","64,29727395","11,96581","1,25574075"
08/01/2012 17.00,"44,74877304","58,47538432","0,30613754","60,3992235","11,96581","0,8549919"
08/01/2012 18.00,"49,2324704","80,15612592","0,52822731","34,48379445","11,96581","1,4514624"
08/01/2012 19.00,"53,02977888","112,520722","0,82581375","13,18363232","11,96581","2,47217445"
08/01/2012 20.00,"56,39239416","135,51693872","0,67558816","23,6874729","11,96581","3,08623905"
08/01/2012 21.00,"55,9596512","132,34145088","0,59055248","35,67321345","11,96581","2,919807"
08/01/2012 22.00,"52,53734328","112,89998632","0,52757491","36,9982725","11,96581","2,30030145"
08/01/2012 23.00,"47,52555152","109,19349784","0,57992768","28,62232485","11,96581","2,712339"
09/01/2012 0.00,"44,41335088","103,17895768","0,48406915","43,66342785","11,96581","2,11022415"
09/01/2012 1.00,"42,71486392","90,37639688","0,41864392","47,1570918","12,45421","1,7356122"
09/01/2012 2.00,"39,89915712","79,49939216","0,40244925","45,5183589","12,45421","1,2986073"
09/01/2012 3.00,"35,69573984","74,81908384","0,39206328","40,53008085","12,45421","1,31726925"
09/01/2012 4.00,"33,22258696","70,42924656","0,39068042","43,55745345","12,45421","1,8557199"
09/01/2012 5.00,"32,6594456","67,50790176","0,36089953","42,09252495","12,45421","1,13797215"
09/01/2012 6.00,"32,81710912","68,4064844","0,39117438","37,6934502","12,45421","1,06403625"
09/01/2012 7.00,"35,61010136","82,99517824","0,49996674","16,80869495","12,45421","1,3968495"
09/01/2012 8.00,"42,27110784","105,01308192","0,64183928","24,1495149","12,45421","1,78336035"
09/01/2012 9.00,"48,93144512","131,68079752","0,82920972","20,043765","12,45421","3,38238945"
09/01/2012 10.00,"51,070476","141,45432968","0,70542847","32,7645234","12,45421","3,29675805"
09/01/2012 11.00,"49,63731728","117,27360984","0,58354151","56,0154105","12,45421","2,04188175"
09/01/2012 12.00,"49,7579836","91,7534384","0,64097019","42,78598695","12,45421","1,94669055"
09/01/2012 13.00,"47,63453552","86,9519284","0,64156201","52,8727269","12,45421","1,9039257"
09/01/2012 14.00,"47,54954712","81,59674144","0,64239265","33,92766825","12,45421","1,6223184"
09/01/2012 15.00,"48,43837856","96,7215792","0,48474136","40,5148191","12,45421","2,92860405"
09/01/2012 16.00,"47,73638776","86,89682456","0,43264489","48,148128","12,45421","1,4051889"
09/01/2012 17.00,"46,3720228","90,99749096","0,50624726","32,4584904","12,45421","1,81203975"
09/01/2012 18.00,"44,6073424","95,91507848","0,47459071","39,387285","12,45421","1,8338544"
09/01/2012 19.00,"44,46721192","102,9221952","0,52994569","31,07577585","12,45421","1,7785296"
09/01/2012 20.00,"47,23488928","99,27212984","0,5508586","40,8090018","12,45421","1,6326918"
09/01/2012 21.00,"50,15374848","107,26146008","0,69089393","29,1962664","12,45421","2,607588"
09/01/2012 22.00,"50,6422836","123,09626168","0,69796315","25,5322095","12,45421","3,0978837"
09/01/2012 23.00,"45,94578064","103,17245688","0,40632055","57,140391","12,45421","2,0052189"
10/01/2012 0.00,"42,09981176","81,77501632","0,42757015","59,4700722","12,45421","1,10847915"
10/01/2012 1.00,"39,73826232","62,8263124","0,41429963","62,360109","6,593407","0,9609633"
10/01/2012 2.00,"36,27509496","50,85426704","0,44129501","54,6539028","6,593407","0,89541765"
10/01/2012 3.00,"31,8458896","53,43137536",,"48,0082386","6,593407","0,97159095"
10/01/2012 4.00,"31,29118016","53,070906","0,4121071",,"6,593407","1,2171456"
10/01/2012 5.00,"31,8095616","53,25891296","0,39650659","56,052717","6,593407","1,02081375"
10/01/2012 6.00,"32,46545408","54,7487816","0,42978132","53,0499228","6,593407","1,0143558"
10/01/2012 7.00,"32,7509348","62,04830048","0,43538963","43,82111265","6,593407","1,30211595"
10/01/2012 8.00,"35,43297368","75,176972","1,1629962","26,60889105","6,593407","1,3050144"
10/01/2012 9.00,"41,69496488","98,71392144","1,03174847","39,5517528","6,593407","2,395035"
10/01/2012 10.00,"39,86802976","83,48141896","0,82318667","45,98800185","6,593407","1,5690276"
10/01/2012 11.00,"38,04042544","69,29596592","0,51270485","52,8006675","6,593407","1,3949172"
10/01/2012 12.00,"37,59276888","60,4657572","0,92157325","50,7083913","6,593407","1,31838795"
10/01/2012 13.00,"39,13231128","57,83222576","0,54434159","56,42572215","6,593407","4,28477355"
10/01/2012 14.00,"17,87966457","25,96557184","0,36773342","53,48652855","6,593407","1,67393115"
10/01/2012 15.00,"21,27015872","28,34494112","0,30530922","48,93908565","6,593407","0,9904563"
10/01/2012 16.00,"27,69564504","36,99037416","0,32264792","48,0972555","6,593407","1,0350009"
10/01/2012 17.00,"30,55676184","40,08551976","0,32845311","47,5733286","6,593407","1,05895125"
10/01/2012 18.00,"31,09005688","40,20609048","0,33540467","47,21728095","6,593407","1,00749105"
10/01/2012 19.00,"33,0026496","42,49924768","0,33872259","46,143153","6,593407","0,9604548"
10/01/2012 20.00,"34,2359852","45,45755144","0,34857732","42,82245555","6,593407","1,21200975"
10/01/2012 21.00,"35,71065344","52,24752232","0,34506252","41,7890256","6,593407","1,0596123"
10/01/2012 22.00,"35,31490768","51,0960968","0,33795136","43,89656355","6,593407","0,93599595"
10/01/2012 23.00,"34,46305432","51,10906016","0,3142739","44,62733205","6,593407","0,93660615"
11/01/2012 0.00,"33,94404192","53,55064592","0,37369705","40,72084275","6,593407","0,9686925"
11/01/2012 1.00,"33,87331704","61,27225792","0,40776282","39,95360565","7,814408","1,3432536"
11/01/2012 2.00,"32,9754036","62,16694008","0,35487648","41,7754596","7,814408","1,09413945"
11/01/2012 3.00,"32,51866504","59,97496592","0,33964993","42,8996022","7,814408","0,9653364"
11/01/2012 4.00,"31,95294248","55,52742448","0,32570837","41,96875515","7,814408","0,917334"
11/01/2012 5.00,"31,06281088","50,34079944","0,34018466","40,56060435","7,814408","0,9429624"
11/01/2012 6.00,"30,79551328","47,20353248","0,34209992","40,25540925","7,814408","1,01481345"
11/01/2012 7.00,"30,36213936","44,86177224","0,35977414","38,16820035","7,814408","1,1082249"
11/01/2012 8.00,"30,04748152","51,9927292","0,67902491","34,1701206","7,814408","1,14661665"
11/01/2012 9.00,"30,35238816","61,80130832","0,55431516","35,45109015","7,814408","1,5136011"
11/01/2012 10.00,"31,28144808","52,41218376","0,39295217","39,49579305","7,814408","1,33364295"
11/01/2012 11.00,"30,9771724","45,46082096","0,47893616","41,5626729","7,814408","1,28330145"
11/01/2012 12.00,"31,0835752","41,43663456","0,51278407","44,0762931","7,814408","1,38378105"
11/01/2012 13.00,"31,89455","44,94020248","0,50960479","43,62867495","7,814408","1,31442165"
11/01/2012 14.00,"34,57398856","51,013116","0,40474081","47,5148352","7,814408","1,6969662"
11/01/2012 15.00,"34,98531712","46,51305192","0,39571555","51,35778375","7,814408","1,26296145"
11/01/2012 16.00,"33,63911616","43,89057184","0,53369699","49,6334055","7,814408","1,17407565"
11/01/2012 17.00,"34,28334544","45,9762388","0,60526527","48,06080685","7,814408","1,1196153"
11/01/2012 18.00,"36,00972848","49,72618704","0,59108605","46,49074185","7,814408","1,1631429"
11/01/2012 19.00,"36,79670768","52,4148032","0,39210289","45,60735585","7,814408","1,2659616"
11/01/2012 20.00,"37,58691816","54,95103296","0,37869257","43,8533319","7,814408","1,2982005"
11/01/2012 21.00,"37,00301248","59,04135544","0,41959223","40,5385596","7,814408","1,3965444"
11/01/2012 22.00,"35,22990016","58,19399528","0,35890505","43,23701655","7,814408","1,2870135"
11/01/2012 23.00,"33,19274064","53,77953144","0,31271396","42,5240235","7,814408","1,17143145"
12/01/2012 0.00,"31,20942304","52,60346024","0,30327513","43,6956471","7,814408","1,1275479"
12/01/2012 1.00,"30,11690624","48,74007304","0,29752702","44,11868685","26,61782","1,0691721"
12/01/2012 2.00,"29,5498644","45,16581848","0,29027956","44,87319585","26,61782","1,03820445"
12/01/2012 3.00,"28,53128464","43,86399504",,"44,4840711","26,61782","1,028187"
12/01/2012 4.00,"28,21144528","42,64513328","0,22331303",,"26,61782","1,07227395"
12/01/2012 5.00,"27,983076","46,35420296","0,25214561","45,97359795","26,61782","1,0714095"
12/01/2012 6.00,"27,32521416","49,56731896","0,26186288","44,95542975","26,61782","1,1468709"
12/01/2012 7.00,"27,69629512","51,31393096","0,28550073","43,0759203","26,61782","1,1543967"
12/01/2012 8.00,"30,06757664","58,78916264","0,61592851","38,42763015","26,61782","1,1791098"
12/01/2012 9.00,"33,4159284","71,76676704","0,53764634","43,6371537","26,61782","1,5128892"
12/01/2012 10.00,"35,20330424","66,68841856","0,46003637","51,48239145","26,61782","1,1711772"
12/01/2012 11.00,"37,7679272","55,7556408","0,4250421","55,21595415","26,61782","1,06901955"
12/01/2012 12.00,"37,3001564","50,4250804","0,42275054","57,1870341","26,61782","1,05061185"
12/01/2012 13.00,"38,10269928","52,60022896","0,39249666","58,5900777","26,61782","1,10959785"
12/01/2012 14.00,"38,28953992","56,0071644","0,31383935","59,98296675","26,61782","1,30323465"
12/01/2012 15.00,"38,7702932","60,29134456","0,34338259","61,10286","26,61782","1,2016872"
12/01/2012 16.00,"39,48264704","62,9235376","0,53531634","57,1776975","26,61782","0,97718445"
12/01/2012 17.00,"39,88812488","74,45668336","0,80087226","33,15281025","26,61782","1,8861282"
12/01/2012 18.00,"39,0525044","90,90930952","0,88622366","21,62825385","26,61782","2,50736265"
12/01/2012 19.00,"39,535858","129,14908008","1,03905535","9,92397189","26,61782","3,98262285"
12/01/2012 20.00,"39,70776592","196,7254888","1,27751687","10,19694575","26,61782","5,75881335"
12/01/2012 21.00,"37,28589288","219,5909056","1,47900828","10,0468998","26,61782","6,1177635"
12/01/2012 22.00,"31,39043208","285,1732704","1,65310937","10,47416297","26,61782","8,2195974"
12/01/2012 23.00,"33,6040692","248,882172","1,03143275","14,26877666","26,61782","6,70879305"
13/01/2012 0.00,"51,577156","185,19322256","1,09229701","9,80104598","26,61782","5,5900422"
13/01/2012 1.00,"45,91851552","150,83697256","0,96750804","13,75757786","41,75824","4,5009369"
13/01/2012 2.00,"39,53778912","122,17693384","0,94270402","13,92543117","41,75824","4,7914938"
13/01/2012 3.00,"33,32445832","109,50211376","1,09439052","7,35523583","41,75824","4,45939245"
