
Stat, Politecnico,,,,
,SO2,NO2,nox,CO,O3,PM10,BENZENE,CH4
28/06/2011 3.00,"5,23985554","8,80768536","11,73464188","0,50005412","69,3528234",,"0,27752811","575,93081"
28/06/2011 4.00,"5,03893092","6,55587707","9,495231","0,49238725","68,27011695","20,76209068","0,28584311","578,28379"
28/06/2011 5.00,"4,79624014","13,00953862","16,24908611","0,49683522","61,0445262",,"0,36866047","580,3315"
28/06/2011 6.00,"4,78833907","22,85065616","28,85164024","0,50563447","53,31048975","21,73913002","0,44283333","590,97577"
28/06/2011 7.00,"5,32112909","23,5052676","34,19998224","0,52025871","56,21939925",,"0,4575361","591,09239"
28/06/2011 8.00,"5,76361562","26,79293248","42,42007176","0,53085089","57,8730747","13,43428993","0,43771273","585,01639"
28/06/2011 9.00,"6,23545074","20,72376648","31,77921816","0,51986494","68,9669106",,"0,38815331","578,24067"
28/06/2011 10.00,"7,0989773","17,24465495","27,29473688","0,51153286","80,53417995","22,22764969","0,32036822","572,40134"
28/06/2011 11.00,"5,72072162","4,49063792","8,91716074","0,50482246","93,85682985",,"0,30054486","570,75445"
28/06/2011 12.00,"5,55027343","3,75896141","8,2872772","0,498973","93,93850515","20,76209068","0,27752811","569,89793"
28/06/2011 13.00,"5,15068091","1,87623604","5,65115118","0,50125873","95,0995752",,"0,24938976","567,87717"
28/06/2011 14.00,"5,40465937","2,84396234","6,59678814","0,48550443","103,63875375","13,43428993","0,20979795","566,52134"
28/06/2011 15.00,"5,39111395","2,4213415","5,95880727","0,48486601","101,7991443",,"0,17015122","565,75302"
28/06/2011 16.00,"5,15519639","1,9524866","5,09656219","0,48235893","100,98656085","15,63263035","0,18832298","563,79204"
28/06/2011 17.00,"5,11568899","2,7036311","6,04300793","0,48592267","103,2345069",,"0,16849961","579,80524"
28/06/2011 18.00,"6,25238277","9,02345647","13,15876449","0,48693039","103,6995813","11,4802103","0,17675867","599,44052"
28/06/2011 19.00,"5,62251704","6,57940041","9,85551107","0,50639638","104,9147757",,"0,19823466","597,56431"
28/06/2011 20.00,"5,27823509","12,16105612","15,7390257","0,52962182","93,10000665","13,9228096","0,22631708","596,33735"
28/06/2011 21.00,"4,99490804","3,09704804","6,31342209","0,5186848","96,5856906",,"0,28892665","598,62124"
28/06/2011 22.00,"4,94524081","22,314474","25,48927352","0,52696795","82,37289165","19,7850399","0,21475379","598,11409"
28/06/2011 23.00,"5,14616543","18,66663803","21,7415432","0,53861678","84,68585475",,"0,34360565","599,79087"
29/06/2011 0.00,"6,52329327","27,71199264","31,12747472","0,52473115","79,36064115","17,58670998","0,31056739","600,00402"
29/06/2011 1.00,"5,96792686","3,85143529","6,5725","0,50285711","100,75402365",,"0,18336713","599,12153"
29/06/2011 2.00,"6,09999549","5,80635586","8,55930891","0,5078701","91,16713095","21,73913002","0,16849961","569,08894"
29/06/2011 3.00,"5,28387842",,,"0,5154892","77,7236439",,"0,25258314","618,21536"
29/06/2011 4.00,"4,95878623","4,42493204","7,11494587","0,50917374",,"22,22764969","0,29085386","578,4303"
29/06/2011 5.00,"4,92830878","12,57313801","15,47346993","0,51477739","71,56130835",,"0,30864018","529,60817"
29/06/2011 6.00,"5,12584781","20,1170124","24,8844888","0,56614457","70,9187388","21,25061035","0,46552056","617,43283"
29/06/2011 7.00,"4,91814996","19,39911376","25,89085088","0,54857054","72,00140535",,"0,45456239","621,99277"
29/06/2011 8.00,"4,9418542","19,6221868","27,87847048","0,54011614","80,32721865","21,00634956","0,53181879","626,89081"
29/06/2011 9.00,"5,53785688","20,85840952","29,87823128","0,50678898","88,3543206",,"0,41320812","579,18686"
29/06/2011 10.00,"5,66428218","16,1560654","23,28225192","0,49258297","98,15102745","18,8080101","0,32879407","589,12357"
29/06/2011 11.00,"5,5118949","8,46699373","13,55466894","0,48756881","107,5469388",,"0,31888238","603,21499"
29/06/2011 12.00,"5,50737942","4,1937483","7,97719286","0,47800882","108,9969048","16,60967064","0,22147209","602,16394"
29/06/2011 13.00,"5,10214357","3,5886175","7,18538204","0,48287619","113,18363175",,"0,19652711","601,36328"
29/06/2011 14.00,"5,28387842","2,31264622","5,44793617","0,47717352","116,4835413","20,76209068","0,19173704","601,36524"
29/06/2011 15.00,"5,33128791","2,81719434","6,02762589","0,46790827","115,90118085",,"0,19482059","600,81105"
29/06/2011 16.00,"6,02436731","4,05666172","7,34244902","0,46576933","119,23450665","19,7850399","0,1819352","599,63995"
29/06/2011 17.00,"5,91148742","1,89245936","4,45858133","0,4518837","118,96673775",,"0,18832298","599,55665"
29/06/2011 18.00,"6,28963243","4,91001409","7,90351586","0,43698917","119,54077905","10,50317001","0,15858793","598,73198"
29/06/2011 19.00,"7,87897359","18,17101704","21,57638464","0,4330573","109,97164185",,"0,1964722","597,05373"
29/06/2011 20.00,"7,54823705","34,42523496","37,15750208","0,47137298","94,53740415","9,28187561","0,20638388","598,22728"
29/06/2011 21.00,"5,96454126","32,23427416","34,92053856","0,60377174","89,63445225",,"0,36783466","597,31294"
29/06/2011 22.00,"6,09773877","105,7618976","113,23999728","0,67283527","33,33335775","13,1900301","1,33653937","602,23744"
29/06/2011 23.00,"5,76700223","67,6442656","70,70415392","0,65882498","41,57298705",,"1,31649633","557,35099"
30/06/2011 0.00,"5,5265692","53,17786328","55,97148648","0,64621735","42,00638085","23,93745995","1,42728729","597,09244"
30/06/2011 1.00,"5,4182048","36,707054","39,44631904","0,56788857","48,91402845",,"1,6733179","615,7487"
30/06/2011 2.00,"5,21502243","25,15842104","27,90437808","0,4863409","59,1340743","45,43233109","1,31231138","615,80211"
30/06/2011 3.00,"5,24549989","18,45330472","21,01855864","0,46665357","66,38308635",,"1,21649777","616,01134"
30/06/2011 4.00,"4,87412708","25,65647792","28,22498224","0,44969583","61,958715","42,5012207","1,21864568","614,82995"
30/06/2011 5.00,"4,65175495","29,70341712","32,78072376","0,45967405","59,48800725",,"0,75692462","600,95119"
30/06/2011 6.00,"5,31774248","48,06020408","56,05488792","0,56368642","51,64913355","36,88323975","0,85769407","599,87466"
30/06/2011 7.00,"6,01759409","58,15439776","75,01458584","0,65887507","57,81547905",,"1,19204909","616,70812"
30/06/2011 8.00,"6,84499884","54,4506052","76,11564928","0,64550553","67,09845345","35,66194153","1,36963356","624,60692"
30/06/2011 9.00,"7,42181175","25,52994176","33,16205304","0,56705327","97,79376285",,"0,7471777","626,29056"
30/06/2011 10.00,"6,67229394","16,58437061","21,63305632","0,59944609","116,70775935","57,40106964","0,56232473","628,4838"
30/06/2011 11.00,"5,76813009","6,96795131","9,8676561","0,60013461","134,3122977",,"0,47576277","623,32067"
30/06/2011 12.00,"5,48141745","4,39654266","6,96111782","0,58172644","138,0614613","57,88959122","0,40010306","600,53028"
30/06/2011 13.00,"5,05360521","4,05666172","6,77409554","0,56990402","136,7160732",,"0,36673325","613,13161"
30/06/2011 14.00,"5,58187976","2,11796446","4,54682969","0,52332965","140,85436155","46,40937042","0,30461998","612,28048"
30/06/2011 15.00,"5,51979598","5,14200852","7,89299221","0,51091891","129,4111014",,"0,48996924","591,63286"
30/06/2011 16.00,"5,08634041","8,65112889","11,78240938","0,5078701","115,3924359","27,60136032","0,47614821","573,58567"
30/06/2011 17.00,"5,16196961","17,56102212","20,37327776","0,5980213","109,68883065",,"0,44657792","602,10955"
30/06/2011 18.00,"5,00845346","35,96160344","39,2455208","0,65363956","87,32603775","22,71615982","1,2009692","604,16902"
30/06/2011 19.00,"4,67207359","20,94116088","24,34528568","0,62213097","88,34512365",,"0,85130629","572,9374"
30/06/2011 20.00,"4,54790603","19,50783008","22,74870832","0,60374727","98,2255008","41,03565979","0,57245608","540,76841"
30/06/2011 21.00,"4,78608133","2,62738054","5,36292674","0,53561807","104,68628835",,"0,36563184","555,05436"
30/06/2011 22.00,"4,53548948","15,49009477","18,22536946","0,57484362","87,5971383","50,56179047","0,32576544","587,72756"
30/06/2011 23.00,"4,68787574","22,24225776","25,0172772","0,59792227","76,7261439",,"0,41441936","541,90276"
01/07/2011 0.00,"4,74995952","17,96173143","20,60158968","0,60187978","72,32938335","56,66828156","0,43611503","616,14119"
01/07/2011 1.00,"4,54113281","8,71602217","11,40107818","0,56272762","87,79039395",,"0,36805535","579,71508"
01/07/2011 2.00,"4,60095885","9,82651368","12,37747922","0,56720122","71,55628095","65,95017242","0,30351857","619,31982"
01/07/2011 3.00,"4,29392757",,,"0,55987687","68,76511635",,"0,35676665","627,98253"
01/07/2011 4.00,"4,3831022","12,56989334","15,30830563","0,55353577",,"46,89789963","0,30913546","632,99817"
01/07/2011 5.00,"4,32327615","16,71496786","19,64381152","0,55909049","62,2197408",,"0,32323209","643,79679"
01/07/2011 6.00,"4,44857157","23,57341128","27,67281576","0,59273686","55,394766","42,5012207","0,47411015","652,86816"
01/07/2011 7.00,"4,29844305","22,90337","29,0030324","0,58855917","60,81081195",,"0,60846907","647,39535"
01/07/2011 8.00,"4,42938281","4,76724696","8,92525806","0,53276732","91,367808","31,02099991","0,32268088","626,30575"
01/07/2011 9.00,"5,0321577","5,17688722","9,9364728","0,53298867","93,07822125",,"0,18033851","600,48716"
01/07/2011 10.00,"4,76124822","3,00457416","6,59031219","0,51984048","99,72779565","15,38836956","0,17841129","606,51808"
01/07/2011 11.00,"4,94411194","6,86574344","15,599769","0,52286249","98,2954854",,"0,15858793","600,60182"
01/07/2011 12.00,"4,79059579","9,34062286","19,5709452","0,53021247","98,58362325","7,81631708","0,16849961","600,99235"
01/07/2011 13.00,"4,8628394","2,51949402","6,12801736","0,52728716","106,1484438",,"0,15060346","598,85889"
01/07/2011 14.00,"4,81768664","2,72309717","6,34175793","0,51897954","105,2490579","3,66389799","0,14674802","600,0687"
01/07/2011 15.00,"4,67771693","2,48867067","6,03248237","0,52148662","100,31492415",,"0,15858793","601,43286"
01/07/2011 16.00,"4,88880138","1,71643682","4,66422458","0,51851354","96,810567","1,70981896","0,1566597","583,96975"
01/07/2011 17.00,"5,00845346","1,06020018","3,58338054","0,5136951","97,82779755",,"0,15065838","602,25263"
01/07/2011 18.00,"5,01522566","0,54835013","2,51144259","0,51762814","100,9629999","6,35075712","0,1208674","597,36978"
01/07/2011 19.00,"4,9599151","1,40656854","3,82221802","0,50772331","106,7798613",,"0,13281715","598,77608"
01/07/2011 20.00,"5,01861227","8,00138158","10,69185046","0,5715758","97,17136275","10,25891018","0,29140406","597,20514"
01/07/2011 21.00,"4,65965602","26,28919696","29,06779184","0,55343675","79,6629834",,"0,36673325","600,40778"
01/07/2011 22.00,"4,96668832","34,0026256","36,93083448","0,5850199","70,65071055","11,4802103","0,56496791","587,66533"
01/07/2011 23.00,"4,60434546","11,15034042","14,03882176","0,54734263","96,36542265",,"0,64426136","546,63616"
02/07/2011 0.00,"4,41583739","5,66359065","8,37147594","0,53537226","95,2671951","12,21298981","0,21409274","604,05534"
02/07/2011 1.00,"4,33343497","8,25446728","10,95335853","0,54004274","81,7851447",,"0,25373947","573,71258"
02/07/2011 2.00,"4,63820953","8,11251275","10,72423401","0,53994372","76,501866","41,27991104","0,36078685","284,27595"
02/07/2011 3.00,"4,55129264","7,46438682","10,1226863","0,52379682","62,4753003",,"0,3746628","601,29517"
02/07/2011 4.00,"4,54226168","18,51575829","21,21285608","0,55692825","44,2862469","29,5554409","0,35087517","553,99008"
02/07/2011 5.00,"4,35488248","34,09996552","38,2699228","0,58492087","26,60414295",,"0,57091431","238,957271"
02/07/2011 6.00,"4,51517083","36,37448072","46,845434","0,62500619","25,1384364","29,06690979","0,83258434","618,37657"
02/07/2011 7.00,"4,73076975","22,421546","35,93093496","0,60460821","59,42193285",,"0,85059032","623,24031"
02/07/2011 8.00,"4,45421592","12,13347934","17,71045066","0,54675198","81,79932915","18,56373978","0,34949815","621,69338"
02/07/2011 9.00,"4,67207359","9,32521214","13,74330878","0,55579704","83,03702715",,"0,26761643","617,49065"
02/07/2011 10.00,"4,89670245","4,02502577","7,61286318","0,54481109","95,79501225","9,77039528","0,22213212","577,40865"
02/07/2011 11.00,"4,85606618","0,91094372","3,82950465","0,54004274","98,40491115",,"0,18832298","602,56966"
02/07/2011 12.00,"4,77479364","1,22486735","4,13635197","0,52853953","99,34363845","10,25891018","0,16062498","595,44065"
02/07/2011 13.00,"4,89783132","1,16484011","3,8618901","0,53094992","99,3695136",,"0,15858793","591,49615"
02/07/2011 14.00,"4,57273913","1,2565033","3,92989803","0,52659864","98,6211891","5,6179781","0,13088993","589,42394"
02/07/2011 15.00,"5,13262001","1,22567804","3,8319348","0,51885722","102,6700017",,"0,14867523","586,72649"
02/07/2011 16.00,"4,78495246","1,22000131","3,80359705","0,5088289","112,3421208","3,66389799","0,11894018","586,08361"
02/07/2011 17.00,"4,82333099","1,20783334","3,63843466","0,51693963","117,1041858",,"0,10115489","583,91487"
02/07/2011 18.00,"4,90347567","1,5915163","4,17197444","0,52898223","114,718086","2,93111897",,"579,16481"
02/07/2011 19.00,"4,66078489","1,92977395","4,60917045","0,54535165","107,9223579",,,"581,83384"
02/07/2011 20.00,"4,54000394","1,57366969","4,59864489","0,54758845","102,900504","9,77039528","0,1090285","580,6745"
02/07/2011 21.00,"4,44292824","1,62396294","4,10153827","0,5383465","98,71892415",,"0,11684822","581,52171"
02/07/2011 22.00,"4,1054195","0,66110268","2,68146337","0,52052783","102,1806681","53,49290085","0,11112149","580,82689"
02/07/2011 23.00,"4,54677716","1,6628989","4,09182149","0,52539403","101,985996",,"0,10693653","580,83865"
03/07/2011 0.00,"4,19459413","1,08615749","3,62062247","0,516448","104,56666815","30,53248024","0,1090285","578,44402"
03/07/2011 1.00,"4,33456384","1,38953453","4,00843152","0,52033094","103,5611682",,"0,11112149","576,81869"
03/07/2011 2.00,"4,65514156","2,91534494","5,53942346","0,51755358","102,92721705","16,85392952","0,12466691","576,81477"
03/07/2011 3.00,"4,05801001",,,"0,51217128","99,2125071",,"0,11112149","574,41524"
03/07/2011 4.00,"4,52758739","0,60675599","2,67822444","0,51271301",,"16,85392952","0,11894018","572,92613"
03/07/2011 5.00,"4,37971559","0,5337501","2,73975642","0,52050336","101,4249621",,"0,13876355","574,57841"
03/07/2011 6.00,"4,12009379","2,47487942","4,72008748","0,51610432","101,93095395","18,56373978","0,12885187","574,17563"
03/07/2011 7.00,"4,50162541","7,71666183","10,78657477","0,53470937","90,63326895",,"0,17764041","573,65378"
03/07/2011 8.00,"4,53210287","9,75756505","13,71740309","0,54478662","84,24627645","24,67024994","0,30935513","577,19697"
03/07/2011 9.00,"4,3435948","7,79534446","11,9329985","0,53279178","88,6484634",,"0,2874398","579,76016"
03/07/2011 10.00,"5,33806113","11,95258311","17,27649549","0,5294494","90,0247341","13,67854977","0,24002827","578,17403"
03/07/2011 11.00,"6,20271554","17,71757668","26,24061304","0,5280246","87,5914725",,"0,20814634","571,06854"
03/07/2011 12.00,"5,32338683","1,40494716","4,91277693","0,51829103","103,8314907","6,59501696","0,16288272","569,65538"
03/07/2011 13.00,"4,88767251","1,301116","4,63993644","0,5137452","106,52902995",,"0,16849961","561,93788"
03/07/2011 14.00,"4,69577783","0,58404334","2,87658106","0,49843244","103,164642","3,17537904","0,13099977","553,99988"
03/07/2011 15.00,"4,76576268","2,21936165","4,77028513","0,49803983","102,7845546",,"0,1167933","551,03538"
03/07/2011 16.00,"5,03780205","0,46398886","2,77052242","0,49177213","107,94611835","1,46555901","0,13099977","550,48364"
03/07/2011 17.00,"4,94862742","0,41694219","2,52358762","0,49253404","111,2171004",,"0,1090285","546,83118"
03/07/2011 18.00,"4,76689155","0,55970741","2,76890295","0,48970775","113,44286205","1,70981896",,"544,72663"
03/07/2011 19.00,"4,96217284","2,24856362","5,23419751","0,51153286","112,41084855",,"0,11464539","540,5092"
03/07/2011 20.00,"4,87977143","3,61214084","6,58626449","0,5141378","110,210982","3,66389799","0,15638511","542,41677"
03/07/2011 21.00,"4,80414121","11,91689181","14,99498428","0,53338244","96,94022205",,"0,1937741","542,17716"
03/07/2011 22.00,"4,60773207","18,06394695","21,02259296","0,54611356","83,56522335","12,21298981","0,2874398","542,30358"
03/07/2011 23.00,"4,72061093","27,54002736","30,52269","0,57703149","63,16136085",,"0,30285752","550,03774"
04/07/2011 0.00,"4,59305778","56,45499304","60,66405072","0,66305276","30,7520871","13,1900301","0,6330286","577,97803"
04/07/2011 1.00,"4,43841276","54,3354072","60,15966512","0,66442979","35,3935344",,"0,84271569","606,04131"
04/07/2011 2.00,"4,74995952","5,57436143","8,45972622","0,5567803","84,29295945","22,47191048","0,64426136","580,02721"
04/07/2011 3.00,"4,49598106","4,61799242","7,4517485","0,53451365","79,29556425",,"0,38215199","539,61642"
04/07/2011 4.00,"4,45083033","5,0357453","7,81607627","0,53355369","78,2335659","18,8080101","0,2874398","448,74102"
04/07/2011 5.00,"4,42373846","29,69611328","34,5238368","0,57885006","43,3468413",,"0,37334172","394,87679"
04/07/2011 6.00,"4,45308705","50,82141888","61,88899264","0,60453365","34,5591057","23,6932106","0,54734737",
04/07/2011 7.00,"4,51065535","33,17604888","44,18178856","0,63537819","53,8351149",,"0,59139872",
04/07/2011 8.00,"5,29629599","37,95220576","53,6802604","0,58868149","57,30870915","22,22764969","0,62003236",
04/07/2011 9.00,"5,72185049","24,41377352","35,28487016","0,57413181","69,3524643",,"0,3964683",
04/07/2011 10.00,"4,99829363","10,1234033","15,81512903","0,57260799","87,43476525","15,38836956","0,34377143",
04/07/2011 11.00,"5,19018933","7,00283193","11,40512589","0,57801475","98,0047341",,"0,27213191",
04/07/2011 12.00,"5,02538448","2,94049157","6,41867195","0,57481916","106,0971723","19,54079056","0,24779307",
04/07/2011 13.00,"4,96555844","1,91841667","5,3645462","0,57096068","110,99459805",,"0,2004924",
04/07/2011 14.00,"4,87412708","1,4463171","4,35737726","0,57479469","117,1065399","28,57839966","0,16849961",
04/07/2011 15.00,"4,72512641","1,10805754","3,86027064","0,59367002","117,6933492",,"0,18066802",
04/07/2011 16.00,"5,07618058","2,00521191","5,13623237","0,58846014","124,2270141","22,47191048","0,22345422",
04/07/2011 17.00,"5,56381987","2,4213415","5,40664653","0,53087536","117,8900562",,"0,21040408",
04/07/2011 18.00,"5,00393798","1,69777952","4,66908106","0,55242902","114,1355061","21,00634956","0,18066802",
04/07/2011 19.00,"5,09762809","7,92999897","10,8027675","0,57511507","104,57093745",,"0,2112848",
04/07/2011 20.00,"4,83574754","25,452066","28,66380536","0,60102001","83,5918965","16,12113953","0,35770229",
04/07/2011 21.00,"4,86171053","30,00679416","33,16125","0,62911165","66,8583552",,"0,50643346",
04/07/2011 22.00,"5,01522566","19,96856472","23,30735648","0,62930737","59,83781055","20,76209068","0,60158601",
04/07/2011 23.00,"4,75221726","15,37734986","18,63908611","0,61021186","54,19439445",,"0,4110053",
05/07/2011 0.00,"4,68448913","14,27090797","17,54447758","0,59794674","51,41603775","27,35709953","0,38655662",
05/07/2011 1.00,"4,2024952","14,68379481","17,67320872","0,59313063","45,93848595",,"0,37135857",
05/07/2011 2.00,"4,58289795","2,80015842","5,51837425","0,57668782","74,78666475","30,28820992","0,30957582",
05/07/2011 3.00,"4,4914666",,,"0,58145616","73,24700355",,"0,26001741",
05/07/2011 4.00,"4,41132191","4,7542683","7,52866252","0,55953203",,"30,53248024","0,27752811",
05/07/2011 5.00,"4,54339055","13,33401076","16,32195243","0,5980213","58,03812105",,"0,44206244",
05/07/2011 6.00,"4,42148072","38,72524648","46,81386688","0,77195696","36,44216625","27,60136032","0,62047373",
05/07/2011 7.00,"4,88767251","37,22294984","49,63376096","0,65435254","46,4278395",,"0,78765125",
05/07/2011 8.00,"5,12359007","28,02672696","37,79467608","0,63847592","59,8174815","32,2422905","0,64492241",
05/07/2011 9.00,"5,0829538","20,30844184","29,28558776","0,59443193","69,02949375",,"0,54630087",
05/07/2011 10.00,"5,41143259","19,36504192","27,86470408","0,60106894","76,19932425","17,09819031","0,428516",
05/07/2011 11.00,"5,14165097","4,1848269","7,74725957","0,56995295","103,3279128",,"0,32427859",
05/07/2011 12.00,"5,1800295","2,04009253","4,91277693","0,54984855","112,42273875","12,94577026","0,24024896",
05/07/2011 13.00,"4,94072635","3,73868274","6,39924221","0,57880113","120,7296594",,"0,18314645",
05/07/2011 14.00,"4,52420078","18,14424522","22,17468768","0,57349222","101,92455","21,00634956","0,21332185",
05/07/2011 15.00,"4,53661733","12,92194034","18,31604798","0,56186785","85,9362609",,"0,33463063",
05/07/2011 16.00,"4,13199167","14,62261081","20,06401176","0,57077661","85,6967412","26,86857986","0,3274862",
05/07/2011 17.00,"4,10090402","9,64724647","13,30449522","0,60421444","97,5174354",,"0,25484088",
05/07/2011 18.00,"4,32779163","5,75444124","8,58036003","0,60271508","102,26148555","19,05227089","0,11145201",
05/07/2011 19.00,"3,91239595","4,24972018","6,64212739","0,60126466","103,73806485",,,
05/07/2011 20.00,"4,58289795","18,79804788","20,95945872","0,64036788","84,47633985","24,18173027","0,10655109",
05/07/2011 21.00,"4,22281384","19,25229128","21,48166416","0,67477732","76,15607265",,"0,33204236",
05/07/2011 22.00,"4,16073006","39,5550736","41,766684","0,72896963","56,64892275","47,14215088","0,49531053",
05/07/2011 23.00,"4,22732831","51,74290728","54,2154292","0,72484087","41,5289973",,"0,69381977",
06/07/2011 0.00,"3,834509","60,85154144","63,35197856","0,7607485","34,2951273","53,00439072","0,76567998",
06/07/2011 1.00,"4,04897905","29,86159688","32,1014284","0,69588829","46,8878466",,"0,78798177","504,19236"
06/07/2011 2.00,"3,73178895","22,11086512","24,35905208","0,6781931","42,5247417","52,51586151","0,72107741","501,88103"
06/07/2011 3.00,"3,98915402","10,74962154","12,99603034","0,63658396","52,25254125",,"0,57983543","502,71893"
06/07/2011 4.00,"3,64261433","10,47706594","12,67461167","0,62697388","44,94046725","51,5388298","0,44107087","502,31762"
06/07/2011 5.00,"3,75210658","22,21308064","25,36541416","0,63886853","23,5108755",,"0,50293701","505,26791"
06/07/2011 6.00,"3,64825766","39,22250032","49,27833928","0,68802337","24,19717545","35,90620041","0,71859898","512,07548"
06/07/2011 7.00,"3,65841749","37,80538328","51,23116048","0,71110319","43,67021085",,"0,85488512","528,72568"
06/07/2011 8.00,"3,97899419","17,79382342","23,84090008","0,68190479","72,83858715","18,56373978","0,56001207","528,51645"
06/07/2011 9.00,"3,85821324","17,39878127","24,12588368","0,67111456","79,3512447",,"0,36431076","512,7115"
06/07/2011 10.00,"3,89433505","11,79035182","16,91702419","0,66681338","90,3750561","10,01465034","0,26023708","509,8695"
06/07/2011 11.00,"3,66293195","4,31299209","7,07851271","0,66034996","98,4349758",,"0,23303538","503,12269"
06/07/2011 12.00,"3,76000867","1,44388313","3,48298715","0,66462668","97,5066225","6,10649681","0,17103194","501,42386"
06/07/2011 13.00,"3,27237039","1,43577051","3,41578991","0,66978763","96,0816339",,"0,13876355","500,6624"
06/07/2011 14.00,"3,69792489","1,10562547","2,91058598","0,65666274","98,69203155","3,90815806","0,15120858","500,8143"
06/07/2011 15.00,"3,90336499","0,86957378","2,4288614","0,66415835","102,41370405",,"0,15605458","498,24082"
06/07/2011 16.00,"3,9575477","1,1113022","2,81424221","0,66632175","110,470332","3,17537904","0,13876355","499,60253"
06/07/2011 17.00,"4,01172939","1,61179497","3,41417045","0,67706189","112,8361227",,"0,1412969","500,69229"
06/07/2011 18.00,"4,19798074","3,07109073","5,0487947","0,69979686","103,8128973","9,28187561","0,21811294","500,33312"
06/07/2011 19.00,"4,07945651","1,4017025","3,09598879","0,67278634","109,00370775",,"0,27521546","501,87221"
06/07/2011 20.00,"3,5715006","1,45280452","3,33725642","0,66157904","111,43114395","13,1900301","0,11156185","501,04803"
06/07/2011 21.00,"3,89546392","6,57534506","8,72932969","0,70884192","91,757631",,"0,15822995","501,42729"
06/07/2011 22.00,"3,98802414","11,39530777","13,55466894","0,68908003","88,8394647","22,47191048","0,28270363","501,23227"
06/07/2011 23.00,"4,12799486","37,77536488","40,48183912","0,78343338","58,6794936",,"0,42488226","508,11432"
07/07/2011 0.00,"3,61326574","68,0604124","71,48868576","0,81113358","24,32361855","33,70785141","0,88902581","519,19273"
07/07/2011 1.00,"3,72275799","48,64019016","50,99556384","0,77050654","23,7987141",,"0,78561318","523,33274"
07/07/2011 2.00,"3,80854703","48,06750792","51,58983256","0,77131738","13,32808029","38,34880066","0,85626213","531,66029"
07/07/2011 3.00,"3,74307664",,,"0,69650341","30,65407275",,"1,06193004","531,03456"
07/07/2011 4.00,"3,34461299","13,39484869","15,64672772","0,65319686",,"32,2422905","0,63528634","530,10062"
07/07/2011 5.00,"3,5715006","28,93928632","32,17266952","0,65953796","30,20858925",,"0,52790945","528,11955"
07/07/2011 6.00,"3,87966075","50,65105968","69,10839872","0,72206467","16,48584011","26,62430954","0,71276242","527,46246"
07/07/2011 7.00,"4,4587314","58,29959504","102,21458312","0,829247","21,1836681",,"1,0230542","529,12601"
07/07/2011 8.00,"4,04559346","38,67983648","56,254864","0,8041529","43,99958535","14,65559006","1,57811043","532,08414"
07/07/2011 9.00,,,,"0,70810448","67,22421825",,,"527,73882"
07/07/2011 10.00,,,,,"84,72208395",,,"521,76866"
07/07/2011 11.00,"2,18746937",,,,"95,0657799",,,
07/07/2011 12.00,"2,32531253","4,71418131","7,93914024","0,66459173",,"23,20466995","0,39250403",
07/07/2011 13.00,"1,29359654","1,42059688","3,73073264","0,67738226","109,30966095",,"0,27028707","895,9699"
07/07/2011 14.00,"1,88621261","0,24335171","1,59495216","0,6500269","100,6003887","23,20466995","0,14206778","896,58289"
07/07/2011 15.00,"1,67287042",,"1,18366566","0,65818656","102,87969615",,"0,116297","895,4162"
07/07/2011 16.00,"1,54644613","0,24335171","1,63705249","0,65516455","108,1506258","19,54079056","0,10176","894,93404"
07/07/2011 17.00,"1,53402958","0,64082401","2,42562247","0,66592798","102,2764281",,,"896,72646"
07/07/2011 18.00,"1,40760428","1,43333654","3,5720462","0,663471","93,23215545","16,85392952","0,11894018","899,14608"
07/07/2011 19.00,"1,32858948","6,69296365","9,06451285","0,68559085","82,862325",,"0,20021679","906,2354"
07/07/2011 20.00,"1,40760428","7,06610192","9,39726586","0,75052446","80,1152499","10,50317001","0,33435502","907,99891"
07/07/2011 21.00,"1,29020993","23,11346056","25,43988656","0,82263563","52,2964512",,"0,40968421","954,70375"
07/07/2011 22.00,"1,77333375","69,09870488","88,49152816","0,99848772","2,88498147","18,56373978","1,22310522","1026,78128"
07/07/2011 23.00,"1,6954468","52,71305608","64,4457764","0,86729241","11,84387211",,"1,62821903","1004,68914"
08/07/2011 0.00,"1,68077251","36,50021384","39,416358","0,7983279","14,34547443","53,2486496","1,23532956","1032,53143"
08/07/2011 1.00,"1,3093997","45,51473936","49,81675848","0,80656096","5,5279475",,"1,37866452","1059,92831"
08/07/2011 2.00,"1,35003597","41,33235408","45,50391744","0,79798423","6,17511353","63,50756073","1,30922783","1134,46809"
08/07/2011 3.00,"1,36809688","34,9662736","38,51527064","0,72287435","13,59997884",,"1,07492527","978,48786"
08/07/2011 4.00,"1,72140878","23,41198112","25,75563424","0,70390116","24,03019395","50,31753159","1,56070956","965,67926"
08/07/2011 5.00,"1,26763457","19,2742028","21,7949836","0,68328066","34,8937869",,"1,23709202","966,59507"
08/07/2011 6.00,"1,60175669","40,56659808","56,43700112","0,73892339","17,73129666","35,17341995","1,23720186","957,76331"
08/07/2011 7.00,"2,07246396","51,05017056","89,64763808","0,86662952","12,11073329",,"1,43813462","956,70344"
08/07/2011 8.00,"2,12777452","34,06994712","49,94144","0,82801793","39,0017712","31,2652607","1,42001778","955,11437"
08/07/2011 9.00,"2,13567559","28,38931864","40,87125616","0,77864173","53,12563305",,"1,24166242","960,90078"
